date,tweet,hashtags
2020-10-05,White House Press Secretary Kayleigh McEnany is the latest person in U.S. President Donald Trump's orbit to reveal a positive coronavirus test. https://t.co/YFe4MLJ9Dl,[]
2020-10-05,"COVID-19 update: Trudeau, public health officials address Canadians https://t.co/lBs9g6shC4 https://t.co/eyFqJ3X2p3",[]
2020-10-05,"According to Radio-Canada sources, the Quebec government will make masks mandatory in schoolyards for students in Grades 4 to 11, and will also shut down gyms and ban team sports. https://t.co/tkhIxSReZk",[]
2020-10-05,A Thunder Bay school put a lot of work into building the outdoors into their curriculum. The principal says that's paying off during COVID-19. https://t.co/LhvljB5Ask,[]
2020-10-04,Winnipeg's shelters and food banks are trying to feed as many patrons as they can while complying with COVID-19 restrictions. https://t.co/xrb1pqAAcQ @MarianneKlowak,[]
2020-10-04,Saturday was the last day that COVID-19 assessment centres in Ontario accepted walk-ins. https://t.co/TsZWsQQpVM,[]
2020-10-04,"Speaking to an independent inquiry, residents of Ontario's long-term care homes described feeling ""lonely,"" ""muzzled"" and ""trapped"" through the pandemic. https://t.co/rwMZgLhXcG",[]
2020-10-04,Many of those in Trump's inner circle who've tested positive for COVID-19 had attended an event at the White House Rose Garden on Sept. 26. https://t.co/x04brg6jnz,[]
2020-10-04,"The CRA says it's received more than 20,000 confidential tips about suspected cheating related to COVID-19 emergency aid programs. https://t.co/qZfeMEWsLI @OttawaReporter",[]
2020-10-04,Four bars and restaurants on Ottawa's Elgin Street are beginning to reopen. They voluntarily closed after a COVID-19 scare. https://t.co/LUnrQ9lnrd @tcpritchard,[]
2020-10-03,"For the first time, residents of London, Ont., can get a sense of how their part of the city fared during the first wave of the COVID-19 pandemic. https://t.co/T8xSQn2YAJ",[]
2020-10-03,"Some Toronto neighbourhoods never experienced relief from the first wave of COVID-19, community workers say. https://t.co/KBCrzTk9A0 @OliviaBowden__",[]
2020-10-03,#Analysis by @EvanDyerCBC: The COVID-19 virus has zeroed in uncannily on one group of national leaders: the new breed of right-wing populists. https://t.co/rjHQJwcM2R,['analysis']
2020-10-03,Experts say hospitalizations and deaths could be on the horizon as cases of COVID-19 soar in Canada. https://t.co/BxyI3cbej3 @adamsmiller,[]
2020-10-03,"New cases of COVID-19 in Ontario are largely concentrated in Toronto, Ottawa and Peel Region. https://t.co/yu81xDptKf",[]
2020-10-03,"The U.S. president is 74, and older age is a strong risk factor for serious complications from COVID-19. https://t.co/9PoVk3O5Og",[]
2020-10-03,"The more precise and concise messaging at the start of the pandemic has become increasingly convoluted, several experts say, leaving some people frustrated as cases surge.
https://t.co/bjQVWgWF16",[]
2020-10-02,Frustration over the Senate's failure to find a way to resume full operations in the midst of the pandemic prompted some senators Wednesday to block the initial attempt to speed Bill C-4 through the chamber. https://t.co/8IqJUYb01T,[]
2020-10-02,"Trudeau and other political leaders extended best wishes to Trump after the U.S. president announced that he and his wife, Melania, had tested positive for the novel coronavirus.
https://t.co/VTNRkQzCPC",[]
2020-10-02,"BREAKING: The White House says U.S. President Donald Trump will travel to a military hospital after his COVID-19 diagnosis and will remain there for a ""few days"" on the advice of doctors. https://t.co/cWAEd3wGuA",[]
2020-10-02,Donald Trump's positive test for the coronavirus has put his participation in the next debate with Democratic nominee Joe Biden in doubt. https://t.co/JVF7ahYR1K,[]
2020-10-02,The federal government has announced an additional $600 million to support regional businesses and organizations that continue to struggle through Canada's coronavirus epidemic. https://t.co/23nT4DtdH9 @ICILouisBlouin,[]
2020-10-02,COVID-19 update: Trudeau announces measures to help businesses survive lockdowns https://t.co/LwE886LQI9,[]
2020-10-02,Stock markets around the world moved lower on Friday after word that the U.S. president has contracted the coronavirus that causes COVID-19. https://t.co/lNgejvCnS7,[]
2020-10-02,COVID-19 update: Trudeau announces measures to help businesses survive lockdowns https://t.co/he6yzrEsgQ,[]
2020-10-02,"U.S. President Donald Trump is experiencing ""mild symptoms"" of COVID-19, the White House says. https://t.co/lz3o6a4ryA",[]
2020-10-02,"Lisa Freeman's father was murdered in 1991. 
His killer is up for full parole this month, but Freeman was unable to attend the parole hearing because of COVID-19 restrictions. https://t.co/aBIbMRA2xr @trevorjdunn",[]
2020-10-02,"U.S. President Donald Trump had a busy schedule during the week the coronavirus hit home with him. 
Here is a look at his activities. https://t.co/nq2hl3wc1l",[]
2020-10-02,"U.S. President Donald Trump's coronavirus diagnosis drew instant worldwide reactions of shock, sympathy and undisguised glee. https://t.co/crOTl84b7q",[]
2020-10-02,The bombshell news that U.S. President Donald Trump has tested positive for the novel coronavirus has dropped a new layer of disarray on the presidential election. https://t.co/F8f59aRMqa @Alex_Panetta,[]
2020-10-02,"LIVE | U.S. President Donald Trump, Melania Trump test positive for COVID-19 https://t.co/vxWqYbPRBZ",[]
2020-10-02,LIVE | Trump and his wife test positive for coronavirus https://t.co/2qJNQb9jSx,[]
2020-10-02,"The coffee chain is temporarily not allowing people in Quebec and Ottawa to sit inside and on patios, because of the second wave of the COVID-19 pandemic.
https://t.co/RKW0JtOO9w",[]
2020-10-02,President Donald Trump said Friday that he and first lady Melania Trump have tested positive for the coronavirus https://t.co/cWAEd3OhTa,[]
2020-10-02,"City bylaw and peace officers should have the authority to ticket during the pandemic, Edmonton mayor says. https://t.co/50pRd0ILGb",[]
2020-10-01,"BREAKING: Hope Hicks, who serves as counselor to the president and travelled with him to a Wednesday rally, tested positive for COVID-19, according to an administration official.
 https://t.co/cWAEd3OhTa",[]
2020-10-01,#Opinion: There was a concern among the teaching community that wearing a mask might frighten students and hamper their ability to learn. https://t.co/HicFhgnrFm,['opinion']
2020-10-01,"Air Canada has ordered 25,000 testing kits that can detect COVID-19 in someone in as little as five minutes. https://t.co/ZNQsnsBjhf",[]
2020-10-01,Experts weigh in on how you can handle the COVID-19 pandemic differently this time around. https://t.co/YGLJzh9sym @prisksh,[]
2020-10-01,"The federal government is offering to send the Canadian Red Cross into COVID-19 hotspots as case numbers rise and parts of the country slip into a second wave, according to sources. https://t.co/4Xt31jjMeh @cattunneycbc",[]
2020-10-01,"A backlog of COVID-19 testing has paused U.S. television productions across Vancouver, just as they were ramping back up. https://t.co/o7z4Cy8qlC @ybrend",[]
2020-10-01,Canadians living in the United Kingdom are weighing whether to return home as they watch coronavirus case numbers rise sharply in the country. https://t.co/amYcpNvLiC @chantaladasilva,[]
2020-10-01,"Canada is experiencing numbers of COVID-19 cases not seen since the height of the pandemic.
How can political and health officials get Canadians to buckle back down and follow the guidelines again? https://t.co/3V3f61liUU",[]
2020-10-01,Civil rights groups say in separate reports that many services used the database to look at COVID-19 test results for wide geographic areas. https://t.co/zxtDYFzzur,[]
2020-10-01,"COVID-19 cases in Italy are on the rise from the summer, but the increase is not as steep as in neighbouring countries.
Authorities attribute that to a long lockdown and gradual easing of restrictions. https://t.co/SLsGYFZc9k @MKWilliamsRome",[]
2020-10-01,Middlesex-London paramedics are using mobile operations vehicle to set up pop-up COVID-19 testing at locations outside of London. https://t.co/B3mu4BofYc,[]
2020-09-30,CEO tells employees that job cuts are 'the harsh result of a brutal pandemic.' https://t.co/rm3JajrRuU,[]
2020-09-30,Provincial health officials say that the number of cases of COVID-19 are increasing in every age group. https://t.co/xak8VKlpr8,[]
2020-09-30,Conservative Leader Erin O'Toole and Bloc Québécois Leader Yves-François Blanchet are back on Parliament Hill today after self-isolating for two weeks due to positive COVID-19 tests. https://t.co/qMJlxDY9ZS @OttawaReporter,[]
2020-09-30,"Health authorities say that new daily cases of COVID-19 in Ontario could top 1,000 in the first half of October. https://t.co/xak8VKlpr8",[]
2020-09-30,"The United Nations says the COVID-19 pandemic has taken ""an unprecedented toll,"" especially on the economies of many developing countries. https://t.co/HDL7L0jP12",[]
2020-09-30,The data also shows who is being hospitalized with COVID-19 in Canada and what is the average recovery time. https://t.co/qHA2XfpcbL,[]
2020-09-30,"Canada’s first known COVID-19 case was detected eight months ago. @robroc, @cbcdaveseglins, @Andreas_Wesley analyzed data collected by PHAC on almost every confirmed case — up to the first week of September. Here’s what they found: https://t.co/xfxIR8Ixop https://t.co/zcFcOBjTbh",[]
2020-09-30,"Canada's economy continued its recovery in July from the first wave of COVID-19, with the country's gross domestic product expanding by three per cent. https://t.co/R95TImGVRh",[]
2020-09-30,"Despite the ongoing COVID-19 pandemic, some Canadian snowbirds still plan to head to the U.S. this winter.
For some, it's their only winter home. https://t.co/f12LuJdpSd @sophiaharrisCBC",[]
2020-09-30,Parliament has unanimously passed Bill C-4 — legislation authorizing new benefits for workers left jobless or underemployed by the COVID-19 pandemic. https://t.co/mg1Mx8x40H,[]
2020-09-30,Regina students in band class must blow into their instruments through masks with a slit. https://t.co/fM8JWm3EFk,[]
2020-09-29,"Ontario's problem, say doctors, is that COVID-19 test and trace efforts aren't working well enough. https://t.co/92GbpxBnY0 @LaurenPelley",[]
2020-09-29,"Disney's parks closed last spring as the pandemic started spreading in the U.S. The Florida parks reopened this summer, but the California parks have yet to reopen. https://t.co/JI6TPBB1p6",[]
2020-09-29,"MEC said it's urgent for the sale to close before the retailer experiences ""significant weekly cash flow losses,'' which may worsen with rising COVID-19 rates. https://t.co/UEB3pTD9yB",[]
2020-09-29,The Canadian Medical Association says more than 86 per cent of respondents to a recent survey said they worry influenza season during a pandemic will put an extra strain on the health care system. https://t.co/mwbLfPrdOj,[]
2020-09-29,Bill C-4 would introduce a series of new COVID-19 benefits for Canadians to ease their transition away from the Canada Emergency Response Benefit (CERB). https://t.co/7MqCVh65Pa,[]
2020-09-29,"Cases of COVID-19 will likely continue to climb in Canada's most populous provinces, experts say, because of the way the infection spreads. https://t.co/MW81daQgGw",[]
2020-09-29,"Ottawa has announced a plan to buy roughly 7.9 million rapid point-of-care COVID-19 tests from U.S.-based Abbott Laboratories.
Health Canada has not yet approved the test for use in Canada.  https://t.co/UwgqseJaQG @JPTasker",[]
2020-09-29,COVID-19 update: Federal officials give update on coronavirus testing https://t.co/aRmnhObDUD,[]
2020-09-29,"As the pandemic drags on, the Department of National Defence is worried it could see an increase in moral injuries in military personnel, health-care workers, and other staff at the front lines of dealing with COVID-19. https://t.co/FtADj0eRa5 @DavidBurkeCBC",[]
2020-09-29,"#Analysis: The 2020 Blue Jays are lucky to be here in the playoffs.
MLB allowed eight teams per league into the playoffs for the pandemic-shortened season, cruising past the previous high of five per league. https://t.co/nA1nwaRXQT @mylesdichter",['analysis']
2020-09-29,A large outbreak of COVID-19 in an Indigenous community in northwestern Saskatchewan has taught local leaders and health officials how to prepare for potential outbreaks in other rural or remote regions. https://t.co/HjW5VbPJlq @bonnieallenCBC,[]
2020-09-29,"A month ago Quebec had COVID-19 under control. 
Now its biggest cities are under new lockdown measures as the virus spreads out of control.
What happened? https://t.co/SlT11CjUDO",[]
2020-09-29,Quebec's two largest cities have been placed under the red alert level given the rise in COVID-19 cases. https://t.co/HSI5I5eP8Q,[]
2020-09-29,"""It is important to remember that COVID-19 is able to spread rapidly, and we are all interconnected. Adopting a herd immunity approach would have a serious and deadly impact on many people in the population."" https://t.co/74vyrEn2K8",[]
2020-09-28,BREAKING: The number of worldwide deaths from the coronavirus grew to more than one million. https://t.co/YqMT0x4fp1,[]
2020-09-28,"More than 100 teams of scientists around the world are working to develop and test a vaccine against the novel coronavirus as quickly as possible. 
But how close are we to a vaccine for COVID-19? https://t.co/MIeAYAFFGH @mle_chung",[]
2020-09-28,"The bill would also set up three new benefits for Canadians who don't qualify for EI but are still impacted by the economic crisis generated by the COVID-19 pandemic.
https://t.co/XbdutOtHxe",[]
2020-09-28,Montreal and Quebec City have moved into the province's highest COVID-19 alert level. https://t.co/NQ2HasohdZ,[]
2020-09-28,"Residents of Deveselu have re-elected their mayor by a landslide. 
He died two weeks ago from COVID-19 complications. https://t.co/NoAaWORGXq",[]
2020-09-28,"To reach Point Roberts, Wash., from the U.S. mainland by land one must pass through Canada. 
The pandemic has decimated the town's economy. https://t.co/oBJt8SU8nD @jphballard",[]
2020-09-28,Fresh projections suggest that Ontario's second wave of COVID-19 will likely send enough patients to intensive care that hospitals will need to scale back non-emergency surgeries. https://t.co/0xlUnGApMh @CBCQueensPark,[]
2020-09-27,Coronavirus infections continue to surge in Canada's two largest provinces. https://t.co/nz2OMKaBmG,[]
2020-09-27,"Residents at a long-term care home CHSLD Herron, where 38 people died in the spring, are once again in preventive isolation after a staff member tested positive for COVID-19. https://t.co/qlLQEvWOwG",[]
2020-09-27,COVID-19 testing is inconsistent across the country. The process of getting a test ranges from seamless to frustrating. https://t.co/0o90bTK3RS,[]
2020-09-26,"Long-term care facilities bore the brunt of the first wave of the pandemic, with more than 70 per cent of deaths from COVID-19 occurring in people over 80.
https://t.co/WTn0bg4sb8",[]
2020-09-25,Social media posts show O'Toole making an attempt to socially distance at the events — but also show he removed his mask during indoor gatherings on several occasions. https://t.co/HprhCy7UAj,[]
2020-09-25,"Canada has surpassed 150,000 COVID-19 cases reported since January. https://t.co/AXmLAOVn2c",[]
2020-09-25,"Queen Elizabeth and her family are facing a financial hit from the pandemic of 35 million pounds ($60 million Cdn), partly due to a shortage of tourists. https://t.co/4MJ458o08s",[]
2020-09-25,"New Ontario COVID-19 measures: 
• Last call at bars and restaurants, including nightclubs, is 11 p.m.
• All strip clubs will be closed until further notice. https://t.co/gFiNGsdwqF",[]
2020-09-25,COVID-19 update: Trudeau addresses Canadians https://t.co/TFcoQ7Ohw7,[]
2020-09-25,COVID-19 update: Trudeau addresses Canadians https://t.co/ue9dWcDCxA,[]
2020-09-25,"Ontario reported an additional 409 cases of COVID-19 for a second straight day, with about three-quarters of those cases found in the Greater Toronto Area. https://t.co/gFiNGsdwqF",[]
2020-09-25,"New lockdown restrictions are being imposed in parts of the U.K. as COVID-19 cases rise. 
There is concern, however, that the new strategy doesn't go nearly far enough.  https://t.co/xMvJyptkIz @rfilippone",[]
2020-09-25,"The anti-mask movement has drawn a wide range of figures into its orbit, including evangelical pastors, libertarian radio hosts and conspiracy theorists. https://t.co/1CbDTpj10L @jonmontpetit",[]
2020-09-25,"There's concern that this year's ""summer slide"" — coupled with pandemic school shutdowns — could have lasting, detrimental effects on Canadian students if not intentionally addressed. https://t.co/nIhGLPgSIa @TO_jwo",[]
2020-09-24,"The sharp exchanges, at the end of a virtual meeting at the United Nations on ""Post COVID-19 Global Governance,"" reflected the deep divisions among the three veto-wielding council members. https://t.co/aI0RlvQiV6",[]
2020-09-24,Provinces across Canada are reconciling with how to limit the spread of COVID-19 while also trying to keep the economy functioning. https://t.co/B7uUExkp3Q,[]
2020-09-24,A spokesperson for Ontario Premier Doug Ford confirmed that a junior staffer on his office's tour team tested positive for the novel coronavirus. https://t.co/7Dzu8z9heT,[]
2020-09-24,"Fears in Florida today range from a repeat of the 2018 midterm election recount, to voter suppression and polling station closures due to COVID-19. 2/3",[]
2020-09-24,Infectious disease experts say health authorities must tighten restrictions again or hospitalizations and deaths from COVID-19 will increase exponentially. https://t.co/aPZg58sxPN @bweikle,[]
2020-09-24,"Transport Canada says two-year-olds must wear masks on flights amid the COVID-19 pandemic.
But many other Western countries mandate mask-wearing for children starting at a much older age. https://t.co/tNNaIxbaKf @sophiaharrisCBC",[]
2020-09-24,"""Keep wearing your mask, as much as you can, especially with people you don't live with."" – Dr. Eileen de Villa, Toronto's medical officer of health. https://t.co/Om2nhayyIn @LaurenPelley",[]
2020-09-24,"Ontario is prepared to take 'targeted action"" such as closing certain higher-risk businesses to combat a second wave of COVID-19, CBC News has learned. https://t.co/qjjxjtk6Cq @CBCQueensPark",[]
2020-09-24,"The Florida-based shark researchers received permission from the Canadian government for their Nova Scotia expedition, including rules around testing for COVID-19. https://t.co/MQ1R9vhvqk",[]
2020-09-23,The province will be allowing pharmacists to perform the tests in order to alleviate some of the pressures facing Ontario's existing COVID-19 assessment centres. https://t.co/BEzAoj3v1K,[]
2020-09-23,"Calling for a ""green revolution,"" Xi said the coronavirus pandemic had shown the need to preserve the environment. https://t.co/L7DNAyMvuj",[]
2020-09-23,"#BREAKING: Prime Minister Justin Trudeau warns that Canada is at a ""crossroads"" as COVID-19 cases spike in some provinces. https://t.co/5ZgqIhGe6B",['breaking']
2020-09-23,With Ontario reporting its highest daily number of COVID-19 cases since early May there are mounting calls for the government to take more actions to slow the spread of the virus. https://t.co/WWZy6rLJZw,[]
2020-09-23,Trudeau addresses the nation on fight against COVID-19 | Special Coverage https://t.co/nuekY9vw5b,[]
2020-09-23,The COVID-19 pandemic has further highlighted Canada's urban-rural divide when it comes to internet connectivity. https://t.co/SxPNMNyFm0 @briarstewart,[]
2020-09-23,"#Analysis: Ontario has reported its highest daily number of COVID-19 cases since early May.
There are mounting calls for the government to take more actions to slow the spread of the virus. https://t.co/FIZvU5katd @CBCQueensPark",['analysis']
2020-09-23,"Ottawa’s medical officer of health announced that anyone who has “reasonable grounds to believe they have COVID-19” must self-isolate immediately, including those who have symptoms or are awaiting test results. https://t.co/5CCx1h3KVe",[]
2020-09-23,"CBC News has analyzed data on more than 120,000 cases of COVID-19 collected by Public Health Agency of Canada. https://t.co/j2i2N3rpqW @cbcdaveseglins @Andreas_Wesley @robroc",[]
2020-09-23,"The addresses by Gov. Gen. Julie Payette and the prime minister come as the country contends with the coronavirus pandemic that has claimed the lives of more than 9,000 Canadians. https://t.co/4o4tkGuXBM",[]
2020-09-22,Cases of COVID-19 resurface inside long-term care facilities. https://t.co/0A9Fvtclcz,[]
2020-09-22,"UPDATE: The Government of Canada will hold a state funeral for Turner. An invitation-only church service will be held on Oct. 6 in Toronto and will follow public health COVID-19 protocols on mask wearing, sanitizing, physical distancing and congregating, according to a statement.",[]
2020-09-22,A serological or antibody test like the one used by the Ontario caucus is not typically used to diagnose an active coronavirus infection. https://t.co/AgacYWNsF8,[]
2020-09-22,Canada has now committed more than $1 billion to buy doses of COVID-19 vaccines. https://t.co/uAobKiqbwv,[]
2020-09-22,"Canada is at a ""crossroads"" in controlling COVID-19, according to the latest projections from the Public Health Agency of Canada. 
The actions of individual Canadians will determine whether cases continue to rise or can come under control, says PHAC. https://t.co/efUyOUWcav",[]
2020-09-22,COVID-19 update: Ministers and public health officials release new modelling data https://t.co/3ATRcc2k1r,[]
2020-09-22,"Canada had an immigration backlog even before COVID-19 shut down many programs. 
Immigration officials are now beginning gradually to resume in-person services. https://t.co/E98u4oevWG @OttawaReporter",[]
2020-09-22,"""Due to the ongoing pandemic, it is now clear that there will be no large-scale return to campus soon."" https://t.co/SnAxfjlQZ9",[]
2020-09-22,A COVID-19 outbreak has been declared for three units within the Foothills hospital. https://t.co/lzwVu4bVzb,[]
2020-09-21,"Fines for not wearing a mask in indoor public spaces can range anywhere from $400 to $6,000 in Quebec. https://t.co/A04peGTS8G",[]
2020-09-21,"The skyrocketing price of lumber during the pandemic will add up to $10,000 to the price of a new home right now, builders say. https://t.co/aqug3TeiMK",[]
2020-09-21,"While delivering food to seniors in the early days of the pandemic, New Brunswick university student Hannah Crouse found that many were lonely. 
She created a program matching students with seniors who they visit once a week and share a meal together. https://t.co/mGv8RaS95e",[]
2020-09-21,"Britain will face an exponentially growing death rate from COVID-19 within weeks unless the government moves urgently to halt a second wave, the country's senior medics say. https://t.co/7gFqjUEp8f",[]
2020-09-21,"Businesses that trade between Canada and the U.K. are worried about post-Brexit trade rules remaining in flux, adding more uncertainty to a year already made difficult by COVID-19. https://t.co/odWItwbCXl @janycemcgregor",[]
2020-09-21,Pediatricians are sounding the alarm on the lack of support needed to meet the demand for flu shots amid the COVID-19 pandemic. https://t.co/6g4Nq5pcSH @nicireland_news,[]
2020-09-21,"The fresh spike in new COVID-19 cases in Ontario is not yet bringing an equivalent spike in hospital patients or deaths. 
However, hospitalizations and deaths are what epidemiologists call ""lagging indicators"" of the impact of a pandemic.
https://t.co/Sahrc1R6H0 @CBCQueensPark",[]
2020-09-20,Monsignor Paul Baxter School in Ottawa is the first elementary school to close in Ontario following the confirmation of COVID-19 cases in the school. https://t.co/mHSiiWggke,[]
2020-09-20,The 72nd Emmy Awards airs Sunday at 8 p.m. ET. It's the first Hollywood award show broadcasting live during the COVID-19 pandemic with no pre-taped segments.  https://t.co/5ElsuX9XHp,[]
2020-09-20,Opinion: The COVID-19 pandemic does not mean the government can simply forget its pre-pandemic health commitments. https://t.co/f6PwBNZGbX,[]
2020-09-20,Advocates working with Montreal's homeless population say hefty fines for not wearing masks in indoor public spaces will create an extra layer of tension and trauma for the homeless community. https://t.co/OtBGCvdRRl,[]
2020-09-20,"The Ontario government has reported 365 new cases of COVID-19 on Sunday,  as the province expands test capacity. https://t.co/Uz7bHPunvq",[]
2020-09-20,"Two positive cases of COVID-19 have been confirmed at Hope Bay mine, according to Nunavut's chief public health officer. The announcement marks the first confirmed cases of COVID-19 in the territory. https://t.co/F42IfpnqdN",[]
2020-09-19,"Starting immediately in Ontario, a limit of 10 people may congregate indoors, and 25 may get together outdoors for the next 28 days. The province reported 407 new cases of COVID-19 on Saturday, the highest daily case count since June 7. https://t.co/MyMtnCqLgb",[]
2020-09-19,Families across Canada are waiting for guidance from health officials to plan their Halloween during the pandemic. https://t.co/2wgVf6cA88,[]
