date,tweet,hashtags
2020-05-12,New on YouTube:  Coronavirus outbreak: How ‘Karen’ became a defining meme of the pandemic - Wait There's More podcast https://t.co/19WaAgYlhF,[]
2020-05-12,New on YouTube:  Coronavirus outbreak: India PM Modi announces US$266 billion for hard-hit economy https://t.co/ZvAGoscx5A,[]
2020-05-12,"Does the uncertainty of future employment amid the pandemic worry you?

https://t.co/21s6p6So8H",[]
2020-05-12,"Provinces are slowly lifting measures put in place to stem the spread of the coronavirus. 

Should workplaces be mandated to test all employees returning to work?

READ: https://t.co/rqXXGN9xaF",[]
2020-05-12,New on YouTube:  Coronavirus outbreak: Ontario not ready for stage 1 of recovery says province’s top doctor https://t.co/T5d9AlOonV,[]
2020-05-12,"Top coronavirus news for May 12, 2020: UK's COVID-19 death toll tops 38,000; Nurses boycott work, stage protest for better working conditions in Pakistan; and ventilator fire kills five coronavirus patients in Russia.

READ: https://t.co/ZcU0LaT3Bo https://t.co/kgkFgXgt8y",[]
2020-05-12,New on YouTube:  Coronavirus outbreak: 'A bridge too far' says Fauci on likelihood of vaccine by fall https://t.co/DlR8PJoZXT,[]
2020-05-12,"New on YouTube:  Coronavirus around the world: May 12, 2020 https://t.co/mKgqfrbQBw",[]
2020-05-12,"“It’s sad to think that someone deliberately tried to expose themselves to COVID-19,” the L.A. County Sheriff said.

https://t.co/RW8aN9vJFS",[]
2020-05-12,New on YouTube:  Coronavirus outbreak: Does new aid package for seniors address all the concerns for the elderly? https://t.co/JqhiiOgADt,[]
2020-05-12,"New on YouTube:  Coronavirus outbreak: Rand Paul tells Dr. Fauci he's not the ""end all"" on decision to reopen schools https://t.co/rSVWkXhAW9",[]
2020-05-12,"COMMENTARY: New Zealand PM Jacinda Ardern and her cabinet ministers took a 20 per cent cut in salary to help the country weather the impacts of COVID-19. 

Trudeau should follow her lead, writes Mike Smyth.

https://t.co/slKkCGjL71",[]
2020-05-12,New on YouTube:  Coronavirus outbreak: California gov. looking into Tesla plant reopening against local health order https://t.co/ZoOC1a93yE,[]
2020-05-12,"WATCH LIVE: White House press briefing takes place amid COVID-19 pandemic

https://t.co/ybbFvD3i82",[]
2020-05-12,Vladimir Putin’s spokesman hospitalized with coronavirus https://t.co/zsGVFUHATa https://t.co/gXmOnxFfzd,[]
2020-05-12,"François Legault showed up to the province’s briefing on Tuesday wearing a mask, saying he hopes people across Quebec will follow suit.

https://t.co/iKNSjGZ4B0",[]
2020-05-12,"New on YouTube:  Coronavirus outbreak: Bernie Sanders pushes health officials to ""guarantee"" COVID-19 vaccine for all https://t.co/z3yc5u5KSN",[]
2020-05-12,"Canada's coronavirus lockdown was painful in many ways — but reports of deaths are starting to make it clear that it saved many lives, an expert says.

https://t.co/hXCnOGk08f",[]
2020-05-12,"New on YouTube:  Coronavirus outbreak: Fauci warns opening U.S. states early could have ""serious"" consequences https://t.co/gQABveTjjF",[]
2020-05-12,"The federal government is giving seniors a one-time, tax-free top-up payment to help manage extra costs associated with COVID-19, Seniors Minister Deb Schulte announced on Tuesday morning.

READ MORE: https://t.co/M52CO7NUm5 https://t.co/Od7iJRaeOu",[]
2020-05-12,New on YouTube:  Coronavirus outbreak: Trudeau government announces new financial supports for seniors https://t.co/Dk4O2FuK9d,[]
2020-05-12,"Canadian Prime Minister Justin Trudeau is expected to hold a COVID-19 briefing in Ottawa on Tuesday and will discuss the ongoing government response to the pandemic.

More: https://t.co/5AiaZV3OjY
 https://t.co/E3yVMt2mcr",[]
2020-05-12,"The vaccine is the first in the world to make it to the Phase 2 clinical trial stage, meaning it presents no obvious major safety issues and will now be evaluated for its effectiveness in preventing COVID-19.

https://t.co/xhK7UxGwLS",[]
2020-05-12,"Your A.M. #CoronavirusPandemic update:

🇨🇦Majority of Canadians find it stressful to be out in public amid COVID-19, poll says

💵Feds rolling out one-time top up for seniors eligible for OAS, GIS

🇮🇷 Iran to reopen all mosques temporarily

MORE: https://t.co/XthFj5Rsbw",['coronaviruspandemic']
2020-05-12,"WATCH LIVE: Dr. Fauci to testify before U.S. Senate on COVID-19 response

https://t.co/Slt3JIzPHf",[]
2020-05-12,Fauci to warn U.S. Senate of deadly COVID-19 risks as country looks to reopen https://t.co/Gc3tZky4Ot https://t.co/db4WJmWTVV,[]
2020-05-12,"Canada's death numbers from COVID-19 may not tell the whole story.

https://t.co/lBnjl5l4o3",[]
2020-05-12,"This coronavirus symptom can lead to death if it’s severe enough.

https://t.co/dCYT09hgzt",[]
2020-05-12,"An expert has warned that many countries are driving blind as they reopen because they haven’t set up strong systems to track new outbreaks of the coronavirus.

https://t.co/wIK1MidbAW",[]
2020-05-12,"Iran health workers say doctors, nurses among casualties of coronavirus ‘disaster’ https://t.co/TPEQeQZGvn https://t.co/2z3nNGcOlF",[]
2020-05-12,‘Fear is pervasive’: Nicaragua coronavirus figures in doubt amid lax measures https://t.co/GqzlDnNZ4d https://t.co/uWeR0QQBlk,[]
2020-05-12,At least 5 coronavirus patients dead after fire at Russian hospital: reports https://t.co/KQBvVNxdCU https://t.co/SxKveWenz8,[]
2020-05-12,"Senior health officials scheduled to testify in person before a Senate health committee on Tuesday will instead appear via video link after going into self-quarantine, following their exposure to a White House staffer who tested positive for COVID-19
https://t.co/WLwy4D9pmE",[]
2020-05-12,"Coronavirus: Fauci, other U.S. officials to give Senate testimony by video from quarantine https://t.co/QOZjxrxLjJ https://t.co/kcZmSDjeaj",[]
2020-05-12,Iran to reopen all mosques temporarily as coronavirus restrictions ease https://t.co/6Zea5yBuDD https://t.co/Ol5L9EZ8oy,[]
2020-05-11,New on YouTube:  Coronavirus Outbreak: Hard questions after White House staffers test positive for COVID-19 https://t.co/98oy8EQxFN,[]
2020-05-11,New on YouTube:  Coronavirus Outbreak: Cargill faces scrutiny after second COVID-19 outbreak at meat processing plant https://t.co/WuhYoxPwfl,[]
2020-05-11,New on YouTube:  Coronavirus Outbreak: Are Quebec parents hesitant to send kids back to school? https://t.co/2uyAAK1Www,[]
2020-05-11,"Your P.M. #CoronavirusPandemic update: 🔽

🇨🇦 Canada reports 1,131 new coronavirus cases, including 122 more deaths

📈Montreal’s reopening may be pushed back again 

🎸Live Nation CEO reveals plan to slowly reopen concert venues — by 2021

MORE: https://t.co/XthFj5Rsbw",['coronaviruspandemic']
2020-05-11,Coronavirus: Lethbridge man trapped at sea returns home https://t.co/NtdGmCmBuj https://t.co/BPCVPv84Jl,[]
2020-05-11,"“A lot of them tell me they might not be able to remain open for much longer.” @VanmalaS is back on the show to talk about how small businesses are surviving the pandemic.

https://t.co/Oz1nKC6ahi",[]
2020-05-11,"A total of 4,993 people in Canada have died as a result of COVID-19.

https://t.co/PcCKR5D3CL",[]
2020-05-11,New on YouTube:  Coronavirus outbreak: The shadow pandemic of domestic violence - Wait There's More podcast https://t.co/ut5SPLJevR,[]
2020-05-11,New on YouTube:  Coronavirus Outbreak: Trump says system didn't break down after positive test at White House https://t.co/BofCraOFjN,[]
2020-05-11,"As the White House coronavirus outbreak spreads, Trump encourages states to reopen https://t.co/hiuJ1V5177 https://t.co/1BXKUURJf1",[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Trump abruptly ends press conference after clashing with reporters https://t.co/vwCl7zN3fc,[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Toronto officials give COVID-19 update as some businesses set to reopen | FULL https://t.co/3JoetlZIAA,[]
2020-05-11,"Several Canadian provinces have announced plans to slowly re-open businesses.

If an employee does not feel safe to go back to work due to COVID-19, should they be required to return?

READ: https://t.co/1rBgybS9uy",[]
2020-05-11,"Coronavirus around the world: Germany’s coronavirus surge sounds alarm as world takes steps to reopen, slum residents in Bangladesh at ""high risk"" of getting coronavirus and more.

Read the latest: https://t.co/Zf8ECTmkSb https://t.co/6dbOKtGZEQ",[]
2020-05-11,"WATCH LIVE: U.S. President Donald Trump to speak on COVID-19 response

https://t.co/duQVOybIjl",[]
2020-05-11,Poland election to be held within 74 days after coronavirus suspension https://t.co/oH8TrKiVUC https://t.co/puepgN5Ox0,[]
2020-05-11,"According to the Public Health Agency of Canada, as of Monday, more than 1,119,000 people in Canada had been tested for the novel coronavirus.

https://t.co/ZhwzllpsKc",[]
2020-05-11,"Two Montreal brothers recorded a parody of @LilNasX's hit 'Old Town Road' about life during the COVID-19 pandemic.

READ MORE: https://t.co/HcQh1ElT3E https://t.co/QIwgY3lZCA",[]
2020-05-11,"New on YouTube:  Coronavirus around the world: May 11, 2020 https://t.co/U3fRBt0XgY",[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Will Canada's new aid plan for large businesses benefit the oil industry? https://t.co/oCO05vKGFY,[]
2020-05-11,"COMMENTARY: With tax revenues down, the federal government’s only option right now is borrowing. But at what cost? 

Patrick Leblond explains repaying the government’s COVID-19 support packages … 

https://t.co/OCghYZR6cg",[]
2020-05-11,"Shanghai Disneyland is limiting visitor numbers, requiring masks and checking for the virus’s telltale fever.

https://t.co/cDNLlsaHns",[]
2020-05-11,"The viral video promotes several bonkers conspiracy theories, including the false claim that masks somehow make people sick.
They don’t.

https://t.co/cY5TIjIV2H",[]
2020-05-11,"In Paris, tests of sewage accurately tracked the coronavirus outbreak above in the city, giving a warning when there were only 91 known cases in a city of 12 million. But it's a tool that Canada, so far, isn't using. 

https://t.co/f257NS8rbX",[]
2020-05-11,New on YouTube:  Coronavirus outbreak: NY Gov. Cuomo says some regions ready to reopen as stay-at-home order expires https://t.co/48O6Q4hqyO,[]
2020-05-11,"Quebec is the first province to reopen schools despite being the hardest hit by the novel coronavirus pandemic.

https://t.co/McKmkQtPRY",[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Putin eases lockdown measures as Russia sees record rise in COVID-19 cases https://t.co/n419OLXTWX,[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Johnson outlines cautious plan to reopen says UK at 'most perilous moment' https://t.co/VwSxiSt5W2,[]
2020-05-11,"Most baby wipes sold in stores do contain alcohol — the central germ-killing ingredient — but at a much lower percentage than what is required to kill the novel coronavirus.

https://t.co/Xn8HXHWU3A",[]
2020-05-11,"Coronavirus: U.K. urges public to use face masks, marking U-turn on previous advice https://t.co/SUQx6CpNhV https://t.co/MdKVCiyMlo",[]
2020-05-11,"The British government is now telling citizens to wear face masks in public as it moves to lift a nationwide lockdown.

https://t.co/WlEW7T7P7n",[]
2020-05-11,"New on YouTube:  Coronavirus outbreak: Andrew Scheer asks ""is this it?"" when it comes to help for oil and gas sector https://t.co/f0hoxZ2TlN",[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Concerns still remain as provinces continue their reopening plans https://t.co/1cfoIIMRdd,[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Thousands visit Shanghai Disneyland as park reopens after 3-month closure https://t.co/TyhFluJDBu,[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Canada announces new financial aid program for large businesses https://t.co/tPO7stPN84,[]
2020-05-11,"Prime Minister Justin Trudeau will hold a COVID-19 briefing in Ottawa on Monday to discuss the ongoing government response to the pandemic.

More: https://t.co/BhqrvX72jc
 https://t.co/ClTK68Pgss",[]
2020-05-11,"WATCH LIVE: Trudeau, federal officials offer update on Canada's COVID-19 response

https://t.co/M7VDvR5X2y",[]
2020-05-11,"WATCH LIVE: World Health Organization update on COVID-19

https://t.co/q1nRA91AGh",[]
2020-05-11,Want your #coronavirus question answered? Send it to Leslie.Young@globalnews.ca and subscribe to the #HealthIQ newsletter for the answer: https://t.co/O8jWEDDhVH,"['coronavirus', 'healthiq']"
2020-05-11,"Question from a #HealthIQ reader: For those who recover from #COVID19, is there any permanent damage? 

https://t.co/mKKVCNGPgC https://t.co/Mv05vFFbp2","['healthiq', 'covid19']"
2020-05-11,"Your A.M. #CoronavirusPandemic update:

🇨🇦More restrictions slowly being lifted across Canada

✈️ WestJet extends flight cancellations due to reduced demand

🇰🇷Cases linked to South Korean nightclub highlight fear of second wave

MORE: https://t.co/XthFj5Rsbw",['coronaviruspandemic']
2020-05-11,New on YouTube:  Coronavirus outbreak: The bread making and baking boom while in quarantine https://t.co/UGhMmQFJuQ,[]
2020-05-11,New on YouTube:  Coronavirus outbreak: Former NHLer Georges Laraque opens up about his fight with COVID-19 https://t.co/nM5j0V8Bow,[]
2020-05-11,Coronavirus: Shanghai Disneyland reopens with COVID-19 controls https://t.co/LOu5fud5rR https://t.co/3IMoYpNtpf,[]
2020-05-11,New on YouTube:  Coronavirus outbreak: COVID-19 has thrown the oil market into turmoil - Wait There's More podcast https://t.co/i5X0a3UzO3,[]
2020-05-11,"Canada will be taking significant steps this week in the slow process of lifting COVID-19 restrictions.

https://t.co/thcVikJHXc",[]
2020-05-11,COVID-19 cases linked to South Korean nightclub highlight fear of second wave https://t.co/OeBzz9u1wR https://t.co/GZF98BilEV,[]
2020-05-11,"New on YouTube:  Coronavirus Outbreak: UFC's Dana White says ""we're gonna prove that pro sports can come back safely"" https://t.co/FgBCMAgbnh",[]
2020-05-11,"Strict coronavirus lockdown in France set to lift, re-opening shops, hair salons https://t.co/BpsOPIBsej https://t.co/7CwmvhOeUR",[]
2020-05-10,"“People are using more alcohol, more peroxide, more bleach products and tons of other commercially available products” in an attempt to slow the spread of COVID-19, said one expert.

https://t.co/9QUZdcr2Ul",[]
2020-05-10,New on YouTube:  Celebrating Mother's Day during the COVID-19 pandemic https://t.co/pGrAo9of3z,[]
2020-05-10,New on YouTube:  Coronavirus outbreak: Looming war over a possible COVID-19 vaccine https://t.co/yNnieXOSi0,[]
2020-05-10,New on YouTube:  Coronavirus Outbreak: Cruise ship workers return to Canada after months stuck at sea https://t.co/GuZmhIXtzJ,[]
2020-05-10,"Many engaged couples have been left in the lurch after the pandemic prompted health officials to ban all gatherings of 50 people or more.

https://t.co/CEIsy1mJ1p",[]
2020-05-10,New on YouTube:  Coronavirus Outbreak: Processing plant outbreaks trigger calls for overhaul of meat supply chain https://t.co/nV0PKQfuNy,[]
2020-05-10,"New on YouTube:  Coronavirus Outbreak: Dr. Anthony Fauci, task force members in self quarantine https://t.co/1QkflKoS1r",[]
2020-05-10,"President Trump told reporters on Friday that Vice President Pence’s spokeswoman had tested positive for the novel coronavirus.

https://t.co/gRQ9bhKZ7q",[]
2020-05-10,Mike Pence not in quarantine after aide tests positive for coronavirus https://t.co/QZ529DVI7m https://t.co/UD6nQnzfga,[]
2020-05-10,"The Snowbirds have resumed their cross-country salute to Canadians helping fight the spread of COVID-19 after poor weather conditions prevented them from being able to fly Saturday.

Read more: https://t.co/DpDT3C8sV2 https://t.co/TQdshiEEKL",[]
2020-05-10,"While people around the world wait for a COVID-19 vaccine to be created, the question of how it will be manufactured and distributed continues to grow.

More #GlobalNewReality: https://t.co/94UM6x0rLs https://t.co/RcRVXVAZzP",['globalnewreality']
2020-05-10,"A look at how the coronavirus pandemic has affected food producers across the country.

More #GlobalNewReality: https://t.co/94UM6x0rLs https://t.co/0PGYSmWDFL",['globalnewreality']
2020-05-10,"Babies don't wait for crises to end before showing up. One couple shares what it's been like for them to expect in the midst of the COVID-19 pandemic.

More #GlobalNewReality: https://t.co/94UM6x0rLs https://t.co/BXNmsJzVam",['globalnewreality']
2020-05-10,New on YouTube:  Coronavirus outbreak: Contact tracing - weighing privacy vs. public health https://t.co/jSJ4CKPcgI,[]
2020-05-10,New on YouTube:  Coronavirus outbreak: Pregnancy in the time of pandemic https://t.co/SrHKiO9QkC,[]
2020-05-10,Head of U.S. National Guard receives conflicting coronavirus test results: officials https://t.co/abCbNhoD6Q https://t.co/tFUQ7DAYPz,[]
2020-05-10,"How did breadmaking become everyone's favourite pandemic pastime? 

More #GlobalNewReality: https://t.co/94UM6x0rLs https://t.co/GmxA587twy",['globalnewreality']
2020-05-10,"Former NHL player @GeorgesLaraque went from training for a marathon to not being able to stand up without losing his breath. 

He opens up about his fight with COVID-19.

More #GlobalNewReality: https://t.co/94UM6x0rLs https://t.co/T9skDBQvWd",['globalnewreality']
2020-05-10,"Prime Minister Justin Trudeau says the government plans to ask for a review of how it managed the coronavirus pandemic, but not until the crisis has passed.

Do you think many recommendations will come from a full review?

Read more: https://t.co/gQio8Uhbda",[]
2020-05-10,"#BREAKING: Canada reported 1,148 new coronavirus cases and 178 new deaths on Sunday, bringing the country closer to the grim milestone of 5,000 novel coronavirus deaths.

https://t.co/NJYXbfaYhg",['breaking']
2020-05-10,"Your P.M. #CoronavirusPandemic update:

🇨🇦Canadian Armed Forces postpone deployment to help enforce sanctions against North Korea

🇬🇧Boris Johnson announces ‘conditional plan’ to fight COVID-19

🇮🇹Italy records its lowest total of daily new cases

More: https://t.co/wUjxLgLJ6Z",['coronaviruspandemic']
2020-05-10,New on YouTube:  Coronavirus outbreak: How the pandemic has exposed the vulnerabilities in the food supply chain https://t.co/DGLYr29iff,[]
2020-05-10,New on YouTube:  Coronavirus outbreak: Hollywood is being turned on its head by pandemic - Wait There's More podcast https://t.co/LKk01jYNse,[]
2020-05-10,"Three key U.S. coronavirus officials, including Dr. Anthony Fauci, are in self-quarantine after they were potentially exposed to COVID-19. 

@jpazzano has more on this story and other top #coronavirus headlines.

Latest updates: https://t.co/G7qFZTHvRH https://t.co/VHOGqmtnh7",['coronavirus']
2020-05-10,"GM will be making surgical masks, which provide barrier protection but do not provide as much respiratory protection as an N95 mask.

https://t.co/osOWIE7FdU",[]
2020-05-10,"May 12 is International Nurses Day.

Reply to this tweet and show us how you've been showing support and appreciation for nurses during the pandemic for a chance to be featured in our coverage.

#NursesWeek2020 

Also see: https://t.co/acYObiPs77 https://t.co/7Mk0bP2Xdj",['nursesweek2020']
2020-05-10,Anthony Fauci among 3 key U.S. officials in self-quarantine after COVID-19 exposure https://t.co/ImoUVnJSFS https://t.co/fJc07AhJgr,[]
2020-05-10,"A recent survey found that two-thirds of Canadians want Members of Parliament to cut their salaries to deal with the COVID-19 related debt.

Do you agree?

Read more: https://t.co/OBorGkUfYH",[]
2020-05-10,Iran locks down southwestern county after seeing sharp rise in coronavirus cases https://t.co/F3Khdqmpsa https://t.co/pfWGKRT12F,[]
2020-05-10,New on YouTube:  Coronavirus outbreak: British Prime Minister Boris Johnson announces next steps in U.K. lockdown https://t.co/FJ7pQF2GRL,[]
2020-05-10,"New on YouTube:  Coronavirus around the world: May 10, 2020 https://t.co/vfWKoFNV4d",[]
2020-05-10,"Given the country was already facing an opiod epidemic before the pandemic, recent findings are cause for concern, an expert says. 

https://t.co/gjg5RaABky",[]
2020-05-10,New on YouTube:  Coronavirus outbreak: Snowbirds continue Operation Inspiration tour with flyover in Toronto https://t.co/mLb5hskT6d,[]
2020-05-10,"Ontario reported 294 new cases of COVID-19 on Sunday, the lowest increase since March 31.

https://t.co/IgGeNG0VS8",[]
2020-05-10,"As provinces begin to re-open, new measures are being introduced in addition to wearing masks and physical distancing. 

https://t.co/P0l1YbvIUi",[]
2020-05-10,"COVID-19 safety measures make #MothersDay 2020 unlike any other.

https://t.co/aFVGNEDDdq",['mothersday']
2020-05-10,Boris Johnson urges citizens to ‘stay alert’ as U.K. awaits new coronavirus guidelines https://t.co/cT6NJ0LExO https://t.co/2Hw1mkyr2h,[]
2020-05-10,"The plant's owner says 64 employees — or 13 per cent of its local workforce —  have tested positive for novel coronavirus.

https://t.co/5KgI2DArpL",[]
2020-05-10,"Your A.M. #CoronavirusPandemic update:

🏛️3 key White House officials in self-quarantine after COVID-19 exposure  

📈China, South Korea see spike in new cases of COVID-19

🌎Worldwide coronavirus cases hit 4 million

More: https://t.co/8k2MqoLalA",['coronaviruspandemic']
2020-05-10,"Coronavirus highlights stark contrast between U.S., Europe social security nets https://t.co/O2ZjFDzlK3 https://t.co/Qe1pecS2z4",[]
2020-05-10,Trump tries to move on from COVID-19 as Congress scrambles to fill void https://t.co/0MTlPiFRdf https://t.co/22wHRPLC53,[]
2020-05-10,"COMMENTARY: Looking beyond COVID-19, our collective failure to act pre-emptively makes us equally vulnerable to climate and ecological crises, says Kai Chan. 

https://t.co/nKA6VNQsrD",[]
2020-05-10,"Coronavirus: China, South Korea see spike in new cases of COVID-19 https://t.co/nVB9htqdEK https://t.co/qIzxk2bTKR",[]
2020-05-10,"New on YouTube:  Coronavirus outbreak: Bill Gates, 5G, Wuhan lab - COVID-19 conspiracy theories that won't go away https://t.co/zpp2OM8MsK",[]
2020-05-10,"“Congratulations to the class of COVID-19,” Alec Baldwin jokes while dressed as Trump in a red Make America Great Again hat. 

https://t.co/B2GEujFQMM",[]
2020-05-10,"“You could say that Canada was, in some respects, lucky with geography: we’re bordered by an ocean on three sides, but we’re ... bordering on the country facing the worst outbreak of COVID 19,"" said one expert.

https://t.co/D9EskpvQrH",[]
2020-05-10,South Korea sees spike of 34 new coronavirus cases after outbreak involving nightclubs https://t.co/SQftXIuATo https://t.co/3kXyZojE9k,[]
2020-05-09,"“If a mask is going to irritate your face and is going to cause you more to touch your face, it’s kind of defeating the whole purpose.”

https://t.co/l2MCAVympB",[]
2020-05-09,New on YouTube:  Coronavirus outbreak: Differing reopening plans across country causing concern and confusion https://t.co/n0hb0GHyZA,[]
2020-05-09,New on YouTube:  Coronavirus: The New Reality - May 10 | EP. 4 https://t.co/dZtJnpo9Fp,[]
2020-05-09,New on YouTube:  Coronavirus outbreak: A look at urban planning challenges in a COVID-19 world https://t.co/0Xp4JQZzV8,[]
2020-05-09,"It is anticipated that approximately 11 million Canadians will experience high levels of stress and close to 2 million will show signs of traumatic stress. 

Are you concerned about an echo mental health pandemic?

Read more: https://t.co/R942eFJ2T6",[]
2020-05-09,"Your P.M. #CoronavirusPandemic update:

🇨🇦Trudeau warns of more outbreaks if provinces reopen economies too quickly  

🇨🇳Canada will not pay for defective masks imported from China

🇷🇺One person killed after fire breaks out at a Moscow hospital

Read more: https://t.co/iGqF61pg1u",['coronaviruspandemic']
2020-05-09,Elon Musk threatens to move Tesla out of California over coronavirus rules https://t.co/M2H4MsQmly https://t.co/5vmDYWbLuO,[]
2020-05-09,Obama said Trump’s handling of coronavirus has been a ‘disaster’ in private call: reports https://t.co/RZlul3s2AE https://t.co/i7AULGmPHH,[]
2020-05-09,China ‘shocked’ by U.S. reversal on U.N. coronavirus resolution: Chinese diplomat https://t.co/C4W3913lmY https://t.co/HHQex2IbRm,[]
2020-05-09,Major U.S. airlines want temperature checks for passengers during coronavirus pandemic https://t.co/wraPMBnDo9 https://t.co/pcrLIn5SMz,[]
2020-05-09,"Union leaders across Canada are arguing that the government should allow front-line workers to retain their wage increase once the COVID-19 outbreak has passed.

Should wage boosts for front-line workers last beyond the coronavirus pandemic?

Read more: https://t.co/v6yAC13Zkw",[]
2020-05-09,"One of the most famous illusionists in the world, Roy Horn of Siegfried and Roy, has died of COVID-19 complications. 

Watch for more on this story and other top coronavirus headlines.

Latest updates: https://t.co/gCje6zaO6l https://t.co/5JIhZoKdDu",[]
2020-05-09,Worldwide coronavirus cases hit 4 million https://t.co/6h211SubZ7 https://t.co/4igWR5Kpnj,[]
2020-05-09,1 dead after fire breaks out at Moscow hospital treating coronavirus patients: officials https://t.co/Yo0FAi80DA https://t.co/40z5g8DrI5,[]
2020-05-09,"Experts say we may see changes to the way we navigate through retail stores and shopping centres as they begin to reopen from temporarily shutting down during the COVID-19 pandemic.

See also: https://t.co/szLMK6LBhx https://t.co/044QjC8bjg",[]
2020-05-09,"New on YouTube:  Coronavirus outbreak: Trudeau vows Canada ""will not pay"" for sub-standard N95 masks https://t.co/8wG2yfBj1S",[]
2020-05-09,U.S. FDA approves emergency authorization for coronavirus antigen test with fast results https://t.co/tQwuAWKo0j https://t.co/V8OGZiKQvT,[]
2020-05-09,"New on YouTube:  Coronavirus around the world: May 9, 2020 https://t.co/WuzcL3H3jS",[]
2020-05-09,New on YouTube:  Coronavirus outbreak: Cuomo says 3 children in NY have died from illness believed linked to COVID-19 https://t.co/QdWKcmeGqn,[]
2020-05-09,New on YouTube:  Defiant Belarus holds Victory Day parade ignoring coronavirus pandemic spread https://t.co/C2TTkU91sm,[]
2020-05-09,"New on YouTube:  Coronavirus outbreak: UK announces £2 billion for cycling, walking plan https://t.co/tBD5MVFHfu",[]
2020-05-09,3 children die in New York from syndrome possibly linked to coronavirus https://t.co/Y9CUGO1LMl https://t.co/TvT073d8OY,[]
2020-05-09,"Of the 11 million masks received from the distributor, about one million met federal standards, the government said on Friday.

https://t.co/TPVOFE5lZt",[]
2020-05-09,Trump administration limits visas for Chinese reporters as coronavirus tensions flare https://t.co/HmLx7Vh0Wv https://t.co/ny77NL6c3g,[]
2020-05-09,New on YouTube:  Coronavirus outbreak: Which sectors of the Canadian economy were hit hardest by COVID-19 job losses? https://t.co/G8bVtCcHbx,[]
2020-05-09,Republicans trying to strip Democratic governors of authority on COVID-19 response https://t.co/gXYgcLUGPO https://t.co/l5XYccyU7a,[]
2020-05-09,New on YouTube:  Russia scales back Victory Day parade amid coronavirus fears https://t.co/tvXTEpJ9Hf,[]
2020-05-09,"Your A.M. #CoronavirusPandemic update:

🇪🇬Egyptian leader el-Sissi expands presidential powers amid coronavirus

⚾️Taiwan allows up to 1,000 fans at baseball games

💲Economic downturn from COVID-19 could be worse than first projected, IMF says

MORE: https://t.co/2vATXlSWCe",['coronaviruspandemic']
2020-05-09,"Prime Minister Justin Trudeau holds his daily COVID-19 briefing in Ottawa to discuss the ongoing government response to the pandemic.

Read the latest: https://t.co/Wghg7xJypx  https://t.co/ij63GkTn8F",[]
2020-05-09,"WATCH LIVE: Trudeau to offer update on Canada's COVID-19 response

READ MORE: https://t.co/8mSA94Y0YK https://t.co/Xfo67mQ9AM",[]
2020-05-09,"WATCH LIVE: Trudeau to offer update on Canada's COVID-19 response

https://t.co/DoL6ofXRzA",[]
2020-05-09,"An international rights group condemned the amendments, saying the government has used the global pandemic to “expand, not reform, Egypt’s abusive Emergency Law.”

https://t.co/K73NKWOH5u",[]
2020-05-09,Egyptian leader el-Sissi expands presidential powers amid coronavirus https://t.co/EOFjfV83Nx https://t.co/7wrDvZ8OJ2,[]
2020-05-09,Coronavirus: South Korea reports 18 new cases as Pakistan eases restrictions https://t.co/DXNItBwh0y https://t.co/YcSwpSLcWr,[]
2020-05-09,New on YouTube:  Coronavirus outbreak: Inside China's mission to stockpile the world's PPE supply - Wait There's More https://t.co/rxyogiq7bu,[]
2020-05-09,New on YouTube:  How the COVID-19 pandemic could change the retail industry https://t.co/8bzwhhBwTj,[]
2020-05-09,Global economic downturn from COVID-19 could be worse than first projected: IMF https://t.co/BJauwDAPVR https://t.co/7QL9gCGTAe,[]
2020-05-09,"A rekindled U.S.-China trade war could also weaken any chance for the global economy to recover from the pandemic, the head of the International Monetary Fund warned
https://t.co/Fn6qdSJ7yb",[]
2020-05-09,"Trump is now tasked with convincing voters that the catastrophic job losses were the result of the pandemic — not his management of the public health crisis.
https://t.co/pmFcYiDWuX",[]
2020-05-09,New on YouTube:  Coronavirus outbreak: Muted celebrations mark VE Day's 75th anniversary https://t.co/6q4U9bNWbA,[]
2020-05-09,"New on YouTube:  Coronavirus outbreak: As COVID-19 cases recede, huge backlog of elective surgeries emerges https://t.co/UQYwLwEudi",[]
2020-05-09,"New on YouTube:  Coronavirus outbreak: COVID-19 causes historic job losses in Canada, U.S. https://t.co/4oSH4z6oyw",[]
2020-05-09,"Top White House officials ordered U.S. CDC coronavirus reopening guide buried, docs show https://t.co/8WP0DjOEl5 https://t.co/C5NuGf5I6S",[]
2020-05-08,"Coronavirus: Taiwan allows up to 1,000 fans at baseball games https://t.co/6vItcLW4UY https://t.co/svLJA7dMSp",[]
2020-05-08,"In other parts of Mexico, nurses have had been hit, kicked off public transport or had cleaning fluids poured on them amid fears they might spread the coronavirus. 

https://t.co/0laLi93hmv",[]
2020-05-08,Biggest threat to Brazil’s coronavirus response may be its own leader: medical journal https://t.co/rBV3PeaXhb https://t.co/iZYmRRNq7F,[]
