date,tweet,hashtags,account,Mylabel,label
2020-08-25,"There are currently no reported cases of #COVID19 being spread through food or food packaging. The best way to stay healthy and prevent the spread of illness is by using good hygiene practices, like washing your hands with soap and water. https://t.co/KyoZpYPJ0h https://t.co/MZMSmgRbo1",['covid19'],govcanhealth,increas,equal
2020-08-24,@MrSingh023 @CanBorder (3/3) The Government established these facilities to prevent the spread of COVID-19 in Canada and will strictly assess individual situations at the border.,[],govcanhealth,decreas,decrease
2020-08-21,"We need your help to contain the virus. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZRNr6M",[],govcanhealth,decreas,decrease
2020-08-21,"The COVID Alert app is easy to download, even if you’ve never installed an app on your phone before. Find out how to get started here: https://t.co/l7w6ZRNr6M",[],govcanhealth,decreas,decrease
2020-08-21,"The COVID Alert app is easy to download, even if you’ve never installed an app on your phone before. Find out how to get started here: https://t.co/l7w6ZS51Yk",[],govcanhealth,decreas,decrease
2020-08-21,"We need your help to contain the virus. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here:  https://t.co/l7w6ZS51Yk",[],govcanhealth,decreas,decrease
2020-08-21,Federal ministers and health officials provide COVID-19 update https://t.co/DNP7pUeXUe,[],govcanhealth,decreas,decrease
2020-08-20,"(3/3) Health Canada is also helping people at risk of overdose stay safe by approving a short-term Urgent Public Health Need Site, also known as an overdose prevention site, in a Toronto emergency #COVID19 shelter. 
https://t.co/mvlBWig1TU https://t.co/yxih5BjNse",['covid19'],govcanhealth,increas,equal
2020-08-20,"(1/3) @PQWCHC to receive more than $582,000 from Health Canada to reduce the harms caused by the toxic illegal drug supply in Toronto during #COVID19.",['covid19'],govcanhealth,increas,equal
2020-08-19,"We need your help to contain the virus. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZS51Yk",[],govcanhealth,NoChange,equal
2020-08-19,"Go beyond wearing a mask to protect yourself and others. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here:   https://t.co/l7w6ZS51Yk",[],govcanhealth,NoChange,equal
2020-08-19,@harsbarot1101 @CitImmCanada @CanBorder (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-19,"@harsbarot1101 @CitImmCanada @CanBorder (2/3)
•Wear a suitable non-medical mask or face covering if a distance of 2 metres from others residing in your place of quarantine cannot be maintained.",[],govcanhealth,NoChange,equal
2020-08-19,"@Thinkagaintank1 @FilomenaTassi @SueAdairFreeman Get information about how COVID Alert protects your privacy at the following page:
https://t.co/fhJ9xnXHCq",[],govcanhealth,NoChange,equal
2020-08-19,@AkilaThayumana1 @CanBorder (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-19,@Raman50482783 @CanBorder (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-19,"@Raman50482783 @CanBorder (2/3)
•Wear a suitable non-medical mask or face covering if a distance of 2 metres from others residing in your place of quarantine cannot be maintained.",[],govcanhealth,NoChange,equal
2020-08-19,"Travellers to Canada continue to use the ArriveCAN app to submit mandatory #COVID19 information in advance of their arrival at the border, reducing their wait time and minimizing contact. 

Download the app today: https://t.co/7fy2pst4xb https://t.co/TioLZ20pWN",['covid19'],govcanhealth,NoChange,equal
2020-08-18,@vvk246 3/3) The Government established these facilities to prevent the spread of COVID-19 in Canada and will strictly assess individual situations at the border.,[],govcanhealth,increas,equal
2020-08-18,LIVE: Federal ministers and health officials provide COVID-19 update https://t.co/j5peV00TFi,[],govcanhealth,increas,equal
2020-08-18,@Rash__u @CitImmCanada @CanBorder (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-08-17,"If someone in Ontario tests positive for #COVID19, their code can be entered in the COVID Alert app, and then be used to notify other app users who might have come in close contact with them for at least 15 minutes. Stay safe, download the app today. https://t.co/8oGKRCLghE https://t.co/Xmb8PWGrvw",['covid19'],govcanhealth,decreas,decrease
2020-08-17,The updated #COVID19 Situational Awareness Dashboard is now available. It provides Canadians with the latest data in a user-friendly format to better understand how the outbreak is evolving in Canada. https://t.co/T0FXjBGuzH https://t.co/4hJ62sZapp,['covid19'],govcanhealth,decreas,decrease
2020-08-16,"Avoid the red!
 
Stay safe and healthy from #COVID19.
 
- Continue #PhysicalDistancing
- Keep within your #SocialBubble
- Take part in low-risk activities

Learn more: https://t.co/ECSOtcXUga https://t.co/9nVKiGbthj","['covid19', 'physicaldistancing', 'socialbubble']",govcanhealth,increas,increase
2020-08-15,"We need your help to contain the virus. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZS51Yk",[],govcanhealth,NoChange,equal
2020-08-15,"Go beyond wearing a mask to protect yourself and others. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here:   https://t.co/l7w6ZS51Yk",[],govcanhealth,NoChange,equal
2020-08-15,"Travelling to Canada? You are required to provide #COVID19 information upon entry. Speed up the process by downloading the ArriveCAN app and submit your info within 48hrs before arrival.

Download the app:
https://t.co/L4E8RxYhEv https://t.co/KWLlZx2sGI",['covid19'],govcanhealth,NoChange,equal
2020-08-14,"How do you stay safe from #COVID19 while going out?
 
Here’s a tip: you can reduce your risk in public settings by limiting the frequency and length of your outings.
 
For more tips and information on how to #GoOutSafe : https://t.co/59Yu0rfqBw https://t.co/WvsXkN2D1s","['covid19', 'gooutsafe']",govcanhealth,decreas,equal
2020-08-14,@jon35171159 (2/2) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,decreas,equal
2020-08-14,@nisargpatel1504 (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,decreas,equal
2020-08-14,LIVE: Federal officials release updated COVID-19 modelling https://t.co/STwRXedoFp,[],govcanhealth,decreas,equal
2020-08-12,@kaurjaspreet04 @CanBorder (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-12,@Jaskara05818836 (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-12,"@wulahei @CanBorder (3/3) – need to be transferred to a designated quarantine facility

- have no symptoms of COVID-19 and can continue domestic travel to your place of quarantine",[],govcanhealth,NoChange,equal
2020-08-12,"COVID Alert, the national exposure notification app, is another tool Canadians can use to help slow the spread of #COVID19 and prevent future outbreaks.
Download it today:
- Apple: https://t.co/Zet5A7gpVM
- Android: https://t.co/fQcbc1ZJHI https://t.co/t1LHTE3ybJ",['covid19'],govcanhealth,NoChange,equal
2020-08-12,@DrAmanVirk @CitImmCanada There is no protocol to follow after your 14 days quarantine but you should continue to follow the advice of your local health authority regarding appropriate measures to reduce the risk of getting COVID-19 and lower the spread.,[],govcanhealth,NoChange,equal
2020-08-12,"@leebartnik The laboratory test used to detect the virus that causes COVID-19 is specific to that particular strain of coronavirus. To learn more about how the test works, watch this video: https://t.co/TrbcLjEwOG",[],govcanhealth,NoChange,equal
2020-08-12,@leebartnik The genome was already sequenced when Canada started tested for the COVID-19 virus.,[],govcanhealth,NoChange,equal
2020-08-12,@Darshan3543 @CitImmCanada (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-12,Happy International #YouthDay! Youth play an important role in helping #StopTheSpread of COVID-19. Encourage them to #BeTheInfluencer by practising physical distancing and wearing a mask. https://t.co/rgt1pyOqPK,"['youthday', 'stopthespread', 'betheinfluencer']",govcanhealth,NoChange,equal
2020-08-11,@Shricha84773976 @CanBorderPAC (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-08-11,@Darshan3543 (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-08-11,"@Ashwani3985 @CanBorder (2/3) However, if required to do so, returning travellers must wear an appropriate non-medical mask or face covering at all times, should not make any stops on the way home and must practise physical distancing, hand hygiene and cough etiquette at all times.",[],govcanhealth,increas,equal
2020-08-11,@RajviPa61586151 @CanBorder (4/4) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-08-11,LIVE: Federal briefing on the response to COVID-19 https://t.co/fQb4JR17A2,[],govcanhealth,increas,equal
2020-08-11,"The #GoC team that developed Canada’s first COVID-19 diagnostic test is used to working on emerging diseases, but the virus that causes #COVID19 threw them a new curveball.

Read about what #PHAC scientists overcame in the latest Science of Health blog: https://t.co/jKhmzrk65c https://t.co/RTZ6QxHxGz","['goc', 'covid19', 'phac']",govcanhealth,increas,equal
2020-08-11,"Travellers entering Canada must provide mandatory info for #COVID19 upon entry. By using the ArriveCAN app before you arrive, you’ll spend less time with Border Services Officers… and less time in line.

Download the app today:
https://t.co/Akl7SUMxD8 https://t.co/P8kr8sjHtF",['covid19'],govcanhealth,increas,equal
2020-08-10,"COVID Alert is voluntary, but we know Canadians will want to be part of limiting the spread of #COVID19 and preventing future outbreaks. Download it today! 
Apple: https://t.co/k0ZosSWUF3 
Google: https://t.co/u2szMVDTCa https://t.co/OeIhQg5kDm",['covid19'],govcanhealth,decreas,decrease
2020-08-09,"Want to learn more about how the #COVID19 outbreak is evolving in Canada? Use the updated interactive Situational Awareness Dashboard to find information at the national, provincial/territorial and regional health levels.  https://t.co/LYDZHAe9Kp https://t.co/j4wNuyKfky",['covid19'],govcanhealth,increas,increase
2020-08-07,@navthapa29 @CanBorder (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,decreas,equal
2020-08-07,"@goldhawkickz13 Health Canada has published a list of hard-surface disinfectants that are approved for use against COVID-19. The products on this list have data to support a claim for use against COVID-19.
https://t.co/Id3vmeaZe4",[],govcanhealth,decreas,equal
2020-08-07,@DarpanP41266498 (3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,decreas,equal
2020-08-07,"@raincoaster To protect users’ privacy, the app never shares info about location, time, or date of any interactions with other devices, or any potential exposure to COVID-19. The app only tells you that you may have been exposed to COVID-19 at some point in the past 14 days.",[],govcanhealth,decreas,equal
2020-08-07,"The COVID19 pandemic has had, and continues to have, an impact on our personal lives but also on the economy of the country.

Consult the Canadian Economic Dashboard for tracking the impacts of COVID-19 on economic activity in Canada.
https://t.co/9AspMrIA5w https://t.co/nd77Gj7Kh9",[],govcanhealth,decreas,equal
2020-08-07,"LIVE: Federal briefing on the response to COVID-19
https://t.co/ncIJUsi9PF",[],govcanhealth,decreas,equal
2020-08-06,"#DYK that #PHAC scientists worked persistently from the moment that they received Canada’s 1st #COVID19 virus sample? That work helped develop the COVID-19 test used today.

Read more in the latest Science of Health blog: https://t.co/q9ZHj8ZpgE
#PHACSci https://t.co/SNAe3gy702","['dyk', 'phac', 'covid19', 'phacsci']",govcanhealth,NoChange,equal
2020-08-06,"Consult Government of Canada resources before travelling to #Canada to find out about mandatory quarantine requirements.
 
All travellers to Canada need to have a suitable plan for their 14-day #quarantine in place prior to arrival.
 
https://t.co/VUZSv7EiJR

#COVID19 #travel https://t.co/34fKaoahXJ","['canada', 'quarantine', 'covid19', 'travel']",govcanhealth,NoChange,equal
2020-08-06,Help protect yourself and your community. Download COVID Alert to help limit the spread of #COVID19 and prevent future outbreaks. https://t.co/4PNy4DeNZB https://t.co/TcIC6gG940,['covid19'],govcanhealth,NoChange,equal
2020-08-05,"Wearing a non-medical face mask can help protect you against #COVID19 but bots and trolls won’t. Do your part to fight #misinformation by using reliable sources. 
 
Learn more: https://t.co/iePigceo46 https://t.co/0qnr7aC2vW","['covid19', 'misinformation']",govcanhealth,NoChange,equal
2020-08-05,"@RaghavSampangi The app is available only in Ontario for now. Outside of Ontario, it's still helpful to download COVID Alert. That way, when people in your area are able to report a diagnosis, you'll be notified if you were near them.
More info: https://t.co/RDF8NajVWr",[],govcanhealth,NoChange,equal
2020-08-05,@Pradeep_Kush19 @CitImmCanada @CanadainIndia @PHAC_GC 3/3) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,NoChange,equal
2020-08-04,LIVE: Federal ministers and health officials provide COVID-19 update https://t.co/K8HCHyDvwd,[],govcanhealth,decreas,decrease
2020-08-04,"[1/2] If you suspect you have been exposed to #COVID19, either via a notification from COVID Alert or otherwise, it is important to follow guidelines set out by your local public health authority. https://t.co/PzPJIq907H https://t.co/ilWxppKCQl",['covid19'],govcanhealth,decreas,decrease
2020-08-04,"[2/2] You should self-monitor for symptoms for the next 14 days, avoid or strictly limit exposure to closed spaces, crowded places and close contact with others, and contact your local public health authority for advice on when to seek testing.
#COVID19",['covid19'],govcanhealth,decreas,decrease
2020-08-03,"COVID Alert is only one of the tools the Government of Canada has to help you during this pandemic. Download Canada COVID-19 app as well to help you find all the information you need: https://t.co/uwaVoxoGI1
#COVID19 https://t.co/79q9lHwoEO",['covid19'],govcanhealth,increas,increase
2020-08-03,"This may come as a surprise, but not all non-medical mask info on social media is accurate 😉. Help to fight #misinformation by using reliable sources. Stay informed on how to wear your face covering properly to ensure the safety of yourself and others: https://t.co/n5JR1mXfvx https://t.co/QaCrIHTE4M",['misinformation'],govcanhealth,increas,increase
2020-08-02,"COVID Alert helps you protect your loved ones by limiting the spread of the virus and preventing future outbreaks. It provides notifications about potential exposure to the virus that causes #COVID19 so you can take action!
Find out more: https://t.co/PzPJIqqAZf https://t.co/62cgVFxPk0",['covid19'],govcanhealth,decreas,equal
2020-09-01,"With the fall pollen season approaching, you may experience watery eyes, sneezing, or a cough. Learn the differences between seasonal allergies and #COVID19: https://t.co/fEGMDOBt0Q. https://t.co/ZAQZsP6y0u",['covid19'],cdcgov,NoChange,equal
2020-09-01,September is National Suicide Prevention Awareness Month. Learn ways to support one another during the #COVID19 pandemic and how to seek help from trained professionals: https://t.co/u69KmFMk6R. #BeThe1To https://t.co/ZQhi3WHjiM,"['covid19', 'bethe1to']",cdcgov,NoChange,equal
2020-09-01,"#WearAMask to help slow the spread of COVID-19. When selecting a #mask, you have many choices. Avoid masks made of materials that make it too hard to breathe, allow #COVID19 particles to escape, or are intended for healthcare workers. Learn more: https://t.co/iOQv5OMdKA. https://t.co/OIiovXjvlw","['wearamask', 'mask', 'covid19']",cdcgov,NoChange,equal
2020-08-31,"Waiting for a #COVID19 test result and wondering what you should do next? Take 3 key steps: Stay home, think about the people you’ve been around &amp; answer the call from your health department. Learn more about these steps: https://t.co/f0vERYo3TQ. https://t.co/qKdqTEwKiH",['covid19'],cdcgov,decreas,decrease
2020-08-31,"The latest CDC #COVIDView report shows that weekly hospitalizations associated with #COVID19 have peaked twice since the outbreak began, once during the week ending April 18 and a second time during the week ending July 18. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/N1XLuxr9Hw","['covidview', 'covid19']",cdcgov,decreas,decrease
2020-08-31,"A new @CDCMMWR finds many #COVID19 infections among healthcare workers appear to go undetected, likely because many people infected with the virus that causes COVID-19 have mild or no symptoms. Learn more: https://t.co/VOKbZil9ob. https://t.co/bnTAcmIzr9",['covid19'],cdcgov,decreas,decrease
2020-08-31,"Back on campus? If you go out, wear a mask, stay 6 feet apart from others, and meet in outdoor spaces. Learn more about steps you can take to help protect yourself and your friends from #COVID19: https://t.co/g9sT0JqtEx. https://t.co/PkrxZLNc82",['covid19'],cdcgov,decreas,decrease
2020-08-30,"#DYK it’s not safe to put a mask on your pet? While pets can get #COVID19 from people, the risk of pets spreading COVID-19 is low. Instead, protect your pet by limiting their contact with sick people and people outside the household. https://t.co/31W7I6cuXo https://t.co/TARWZxiVXm","['dyk', 'covid19']",cdcgov,increas,increase
2020-08-29,"#COVID19 and seasonal #allergies share many symptoms, but there are some key differences between the two. For example, COVID-19 can cause fever, which is not a common symptom of seasonal allergies. Learn more: https://t.co/fEGMDOBt0Q. https://t.co/kpDM9DmtLx","['covid19', 'allergies']",cdcgov,decreas,equal
2020-08-29,Use caution when relying on gaiters and face shields to help protect yourself and others from #COVID19. Researchers are currently investigating their effectiveness. Learn more: https://t.co/iOQv5OMdKA. https://t.co/P9sotMoabX,['covid19'],cdcgov,decreas,equal
2020-08-28,"The latest CDC #COVIDView report shows the percentage of people testing positive for #COVID19 decreased nationally last week. However, two regions (Central and Mountain) saw increases in this measure of COVID-19 activity. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/RAvbT5TBQs","['covidview', 'covid19']",cdcgov,decreas,equal
2020-08-28,"#WearAMask to help slow the spread of COVID-19. When selecting a #mask, you have many choices. Avoid masks made of materials that make it too hard to breathe, allow #COVID19 particles to escape, or are intended for healthcare workers. Learn more: https://t.co/iOQv5OMdKA. https://t.co/S4e107SVgj","['wearamask', 'mask', 'covid19']",cdcgov,decreas,equal
2020-08-28,"Wearing cloth masks in public can help slow the spread of #COVID19, but cloth masks won’t protect you from small particles in #wildfire smoke. Limit your time outside when it’s smoky. Learn more: https://t.co/2xlF9MccFt. https://t.co/fhn2DTR9o5","['covid19', 'wildfire']",cdcgov,decreas,equal
2020-08-28,"As of August 24, national forecasts suggest from 4,000 to 8,300 new deaths will be reported in the week ending September 19. These data predict 196,000 to 207,000 total reported #COVID19 deaths in the US by September 19. Learn more: https://t.co/Ft6cgmaMPX. https://t.co/9LBcebnbBS",['covid19'],cdcgov,decreas,equal
2020-08-27,"Testing all residents and staff in West Virginia nursing homes helped limit the spread of #COVID19. Testing all residents and staff, regardless of symptoms, may help protect those at higher risk for COVID-19 &amp; prevent larger outbreaks. See more: https://t.co/ICR6oj4q1r. https://t.co/tRkrJ6xdbt",['covid19'],cdcgov,increas,equal
2020-08-27,People who are recovering from #COVID19 might be at a higher risk of getting sick from #wildfire smoke. Know what to do to protect yourself and your loved ones: https://t.co/2xlF9MccFt. https://t.co/1j6g5JXr0u,"['covid19', 'wildfire']",cdcgov,increas,equal
2020-08-26,"Although the number of #COVID19 cases in most states continued to decline over the last 7 days, COVID-19 is widespread in many areas, especially the South &amp; West. As of Aug. 25, the US reported nearly 1,000 deaths a day over the last week. See more data: https://t.co/441ntP6EUZ. https://t.co/HvW3SFqa11",['covid19'],cdcgov,NoChange,equal
2020-08-26,"If you have been around someone with #COVID19, someone from the health department may check in with you about your health. If your phone number changes, tell your health department &amp; doctor. Learn more: https://t.co/9ZN2zYTaud. https://t.co/HtOhTDbl1p",['covid19'],cdcgov,NoChange,equal
2020-08-26,"A new @CDCMMWR shows a series of steps helped prevent #COVID19 outbreaks at 4 overnight camps in Maine this summer. Steps included screening campers &amp; staff before arrival, wearing facial coverings, and staying in the same groups for 2 weeks. Learn more: https://t.co/arBMMmQKKh. https://t.co/qW4xhV4U4i",['covid19'],cdcgov,NoChange,equal
2020-08-26,In the path of #HurricaneLaura? Learn your community's evacuation routes and location of emergency shelters. They may be different this year due to #COVID19. https://t.co/fdkY8dTGZe #Laura https://t.co/ppPBU2WPJv,"['hurricanelaura', 'covid19', 'laura']",cdcgov,NoChange,equal
2020-08-26,"Did you know? Breathing in #wildfire smoke can cause symptoms similar to #COVID19, like dry cough, sore throat, and trouble breathing. Learn how to tell the difference: https://t.co/2xlF9MccFt. https://t.co/htKcD8wgpt","['wildfire', 'covid19']",cdcgov,NoChange,equal
2020-08-25,"When should you wear a mask? Wear a mask when you are in a public setting, especially when it is difficult stay 6 feet away from others not living in your household. Learn more at: https://t.co/unpwzlB7xU. https://t.co/ufDtOthh6X",[],cdcgov,increas,equal
2020-08-25,Homeless service providers: Planning and responding to #COVID19 among people experiencing homelessness requires a whole community approach. Learn more:  https://t.co/tscID7XkkU. https://t.co/yMpcwiEW9v,['covid19'],cdcgov,increas,equal
2020-08-25,"New @CDCMMWR looks at @KYHealthAlerts Indicator Monitoring Report tool, which monitors #COVID19 data including cases, deaths &amp; hospital capacity. This tool helps officials make decisions about responding to the pandemic &amp; reopening communities. Read more: https://t.co/7hVqAwNyOi. https://t.co/lmaBpc8Xje",['covid19'],cdcgov,increas,equal
2020-08-25,Questions about your pet’s health during the pandemic? Talk to your veterinarian if you have concerns. We are still learning about this virus and how it can affect animals. Learn more about pets and #COVID19: https://t.co/ECKkYQ3d4l. https://t.co/GCEtgDNfU6,['covid19'],cdcgov,increas,equal
2020-08-24,Children under 18 of COVID-19 patients were most likely to get infected from their parent finds a new @CDCgov study. Learn more: https://t.co/pN20Dpfd22. https://t.co/f3RGDWBSta,[],cdcgov,decreas,decrease
2020-08-24,"The latest CDC #COVIDView report shows that minority populations, like American Indian, Black and Hispanic, continue to be hospitalized for #COVID19 at nearly 5 times the rate of their non-Hispanic White counterparts. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/hpMlWPxD25","['covidview', 'covid19']",cdcgov,decreas,decrease
2020-08-24,Create a cleaner air space to protect yourself and your loved ones from #wildfire smoke during the #COVID19 pandemic. Learn more: https://t.co/2xlF9MccFt. https://t.co/zin6ib4jdi,"['wildfire', 'covid19']",cdcgov,decreas,decrease
2020-08-24,Thank you to all the public health workers who are helping with contact tracing! Contact tracing helps #SlowTheSpread of #COVID19. Learn more: https://t.co/9ZN2zYTaud. https://t.co/FuSoGHEw9G,"['slowthespread', 'covid19']",cdcgov,decreas,decrease
