date,tweet,hashtags,account,Mylabel,label
2020-10-05,"@JWMW2020 (2/2) If you test positive for COVID-19, you're encouraged, but not required, to input the one-time key provided by a healthcare authority to alert those who may have been in close proximity to you. This can help keep your family, friends, and neighbours safe.",[],govcanhealth,decreas,decrease
2020-10-05,"@minuenn Hi, For more information on COVID-10 for Government of Canada employees, please visit: https://t.co/Pxn2kjfqnz",[],govcanhealth,decreas,decrease
2020-10-05,"As Thanksgiving approaches, remember that how you choose to celebrate affects others. Consider planning online gatherings or doing other low-risk activities to help limit the spread of #COVID19. https://t.co/bX8lZxvWlQ https://t.co/x9n2YQgKfx",['covid19'],govcanhealth,decreas,decrease
2020-10-05,"Taking care of yourself includes #MentalHealth as well as physical health, especially during #COVID19. This #WorldMentalHealthDay, take the time to do something positive for your mental health. Learn more: https://t.co/bNJCricR0Z https://t.co/uB5lAtMRJp","['mentalhealth', 'covid19', 'worldmentalhealthday']",govcanhealth,decreas,decrease
2020-10-04,"Curious about updated #COVID19 risk guidelines? Here’s a quick list of activities:

✅ Picnics, BBQs, camping

🚫 Bars, gyms, crowded travel

For more information: https://t.co/PptDXJ348d https://t.co/3IPsvRgRfx",['covid19'],govcanhealth,increas,increase
2020-10-03,Getting ready to do some renovating or landscaping during the #COVID-19 pandemic? Protect yourself from injury and hearing loss with these tips: https://t.co/AVUdkptX4v #backyardsafety #DIYsafety https://t.co/3Z1vhQm4LQ,"['covid', 'backyardsafety', 'diysafety']",govcanhealth,decreas,equal
2020-10-02,The Government of #Canada continues to take action in collaboration with partners across the country to respond to the #overdosecrisis. Learn more about how these measures are supporting people at risk of overdose during the #COVID19 outbreak: https://t.co/taZpdd4d3j https://t.co/ExnO7x5EME,"['canada', 'overdosecrisis', 'covid19']",govcanhealth,decreas,decrease
2020-10-02,"Get ready #PrinceEdwardIsland and #NovaScotia! Download the #COVIDAlert app today so when your province comes on board, you will too: https://t.co/1yRmeIQd63 #COVID19 https://t.co/7NEkAcPw8o","['princeedwardisland', 'novascotia', 'covidalert', 'covid19']",govcanhealth,decreas,decrease
2020-10-02,"#COVIDAlert, Canada's exposure notification app, is now available in #Manitoba. People who test positive for #COVID19 receive a one-time key to be entered into the app. Do your part, download it today.

Apple: https://t.co/1QlCgWnBNO
Android: https://t.co/gAznwoTd4z https://t.co/6sAnZTIy8f","['covidalert', 'manitoba', 'covid19']",govcanhealth,decreas,decrease
2020-10-02,"Today, Health Canada received its first submission for authorization for a #COVID19 vaccine. The Department will be reviewing the company’s data to make sure it meets our high standards for safety, efficacy and quality. https://t.co/kmkfWuccS4 https://t.co/o7A5bdREmz",['covid19'],govcanhealth,decreas,decrease
2020-10-02,"#PHAC is teaming up with Canada’s video game industry to raise awareness about the #COVID19 public health measures youth and young adults (aged 13 to 29) can take to help #CrushCOVID this fall. Learn more: https://t.co/tVw7gcMhvG
@ESACanada https://t.co/tonO3gO1VT","['phac', 'covid19', 'crushcovid']",govcanhealth,decreas,decrease
2020-10-01,"#Manitoba - protect your community by downloading the #COVIDAlert exposure notification app. You will receive an alert if you've been exposed to a user who has entered their diagnosis into the app.

Available on Apple: https://t.co/Jc3FCWL3RM
and Android: https://t.co/b2h0vdjjcm https://t.co/pZ3NbZpw2a","['manitoba', 'covidalert']",govcanhealth,increas,increase
2020-10-01,"Wondering which activities carry a low or high risk of #COVID19? 

Check out our factsheet to learn how to assess your risk of exposure to #COVID19 and to see examples of low-, medium- and high-risk activities. https://t.co/2Y3oFqThZW https://t.co/SftgqQmK6Z","['covid19', 'covid19']",govcanhealth,increas,increase
2020-10-01,"The #COVIDAlert app is now available in #Manitoba. Get notified if you've been exposed to another app user with #COVID19 who has entered their diagnosis into the app.

Download it today.

Apple: https://t.co/yRHuGIfWLw
Android: https://t.co/kWFy41VeJA https://t.co/0gTbhni32h","['covidalert', 'manitoba', 'covid19']",govcanhealth,increas,increase
2020-09-30,"Join the 3 million Canadians already using #COVIDAlert, the national exposure notification app. 📲 The more people that use the app, the more we can keep our communities safe. Download it today: https://t.co/1KcWEY00gV
#COVID19 https://t.co/8FIoFW0ez0","['covidalert', 'covid19']",govcanhealth,NoChange,equal
2020-09-30,Good job Canada. 🇨🇦 The #COVIDAlert exposure notification app has been downloaded 3 million times! Keep doing your part to reduce the spread of #COVID19. 📱 Download the app today: https://t.co/OxZa3xvxco https://t.co/xXc4mVSluS,"['covidalert', 'covid19']",govcanhealth,NoChange,equal
2020-09-29,LIVE: Federal ministers and health officials provide update on the response to COVID-19 https://t.co/CtoCNz7NeJ,[],govcanhealth,increas,equal
2020-09-29,"@OlgaPena Hi, If you are experiencing issues with the COVIDAlert app, you can contact us directly at: hc.AlerteCOVIDAlert.sc@canada.ca",[],govcanhealth,increas,equal
2020-09-29,"@CHeartsTrees @OlgaPena Hi, If you are experiencing issues with the COVIDAlert app, you can contact us directly at: hc.AlerteCOVIDAlert.sc@canada.ca",[],govcanhealth,increas,equal
2020-09-29,"@OlgaPena @CHeartsTrees Hi, If you are experiencing issues with the COVIDAlert app, you can contact us directly at: hc.AlerteCOVIDAlert.sc@canada.ca",[],govcanhealth,increas,equal
2020-09-28,"Want to stay updated on #COVID19 ?
Check out #COVIDTrends to have instant access to COVID-19 cases and deaths in your region from the last 14 days. Learn more: https://t.co/EW8j9WUYaK https://t.co/Fz7HjszL2V","['covid19', 'covidtrends']",govcanhealth,decreas,decrease
2020-09-27,"Having dinner in the backyard during #COVID-19? When using outdoor torches, keep them away from anything flammable and put them out when you call it a night.

Get more tips: https://t.co/3NV4RWqwtd #backyardsafety #firesafety https://t.co/fCMOnQNpmR","['covid', 'backyardsafety', 'firesafety']",govcanhealth,increas,increase
2020-09-26,"Gardening during #COVID19? Safety equipment like safety glasses, work boots, gloves, and ear protection can help reduce the risk of injury when gardening and mowing the lawn. 

More tips: https://t.co/nXslou6cgc #backyardsafety #gardening https://t.co/RmUFK94CdO","['covid19', 'backyardsafety', 'gardening']",govcanhealth,increas,equal
2020-09-25,"The Dementia Community Investment is looking for evidence-based, virtual, community-based projects that help address the challenges of #COVID19 and contribute to the wellbeing of those living with #dementia and caregivers. 

Learn more: https://t.co/t9Ljyjd8rv https://t.co/RBo8t2pK2u","['covid19', 'dementia']",govcanhealth,decreas,equal
2020-09-25,"For the latest research on health promotion, chronic disease prevention and the #COVID19 pandemic in Canada, look to the #HPCDP Journal’s rapid release series, available online now. Learn more: https://t.co/RWlbUz2LAW https://t.co/79V3pKBOo2","['covid19', 'hpcdp']",govcanhealth,decreas,equal
2020-09-25,"We are dedicated to protecting Canadians from #COVID19. We must trust in #science to lead the fight until a safe and effective vaccine becomes available. Until then, we must keep our guard up.  

Details: https://t.co/wkH2tvglK2 #ThroneSpeech https://t.co/WW3D6omxp6","['covid19', 'science', 'thronespeech']",govcanhealth,decreas,equal
2020-09-25,"Become a #FluWatcher and help us track the #flu and #COVID19. It’s fast and anonymous! Sign up today here:
https://t.co/ZtFVxqYLNK https://t.co/rKu2O1sBQz","['fluwatcher', 'flu', 'covid19']",govcanhealth,decreas,equal
2020-09-25,"Avoid the red!

Stay safe and protect yourself, your family and your community from #COVID19.

-Continue #PhysicalDistancing
-Keep within your #SocialBubble
-Avoid high-risk activities

Learn more: https://t.co/WZqUlfaVIA https://t.co/OWkBvs1ngu","['covid19', 'physicaldistancing', 'socialbubble']",govcanhealth,decreas,equal
2020-09-25,"Substance use and the #COVID19 pandemic: a conceptual model on how they intersect? Learn more through the #HPCDP Journal’s rapid release series, available online now. https://t.co/y2SsYVDmHz https://t.co/1ZInA4JU6E","['covid19', 'hpcdp']",govcanhealth,decreas,equal
2020-09-24,"Since the emergence of #COVID19, the @CanadianForces has been helping Canadians across Canada and around the world, while ensuring the safety of their members and their families. 

Learn more about the #CAF response to the COVID-19 pandemic: https://t.co/gZtKGs49Ov 

#CCDReport https://t.co/AtLCjgeHiV","['covid19', 'caf', 'ccdreport']",govcanhealth,NoChange,equal
2020-09-24,Just released: A new rapid release article in the #HPCDP Journal  explores the link between the #COVID19 pandemic and exposure calls to Canadian poison centres. Read it here: https://t.co/EECAdG1PHp https://t.co/yW8U0nGFCn,"['hpcdp', 'covid19']",govcanhealth,NoChange,equal
2020-09-23,"Entering #Canada from abroad?
 
1. Download the ArriveCAN app.
2. Submit your mandatory #COVID19 info through the app within 48 hrs before your arrival
3. Go immediately to your place of #quarantine for 14 days.  

Download the app: https://t.co/4lsMB12Otw https://t.co/DNz6Chs8ex","['canada', 'covid19', 'quarantine']",govcanhealth,increas,equal
2020-09-22,"LIVE: Federal officials release updated #COVID19 modelling
https://t.co/CJzozvAY3g",['covid19'],govcanhealth,decreas,equal
2020-09-22,"To support public health authorities with the latest scientific evidence, expert opinion and strategies to reduce the spread of #COVID19, #PHAC has updated its guidance on public health management of cases and contacts of COVID-19.

Get more information: https://t.co/uaWcZNx2Ap","['covid19', 'phac']",govcanhealth,decreas,equal
2020-09-21,"Using the #COVIDAlert app, people in #Saskatchewan who receive a positive COVID-19 test result will be given a one-time key from a health care provider. Download today:
Apple: https://t.co/fVgpTHzC35
Android: https://t.co/byWgV96l0W https://t.co/y3B2BfzadL","['covidalert', 'saskatchewan']",govcanhealth,decreas,decrease
2020-09-20,"If someone in #NewBrunswick tests positive for #COVID19, they will receive a one-time key that can be entered in the #COVIDAlert app, which then notifies other app users who might have come in close contact with them.
https://t.co/HW3QFIYNc3 https://t.co/5hhgYIin60","['newbrunswick', 'covid19', 'covidalert']",govcanhealth,increas,increase
2020-09-19,"#NewBrunswick: the #COVIDAlert exposure app is a safe and effective tool to prevent the spread of #COVID19. It does not track your location. Learn more about it:
https://t.co/OtFjyAD3gG https://t.co/AG4a3PAh7l","['newbrunswick', 'covidalert', 'covid19']",govcanhealth,NoChange,equal
2020-09-19,"Symptoms of #COVID19 &amp; signs of irritation due to #wildfire smoke can be similar. People with respiratory conditions should contact their healthcare provider if they are worried.

Consult our COVID-19 self-assessment tool &amp; your public health authority. https://t.co/PMkBWVISN0 https://t.co/0sh9dn3k25","['covid19', 'wildfire']",govcanhealth,NoChange,equal
2020-09-19,"#COVIDAlert is Canada's national #COVID19 exposure notification app, now available in #Saskatchewan. Do your part to keep your community safe and download the app today: 
Apple: https://t.co/363o6wTYw4
Android: https://t.co/yX9XX2QlFu https://t.co/DCmoW3nTmS","['covidalert', 'covid19', 'saskatchewan']",govcanhealth,NoChange,equal
2020-09-18,"Let’s do our part to stay ahead of the virus. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here:  https://t.co/l7w6ZS51Yk",[],govcanhealth,decreas,equal
2020-09-18,"Let’s do our part to stay ahead of the virus. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here:  https://t.co/l7w6ZS51Yk",[],govcanhealth,decreas,equal
2020-09-18,"Family and friends outside of Canada often cross the border for #RoshHashanah and #YomKippur. Due to #COVID19, a reminder that the Canadian border remains closed to non-exempt foreign nationals and returning Canadians must quarantine for 14 days. 
https://t.co/GjZMIxMY1I https://t.co/r8HB9ebTzM","['roshhashanah', 'yomkippur', 'covid19']",govcanhealth,decreas,equal
2020-09-18,"The #COVIDAlert app is now available in #Saskatchewan. The app will notify you if you’ve recently been exposed to someone with #COVID19.

Download it today:
Apple: https://t.co/KdI3A6p0Su
Android: https://t.co/EKBC874HDy https://t.co/VmnwgNZq19","['covidalert', 'saskatchewan', 'covid19']",govcanhealth,decreas,equal
2020-09-18,"The #COVIDAlert app is now available in #NewBrunswick. The app will notify you if you've recently been exposed to someone with #COVID19.
Download it today:
- Apple: https://t.co/pdLVI44DLH
- Android: https://t.co/nROqpTjZvW https://t.co/6NcVds5Rxd","['covidalert', 'newbrunswick', 'covid19']",govcanhealth,decreas,equal
2020-09-18,LIVE: Federal ministers and health officials provide #COVID19 update https://t.co/l1IUbb0VTF,['covid19'],govcanhealth,decreas,equal
2020-09-18,"Taking precautions during #COVID-19? Do the same with your #BBQ brush.

Wire bristles can loosen, ending up in your food and causing severe injuries to your mouth, throat and digestive system.

For more tips: https://t.co/RzOhs9htll https://t.co/bctc4v0lTD","['covid', 'bbq']",govcanhealth,decreas,equal
2020-09-18,"How do you stay safe from #COVID19 while going out?
 
Here’s a tip: you can reduce your risk in public settings by limiting the frequency and length of your outings and avoiding high-risk activities.
 
For more tips and information on how to #GoOutSafe : https://t.co/jgMCWHgE2d https://t.co/OSw8WVc1Lw","['covid19', 'gooutsafe']",govcanhealth,decreas,equal
2020-09-17,"New research: Has the #COVID19 pandemic had an impact on pediatric emergency department visits? Find out in the most recent rapid release article from the #HPCDP Journal. Read it here:
https://t.co/xdqYLQlAfh https://t.co/mRgDdUKpP0","['covid19', 'hpcdp']",govcanhealth,decreas,equal
2020-09-16,"@Hotpaulzgmailc1 @CIPSRT_ICRTSP 1/2 If you are requesting an exemption from any of the Orders in Council currently in effect, or are seeking guidance on the interpretation of the Orders as it relates to your unique situation, please email phac.emergencyorderdecretdurgencecovid19.aspc@canada.ca.",[],govcanhealth,increas,equal
2020-09-16,"@danedarT (3/4) Please consult the following page for
information for travellers without symptoms of
COVID-19 returning to Canada:
https://t.co/Jnbr6MisPs",[],govcanhealth,increas,equal
2020-09-16,"@JumaKhamisSule6 Currently, there is no evidence that COVID-19 is transmitted by mosquitos or other insects. For tips on mosquito and insect bite prevention: https://t.co/zOBfckKv0I",[],govcanhealth,increas,equal
2020-09-16,"When travelling to Canada, download the ArriveCAN mobile app to:

Submit your info within 48 hours before your arrival
Reduce wait times
Limit contact at the border
Help reduce the spread of #COVID19

https://t.co/qmRgpODnz7 https://t.co/oh6kahaj7Z",['covid19'],govcanhealth,increas,equal
2020-09-15,What supports are essential in the role of public safety personnel to protect Canadians in a pandemic? Find out in the #HPCDP’s latest rapid release article by @CIPSRT_ICRTSP researchers. Now available online here: https://t.co/aR5fZ7aGDf https://t.co/9Xvps2RQsV,['hpcdp'],govcanhealth,increas,equal
2020-09-15,@superiorhumans Thank you for your feedback. The COVID Alert app does not ask to input your symptoms on a daily basis. The App you may have downloaded and referring to may be the Canada COVID App.,[],govcanhealth,increas,equal
2020-09-15,"LIVE: Federal health officials provide #COVID19 update
https://t.co/icPPZwwkF9",['covid19'],govcanhealth,increas,equal
2020-09-15,"@chriisong @GouvCanSante Hi, we suggest you send your questions via email to hc.AlerteCOVIDAlert.sc@canada.ca",[],govcanhealth,increas,equal
2020-09-15,"@Ranswick1 @CanBorder (2) 
•       avoid contact with others who did not travel with you;
•disinfect spaces after use; and
•wear a suitable non-medical mask or face covering if a distance of 2 metres from others residing in your place of quarantine cannot be maintained.",[],govcanhealth,increas,equal
2020-09-14,"How can we reduce and manage our #COVID19 cases?
Based on emerging evidence, #PHAC has updated its advice to public health authorities on how to help reduce the spread of COVID-19. 

Read it here: https://t.co/Pkwo0jEYYZ","['covid19', 'phac']",govcanhealth,decreas,decrease
2020-09-13,"Seniors are more at risk of severe outcomes to #COVID19, so show your grandparents some love from afar. ❤︎ 

Help protect your grandparents, and others by: 
#WashYourHands
#PhysicalDistancing
#StayHomeIfSick
https://t.co/UG7priocJy #GrandparentsDay https://t.co/MJgNbEDGlc","['covid19', 'washyourhands', 'physicaldistancing', 'stayhomeifsick', 'grandparentsday']",govcanhealth,increas,increase
2020-09-13,"Planning some backyard repairs or landscaping during #COVID-19? Know how to safely use your power tools and equipment to avoid injuries by following these safety tips: https://t.co/V7TYdh9Ycc 
#backyardsafety #DIYSafety https://t.co/ixj09GviK7","['covid', 'backyardsafety', 'diysafety']",govcanhealth,increas,increase
2020-09-11,LIVE: Federal health officials provide COVID-19 update. https://t.co/RQF9P7vdc6,[],govcanhealth,decreas,equal
2020-09-11,1/2 Our universal health care system has put us in a strong position to respond to #COVID19. We will continue to vigorously defend and support it. Read the full statement: https://t.co/BWHYLzvoDO,['covid19'],govcanhealth,decreas,equal
2020-09-10,"RT @CPHO_Canada: Today’s #COVID19 in 🇨🇦 info and updates:
➡️#GOC website on #coronavirus disease: 
https://t.co/BZVRnLFvb5 
➡️Canada COVID-19 Situational Awareness Dashboard:
https://t.co/qndBTDlKWg https://t.co/eCfhJEVCae","['covid19', 'goc', 'coronavirus']",govcanhealth,increas,equal
2020-09-10,RT @CPHO_Canada: Today’s #COVID19 #Epidemiology in Canada Daily Update: https://t.co/LYufGib6hv https://t.co/xL93Gyz0DE,"['covid19', 'epidemiology']",govcanhealth,increas,equal
2020-09-10,"RT @CPHO_Canada: 1/2 To date, labs across 🇨🇦 have tested 5,929,848 people for #COVID19, w\ an average ~2.1% positive overall, for a rate of 157,754 people tested per million population in Canada. 
https://t.co/H3TO8YZx7u",['covid19'],govcanhealth,increas,equal
2020-09-09,@Sukkhh_e @CanBorder (5/5) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-09-09,"@acmasey (2/4) If the app has crashed, first close all the apps running on your phone, including COVID Alert, and then restart COVID Alert.",[],govcanhealth,increas,equal
2020-09-09,"@acmasey (1/4) Thank you for reaching out about COVID Alert. We're sorry you're experiencing some technical difficulties. This is a problem with the app store, and not the app itself.",[],govcanhealth,increas,equal
2020-09-09,"Reminder: Travellers entering Canada are required to provide mandatory info for #COVID19 upon entry.
The ArriveCAN app is the simplest way to provide this info within 48 hours before you cross the border. 

Download it today: https://t.co/yuC4VlGUHK https://t.co/Hbwiq1SeYN",['covid19'],govcanhealth,increas,equal
2020-09-08,"@darumi2003 @GouvCanSante (2/2) It’s still helpful to download COVID Alert even if you can’t use it to report a diagnosis. That way, you'll be notified: if you come into contact with someone from a reporting province or territory; and when people in your area are able to report a diagnosis.",[],govcanhealth,decreas,decrease
2020-09-08,@darumi2003 @GouvCanSante (1/2) The Government of Canada is working with the remaining provinces and territories to have COVID Alert implemented in all jurisdictions so that all Canadians can benefit from the exposure notification app.,[],govcanhealth,decreas,decrease
2020-09-08,"@gusele21 @GouvCanSante (2/3) Il est tout de même utile de télécharger Alerte COVID, même si vous ne pouvez pas l’utiliser pour signaler un diagnostic. De cette façon, vous serez avisé :",[],govcanhealth,decreas,decrease
2020-09-08,@gusele21 @GouvCanSante (1/3) Le gouvernement du Canada collabore avec les provinces et territoires pour mettre en œuvre l'Alerte COVID dans toutes les juridictions afin que tous les Canadiens puissent bénéficier de l'application de notification d'exposition.,[],govcanhealth,decreas,decrease
2020-09-08,"@racquets100 (2/2) It’s still helpful to download COVID Alert even if you can’t use it to report a diagnosis. That way, you'll be notified: if you come into contact with someone from a reporting province or territory; and when people in your area are able to report a diagnosis.",[],govcanhealth,decreas,decrease
2020-09-08,@racquets100 (1/2) The Government of Canada is working with the remaining provinces and territories to have COVID Alert implemented in all jurisdictions so that all Canadians can benefit from the exposure notification app.,[],govcanhealth,decreas,decrease
2020-09-08,@profacts3 (5/5) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,decreas,decrease
2020-09-08,"The Public Health Agency of Canada has released updated guidance on public health management of cases and contacts of #COVID19. 

Learn more about our public health advice on how to reduce the spread of COVID-19:  https://t.co/oE35bu8xOS",['covid19'],govcanhealth,decreas,decrease
2020-09-07,"If someone in #Newfoundland and #Labrador tests positive for #COVID19, they will receive a code that can be entered in the #COVIDAlert app, which then notifies other app users who might have come in close contact with them. https://t.co/ZsdlG60Ff2 https://t.co/rbnLJ0vPuB","['newfoundland', 'labrador', 'covid19', 'covidalert']",govcanhealth,increas,increase
2020-09-05,#Newfoundland and #Labrador: the #COVIDAlert exposure app is a safe and effective tool to prevent the spread of #COVID19. It does not track your location. Learn more about it: https://t.co/AigEKssxJb https://t.co/HktkPoyq36,"['newfoundland', 'labrador', 'covidalert', 'covid19']",govcanhealth,NoChange,equal
2020-09-04,LIVE: Federal briefing on the response to COVID-19 https://t.co/vpYHjTJD9X,[],govcanhealth,decreas,decrease
2020-09-04,"@HMortezaei If you have no symptoms and have completed your 14 day quarantine, you can go out. 
Get information about preventing COVID-19 here:
https://t.co/BGZxOPImG0",[],govcanhealth,decreas,decrease
2020-09-04,"Remind your kids the importance of hand-washing as they head back to school! 

Our coloring sheets help kids remember how stay healthy in the classroom during #COVID19: https://t.co/czZcRug7Sb https://t.co/J6JRLu3YkJ",['covid19'],govcanhealth,decreas,decrease
2020-09-03,"Be notified if someone you’ve been near reports a positive test result. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZRNr6M",[],govcanhealth,increas,equal
2020-09-03,"Protect yourself and your loved ones by knowing if you may have been exposed. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZRNr6M",[],govcanhealth,increas,equal
2020-09-03,"Protect yourself and your loved ones by knowing if you may have been exposed. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZS51Yk",[],govcanhealth,increas,equal
2020-09-03,"Be notified if someone you’ve been near reports a positive test result. Get the COVID Alert app so that, together, we can limit the spread of COVID-19. Download it here: https://t.co/l7w6ZS51Yk",[],govcanhealth,increas,equal
2020-09-03,@kainaatnadeem (3/4) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-09-03,"The #COVIDAlert app is now available in #Newfoundland and #Labrador. The app will notify you if you’ve recently been exposed to someone with #COVID19.
Download it today:
- Apple: https://t.co/lAPdKs5YFF
- Android: https://t.co/Pb6D4yJT2t https://t.co/ClF1UsAfDt","['covidalert', 'newfoundland', 'labrador', 'covid19']",govcanhealth,increas,equal
2020-09-03,"Are your kid’s hand-washing skills ready for back to school?

Check out our coloring sheets that educate your little ones how to stop the spread of #COVID19:
https://t.co/B3gbCl5gyZ https://t.co/WbhhzNngO1",['covid19'],govcanhealth,increas,equal
2020-09-02,"@NancyBoggard (4/4)
Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs",[],govcanhealth,increas,equal
2020-09-02,"Heading to the grocery store? Don’t forget your mask!

Get more tips to stay healthy and prevent the spread of #COVID19 while shopping here: https://t.co/L2U0TM7UD0 https://t.co/37buUVllU9",['covid19'],govcanhealth,increas,equal
2020-09-02,@CrMadhavadas @CanBorder (5/5) Please consult the following page for information for travellers without symptoms of COVID-19 returning to Canada: https://t.co/Jnbr6MisPs,[],govcanhealth,increas,equal
2020-09-01,LIVE: Federal health officials provide COVID-19 update. https://t.co/854svlEXru,[],govcanhealth,NoChange,equal
2020-09-01,"@Iam_AbhiSaini @CanBorder (2/4) If you arrive in Canada &amp; have started your 14 day mandatory quarantine / isolation but then have to leave the country before this period ends, you must:
•continue to quarantine or isolate until you depart Canada
•wear a non medical mask/face covering while around others",[],govcanhealth,NoChange,equal
2020-09-01,"@Iam_AbhiSaini @CanBorder (1/4) The Emergency Order requires all persons entering Canada, including returning Canadians, to isolate for 14 days if they have symptoms of COVID-19 or to quarantine for 14 days if they don’t have symptoms. This includes trips of short duration.",[],govcanhealth,NoChange,equal
2020-09-01,"@Iam_AbhiSaini @CanBorder (2/4) If you arrive in Canada &amp; have started your 14 day mandatory quarantine / isolation but then have to leave the country before this period ends, you must:
•continue to quarantine or isolate until you depart Canada
•wear a non medical mask/face covering while around others",[],govcanhealth,NoChange,equal
