date,tweet,hashtags
2020-10-08,"A6: There are many different #fluvaccines, including several injectable flu vaccines, or flu shots, and a nasal spray flu vaccine. Your doctor will recommend a flu vaccine that is right for you. Learn more at https://t.co/sOO702Caob. #HealthyLatinos https://t.co/Vfpp3EZPxL","['fluvaccines', 'healthylatinos']"
2020-10-08,"A6: Flu vaccination can reduce #flu illnesses, doctors’ visits, and missed work and school due to flu, as well as prevent flu-related hospitalizations and deaths. Getting a #fluvaccine this season is more important than ever; learn more: https://t.co/UhyMbBwiw0. #HealthyLatinos https://t.co/ifqpDmpyC4","['flu', 'fluvaccine', 'healthylatinos']"
2020-10-08,"A6: Getting a #fluvaccine this season is more important than ever, and the best time of year to get vaccinated for #flu is by the end of October. Use the Vaccine Finder tool to get vaccinated at a location near you: https://t.co/zULQ1J8GFs. #HealthyLatinos https://t.co/mgOkkHaZgG","['fluvaccine', 'flu', 'healthylatinos']"
2020-10-08,A5: Well-child visits and #vaccinations are essential to help protect your children against vaccine-preventable diseases. Work with their doctor or nurse to make sure your children stay up to date on routine vaccines: https://t.co/N4EvHmcubn. #HealthyLatinos https://t.co/JFbnvYLAiB,"['vaccinations', 'healthylatinos']"
2020-10-08,"A5: Adults need a #fluvaccine every year &amp; Td or Tdap vaccine regularly. You may need other vaccines based on your age, health conditions, job, lifestyle, or travel habits. Take this vaccine assessment to learn what vaccines you may need: https://t.co/8NusK24goK. #HealthyLatinos https://t.co/NX2w10TOvv","['fluvaccine', 'healthylatinos']"
2020-10-08,"A5: Vaccines aren’t just for kids! Getting vaccinated as an adult can help prevent certain infectious diseases and keep you from getting sick and missing work, school, or time with your family. Learn more about #vaccines you may need: https://t.co/J024JmJp5x. #HealthyLatinos https://t.co/45iAQRxhGX","['vaccines', 'healthylatinos']"
2020-10-08,"A4: Health is an important and valuable aspect of Hispanic and Latino culture. By staying healthy, you can help protect your families and make even greater contributions to your communities. #HealthyLatinos",['healthylatinos']
2020-10-08,"A4: Hispanic or Latino people can continue to wear masks in public, wash hands often, and stay 6 feet from others. Learn more about how to protect yourself and others: https://t.co/YhhcsdNb11. #HealthyLatinos",['healthylatinos']
2020-10-08,A3: This video explains what’s on the #COVID19 community testing form so community members would better understand what information is collected during testing. https://t.co/tksHkiKO5R #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,A3: This video shows the gear that #COVID19 testers wear for protection when performing tests so community members understand what to expect. https://t.co/J7XlfrdEmL. #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,A3: Wisconsin’s Brown County @DHSWI also developed videos in Spanish to explain different aspects of COVID-19. This video describes the steps of the drive-up &amp; walk-up COVID-19 testing process and to promote testing. https://t.co/7mBynOYP8S  #HealthyLatinos,['healthylatinos']
2020-10-08,"A3: Wisconsin’s Brown County @DHSWI and members of their community used social media to decrease stigma around #COVID19 testing, contact tracing, and isolation outside the home. #HealthyLatinos","['covid19', 'healthylatinos']"
2020-10-08,A3: The @RichmondCity_HD also worked to provide housing and culturally appropriate food boxes to community members who were facing housing and food insecurity due to #COVID19. #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,A3: The @RichmondCity_HD hired community health workers from the affected community to provide culturally responsive and linguistically appropriate #COVID19 public health services. #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,A3: The @growershipper Association of Central California also established quarantined housing for workers who have symptoms and developed a new system for expedited testing. https://t.co/jUuZGQ1VIT #HealthyLatinos,['healthylatinos']
2020-10-08,A3: The @growershipper Association of Central California developed guidance for #COVID19 prevention for farmworkers and partnered with local hospitals to provide onsite COVID-19 preventive training. https://t.co/jUuZGQ1VIT. #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,A3: The @CAPublicHealth: Housing for the Harvest Program also helps positive or exposed workers protect their loved ones and coworkers by giving them a space to self-isolate https://t.co/DFlVrb1XVl #HealthyLatinos,['healthylatinos']
2020-10-08,A3: The @CAPublicHealth: Housing for the Harvest Program offers temporary hotel housing to agricultural workers who need to isolate due to #COVID19. https://t.co/DFlVrb1XVl. #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,"A3: State health departments and private industries are working to tailor services for Hispanics, including frontline workers: #HealthyLatinos",['healthylatinos']
2020-10-08,"A3: All over the country, health departments and community organizations are making efforts to ensure Hispanic and Latino people have fair access to health. Of course, more are needed, but here are a few examples of their great work #HealthyLatinos",['healthylatinos']
2020-10-08,A2: Hispanic or Latino people may be reluctant to share accurate information to contact tracers due to fears about how information will be used. They may be reluctant to isolate outside their home because they do not want to separate from their family. #HealthyLatinos,['healthylatinos']
2020-10-08,"A2: Many people, including Hispanic or Latino people, may not have enough money to buy all the personal protective equipment they need. They might not have access to #COVID19 health services due to lack of insurance. #HealthyLatinos","['covid19', 'healthylatinos']"
2020-10-08,"A2: Some health conditions like asthma, obesity, and diabetes are more common in Hispanic or Latino people compared to others. These conditions, and others, make it more likely that someone who gets #COVID19 will get very sick. #HealthyLatinos","['covid19', 'healthylatinos']"
2020-10-08,"A2: Social factors, such as many generations or multiple families living in one home, also contribute to this disparity. With larger households, more people have the chance to be exposed, even if they don’t feel sick. #HealthyLatinos",['healthylatinos']
2020-10-08,A2: Such jobs may not have flexible leave policies or may not provide incentives to stay home when sick. #HealthyLatinos,['healthylatinos']
2020-10-08,A2: One reason that Hispanic or Latino people are getting #COVID19 more often is because many work in a job or live with someone who works in a job where they are more likely to be exposed to the virus. #HealthyLatinos,"['covid19', 'healthylatinos']"
2020-10-08,"A1: Culture, the ways we exercise, spend time with family, and foods we eat all affect our health. There are things Hispanic and Latino cultures share, but there’s also a rich diversity among the many cultures of these groups. #HealthyLatinos",['healthylatinos']
2020-10-08,"A1: All people should have the chance to be as healthy as possible. This means having fair access to high-quality health care, opportunities to take care of one’s self, and freedom from unfair barriers to health. #HealthyLatinos",['healthylatinos']
2020-10-08,"Handwashing, along with wearing a mask and staying 6 feet from others, are key to slow the spread of #COVID19. Despite this, a new study finds that 1 out of 4 people don’t wash hands after coughing, sneezing, or blowing their noses. Learn more: https://t.co/B8A3zEFDbm. https://t.co/o85WvL7m33",['covid19']
2020-10-08,"If you’re planning to stay with friends or family outside of your household to evacuate from Hurricane #Delta, talk with them about how you all can best protect yourselves from #COVID19. Find more safety tips here: https://t.co/FEQejNvKei. https://t.co/onXUxAJy4K","['delta', 'covid19']"
2020-10-08,Laboratory professionals: Working with potentially harmful materials and other hazards in the lab? Learn how to select appropriate personal protective equipment with CDC’s Fundamentals of Personal Protective Equipment course: https://t.co/0CMqYxFAFr. https://t.co/oYghkoJO43,[]
2020-10-08,"HCPs: Don’t miss today’s CDC Clinician Outreach and Communication (COCA) call, ‘Recommendations for Influenza Prevention and Treatment in Children: An Update for Pediatric Providers,’ 2-3pm ET: https://t.co/OYvkq7JFkM. #fightflu https://t.co/8PkobnWCfu",['fightflu']
2020-10-08,DYK? Quitting smoking will not interfere with your mental health treatment or make your depression worse. Learn how you can quit smoking at https://t.co/2q5d5nCBWk. https://t.co/Pgo27lpKr8,[]
2020-10-07,"In the past week, there were over 300,000 new #COVID19 cases reported, with 7 states reporting more than 10,000 new cases each. Help slow the spread. Wear a mask. Stay 6 feet apart. Wash your hands. See more data: https://t.co/1nMYQAjpSq. https://t.co/g0gdtTnUeq",['covid19']
2020-10-07,"During the pandemic, friends &amp; loved ones may be at risk of harm, especially when spending more time at home.
Here's how to be a great listener when they need you. 
See other resources that could help at #HowRightNow: https://t.co/9iUPk5VzYf.
(supported by @CDCFound) https://t.co/x2CkXsjXjc",['howrightnow']
2020-10-07,"Attend the next CDC COVID-19 Partner Update call, Monday, Oct. 19, at 3pm ET via Zoom. 
Topic: Campus Guidebook – Slow the Spread at US Colleges and Universities.
Register: https://t.co/TM1MgKvCG9.
#health #college https://t.co/9Tkh9AUAjW","['health', 'college']"
2020-10-07,In the path of #HurricaneDelta? Learn your community's evacuation routes and location of emergency shelters. They may be different this year due to #COVID19. https://t.co/fdkY8dTGZe #Delta https://t.co/3OTegZe5Kv,"['hurricanedelta', 'covid19', 'delta']"
2020-10-07,"We’re teaming up with @AdCouncil, @AmerMedicalAssn, and @CDCflu to encourage everyone to get their annual flu shot–it’s one thing we can all do to keep ourselves and our loved ones healthy. Visit https://t.co/Ii83gIVDev to learn more. 
#NoTimeForFlu #FightFlu #SleeveUp https://t.co/6KJmzGgw4y","['notimeforflu', 'fightflu', 'sleeveup']"
2020-10-07,"#HCPs: Mark your calendar for Thursday, October 8th for CDC Clinician Outreach and Communication (COCA) call, ‘Recommendations for Influenza Prevention and Treatment in Children: An Update for Pediatric Providers,’ 2-3 pm ET: https://t.co/P1SvWRUeHh. https://t.co/gWmhZ6w2HU",['hcps']
2020-10-07,"This #HispanicHeritageMonth, join us, @MinorityHealth, @OMH_espanol, and @FDAHealthEquity on Oct. 8 at 2 pm ET as we discuss the challenges, resources, programs and recommendations for Latinos amid #COVID19. Join the conversation using hashtag #HealthyLatinos. https://t.co/poOy3Ue2HX","['hispanicheritagemonth', 'covid19', 'healthylatinos']"
2020-10-07,"Today, join CDC's Q&amp;A from 12 pm to 2 pm ET to ask your questions about the importance of getting your #fluvaccine during the COVID-19 pandemic.

Visit CDC’s Instagram Story here: https://t.co/QV6qLVJhcG. https://t.co/MR2B3p5dxl",['fluvaccine']
2020-10-06,"Intimate partner violence (IPV) is a serious problem that has lasting, harmful effects. We must stop IPV from happening in the first place. Learn more about prevention efforts during Domestic Violence Awareness Month: https://t.co/FxHI2wvKsA. #DVAM2020 https://t.co/v9ayiqcJUY",['dvam2020']
2020-10-06,"Do you have questions about #flu or #fluvaccine?

Join us on Wednesday, October 7, 2020 as we answer your questions during our Instagram Q&amp;A from 12 pm to 2 pm ET. https://t.co/aIeEsgVvck","['flu', 'fluvaccine']"
2020-10-06,"#DYK Hispanics are one of the groups hardest hit by #COVID19? Let’s chat about this and learn about resources, programs, recommendations and more with @MinorityHealth, @OMH_espanol, CDC and @FDAHealthEquity on Oct. 8 at 2 pm ET. Use hashtag #HealthyLatinos to participate. https://t.co/CSXjzsmTBv","['dyk', 'covid19', 'healthylatinos']"
2020-10-06,"A new @CDCMMWR finds #COVID19 cases in Arizona went down after multiple prevention and control measures were put in place, including requiring masks and limiting gatherings. Learn more: https://t.co/FQe1RdmmAV. https://t.co/d43mATRmEk",['covid19']
2020-10-06,DYK the new definitions for health literacy? We’ve added them to our health literacy website. Tell us what you think of them. Watch a great video on health literacy too. https://t.co/vjaFpNzq2P. #HealthLiteracyMonth https://t.co/OPJYLoyo4N,['healthliteracymonth']
2020-10-06,"HPV vaccine helps prevent cancer-causing infections, genital warts, and cervical precancers. A new study in @NEJM confirms that #HPV vaccination also prevents invasive cervical cancer. #VaccinesSaveLives","['hpv', 'vaccinessavelives']"
2020-10-06,"CDC’s recommendations remain the same: People can protect themselves from #COVID19 by staying at least 6 feet away from others, wearing a mask that covers their nose &amp; mouth, washing hands frequently, cleaning touched surfaces often, and staying home when sick.",['covid19']
2020-10-06,"Close contact remains common way #COVID19 is spread. Some reports show situations of infection from more than 6 ft away. In these cases, transmission occurred in poorly ventilated, enclosed spaces w. activities involving heavy breathing (singing/exercise.) https://t.co/jaqhBO2BrY",['covid19']
2020-10-06,"CDC updates #COVID19 guidance, incl. information about potential for airborne spread. Based on current science, CDC believes people are more likely to become infected with COVID-19 the longer and closer they are to a person with COVID-19.  Full statement: https://t.co/JgNse3SuFd https://t.co/AMXayoT4Kx",['covid19']
2020-10-05,"Congratulations to CDC’s Vikram Krishnasamy, M.D., MPH, a 2020 #Sammies recipient for leadership in battling the opioid overdose epidemic. The Sammies recognize federal employees whose contributions exemplify the highest attributes of public service. https://t.co/q9VjAaG6TE https://t.co/3MnvdnLujx",['sammies']
2020-10-05,"Join @MinorityHealth, @OMH_espanol, CDC and @FDAHealthEquity on Oct. 8 at 2 pm ET for a bilingual Twitter chat about healthy behaviors and resources for Hispanics/Latinos including the #flu vaccine and #clinicaltrials in light of #COVID19. Use #HealthyLatinos to participate. https://t.co/MVYombsAza","['flu', 'clinicaltrials', 'covid19', 'healthylatinos']"
2020-10-05,"Thank you, essential workers! Your work keeps our communities going but may put you at higher risk of being exposed to #flu or #COVID19 if your job requires frequent public interaction. Protect yourself &amp; your community from flu: get a flu vaccine. https://t.co/aB80rv5iaj https://t.co/5x4QyozP69","['flu', 'covid19']"
2020-10-05,A new @CDCMMWR finds relatives who stayed in the same house at a family gathering developed #COVID19. The outbreak was likely sparked by a 13-year-old exposed to someone with COVID-19 before the gathering. Learn more: https://t.co/ikjagzopun. https://t.co/HNuhBo7iCu,['covid19']
2020-10-05,"Attend today’s CDC COVID-19 Partner Update Call, Mon, Oct 5, at 3pm ET via Zoom. 
Topic: Wear It, Don’t Share It – The Art and Science of Cloth Masks.
Register: https://t.co/9D9ZmoDeCT. #COVID19 #health https://t.co/68cfINqyCy","['covid19', 'health']"
2020-10-05,"The latest CDC #COVIDView report shows that weekly hospitalization rates declined for all adult age groups in August and September. However, weekly rates for pediatric age groups remained steady during the same period: https://t.co/zP4VYlo0Pb. https://t.co/Fu30uWQbQq",['covidview']
2020-10-04,#PublicHealth professionals can help promote #HealthEquity by building relationships with organizations that work with racial and ethnic minority groups. Learn how sharing information and collaborating with partners can help slow the spread of #COVID19: https://t.co/fAZAAzOjSR. https://t.co/epGIDlWIIb,"['publichealth', 'healthequity', 'covid19']"
2020-10-04,"Common home renovation activities like sanding, cutting, replacing windows, and removing cracked and peeling paint can create lead dust harmful to your child’s health. Take steps to protect your family while renovating your home: https://t.co/xlah90kDGa. https://t.co/ggi1YyQuYZ",[]
2020-10-03,#DYK? Your mask should cover your nose AND mouth to help protect others and slow the spread of #COVID19. Learn how to wear your mask correctly. https://t.co/l3eipKjvjF #WearAMask https://t.co/TRmUWcDgKJ,"['dyk', 'covid19', 'wearamask']"
2020-10-03,A Salmonella outbreak linked to pet bearded dragons has sickened 13 people in 8 states. Read these steps to learn how to keep you and your family healthy around your bearded dragon: https://t.co/C5uEi5rob3. https://t.co/fDUYWNub32,[]
2020-10-02,"A new CDC study finds that, in 46 US sites, less than 10% of blood samples had evidence of previous infection with the virus that causes #COVID19. Take steps to slow the spread. Wear a mask, wash your hands, and stay 6 feet apart. Learn more here: https://t.co/cQjF6l4XCe",['covid19']
2020-10-02,"#DYK? Blood samples are tested to determine if someone may have had #COVID19, even if they didn’t have symptoms. Learn more about how CDC is working with commercial labs to see how many Americans have had COVID-19. https://t.co/xR3HeZaCmf https://t.co/OD9fGkv27I","['dyk', 'covid19']"
2020-10-02,"The latest CDC #COVIDView report shows the percentage of people testing positive for #COVID19 is decreasing nationally. However, three regions (Central, Mountain, and Pacific Northwest) saw increases in this percentage: https://t.co/zP4VYl6pqB. https://t.co/bNhxN3lJyV","['covidview', 'covid19']"
2020-10-02,College administrators: Use CDC’s new monitoring and evaluation tools to see how your #COVID19 prevention and control strategies are working. Evaluation results can help you adjust your strategies to reduce the spread of COVID-19. Learn more: https://t.co/IqbGKN0sEE. https://t.co/1CUMgOCWRo,['covid19']
2020-10-02,"CDC’s Steven M. Teutsch Prevention Effectiveness (PE) fellows are doctoral degree professionals, specializing in economics, policy, industrial engineering, and health services research. Learn more &amp; apply now through Jan. 22, 2021 to be a #CDCPEFellow! https://t.co/sXFCbvyEYk https://t.co/eCe93JEPf3",['cdcpefellow']
2020-10-02,"As of September 28, national forecasts predict from 2,700 to 8,600 new #COVID19 deaths will be reported during the week ending October 24. These forecasts predict 219,000 to 232,000 total COVID-19 deaths in the US by October 24. More: https://t.co/Ft6cglTbrn. https://t.co/XgPcJixeaX",['covid19']
2020-10-02,A new @CDCMMWR finds that adults who had #COVID19 can develop a condition similar to multisystem inflammatory syndrome in children and have severe outcomes including requiring intensive care. Learn more: https://t.co/dU1tS85Sj3. https://t.co/RitCzJsLTL,['covid19']
2020-10-02,"Nearly 40% of #opioid and stimulant overdose deaths occurred while a bystander was present. Expanding bystander access to #naloxone, which can reverse opioid overdoses if administered in time, can save lives. Learn more in CDC’s recent #VitalSigns: https://t.co/3X18zLDpAA. https://t.co/kBVC4xt31X","['opioid', 'naloxone', 'vitalsigns']"
2020-10-01,#Parent: Keep your #child healthy by bringing them for their routine well-child and #vaccine visits. These visits continue to be important during the #COVID19 pandemic. Learn more: https://t.co/hNMEaojIDd. https://t.co/3iaxEMS8ES,"['parent', 'child', 'vaccine', 'covid19']"
2020-10-01,"Quitting smoking can be good for your mental health. For free help to stay smoke-free, call 1-800-QUIT-NOW to speak with a trained quit coach. https://t.co/TG9O4X4U1z",[]
2020-10-01,School administrators: Use CDC’s new monitoring and evaluation tools to see how your #COVID19 prevention and control strategies are working. Evaluation results can help you adjust your strategies to reduce the spread of COVID-19. Learn more: https://t.co/b8v77njalL. https://t.co/VOfYgp5kMN,['covid19']
2020-10-01,"A new @CDCMMWR report offers a snapshot of the partnership between CDC and state, tribal, local, and territorial health agencies in the first 6 months of the pandemic to better understand #COVID19 and inform guidance to prevent its spread. https://t.co/vOZBs9CAkT https://t.co/MGByPPgUjF",['covid19']
2020-10-01,Getting a #fluvaccine is more important than ever. Join @CDCflu’s Dr. Dan Jernigan and roll your #SleeveUp for a flu vaccine. The best time to get a flu vaccine is before #flu starts circulating in your area. Find a flu vaccine near you: https://t.co/657rmm2TKo. https://t.co/qQfhIzXa1B,"['fluvaccine', 'sleeveup', 'flu']"
2020-09-30,"Increases in #COVID19 vary by urbanization. Over the last 7 days, the COVID-19 case rates in rural counties were 20 per 100,000 people compared to 10 per 100,000 people, in large metro counties. Learn more about COVID-19 trends in your area: https://t.co/0Y3wOlTysj https://t.co/MVy6xotU98",['covid19']
2020-09-30,"As of September 27, #COVID19 cases were trending upward in 26 states, especially in the West and central parts of the country. In the last week, 6 states reported more than 10,000 new cases. Wear a mask. Wash your hands. Stay 6 feet from others. More: https://t.co/1nMYQAjpSq https://t.co/QiEmt2vj4d",['covid19']
2020-09-30,Salmonella Outbreak: 32 people in 17 states have become sick after contact with pet hedgehogs. Always wash your hands after touching hedgehogs and their habitats. https://t.co/KiKFRCv5n4 https://t.co/4mN6wHJZSx,[]
2020-09-30,"Join the next CDC COVID-19 Partner Update Call, Monday, Oct. 5, at 3pm ET via Zoom. Topic: Wear It, Don’t Share It – The Art and Science of Cloth Masks.
Register: https://t.co/9D9ZmoDeCT.
#COVID19 #sciencenews #health https://t.co/3rS84FcLCX","['covid19', 'sciencenews', 'health']"
2020-09-30,"With over 87.5 million doses of flu vaccine already distributed, the 2020-2021 #fluvaccine is available now! September and October are good times to get vaccinated. To find a vaccine in your community, visit: https://t.co/oShSIhJM8x. https://t.co/wqgzP14bKm",['fluvaccine']
2020-09-30,"#DYK? Cloth masks should be washed after each use. Masks, when combined with other every day steps like washing your hands often and staying 6 ft apart, help slow the spread of #COVID19. Learn how to wash your mask properly: https://t.co/duj5ntAcDV. #WearAMask https://t.co/iMwR46Bh2B","['dyk', 'covid19', 'wearamask']"
2020-09-30,"The national framework includes @US_FDA, @NIH, @DeptofDefense, @NatlParkService, @USGS, @USDA, @EPA, and @fema.",[]
2020-09-30,The federal government’s national framework for #vectorbornedisease outlines a plan for prevention and control. See the goals &amp; priorities stakeholders will work toward to create a nation where vector-borne disease no longer threatens #publichealth: https://t.co/qZ3xH8ICAI. https://t.co/5wSCcoN8DP,"['vectorbornedisease', 'publichealth']"
2020-09-30,Another rise in #AcuteFlaccidMyelitis cases is anticipated this fall. Read what CDC and partners are doing to address gaps in knowledge about #AFM etiology and pathogenesis in @CDC_EIDjournal: https://t.co/xys6qwMpPl. https://t.co/6jHm7DrHde,"['acuteflaccidmyelitis', 'afm']"
2020-09-29,"Lead-based paint and lead-contaminated dust are the most common and dangerous sources of lead poisoning for young children in the U.S. If you are repairing or renovating your home, take steps to work safely. https://t.co/Ln1kWGHR2W https://t.co/PEnravTyZw",[]
2020-09-29,"Order or download FREE Get Ahead of Sepsis materials today! Share these educational resources to help others know the risks, spot the signs and symptoms, and ACT FAST. https://t.co/wmk4FLjwm2 #SAM2020 https://t.co/u4sz9B7RTF",['sam2020']
2020-09-29,"Vaccination is one of the best ways #parents can protect their children from 14 serious diseases before the age of two. For everything you need to know about your baby’s #vaccines and how to prepare for vaccine visits, see: https://t.co/WEBpYmlfig. #HowVaccinesWork https://t.co/IlhisEUHdC","['parents', 'vaccines', 'howvaccineswork']"
2020-09-29,"A new @CDCMMWR details rapid spread of #COVID19 at a university shortly after opening. Many of the cases were linked to residence halls, fraternities/sororities, off-campus apartments, &amp; athletic teams. Learn more: https://t.co/TVDq49frkF. https://t.co/MBz6HMH3Qg",['covid19']
2020-09-29,"New @CDCMMWR shows #COVID19 infections among 18-22 year-olds increased more than 50% from early August to early Sept. Everyone needs to help slow the spread of COVID-19. Wear a mask, stay 6 feet from others, wash hands often, &amp; stay home when sick. https://t.co/OLCkD1v23I https://t.co/hu7R5QFlpb",['covid19']
2020-09-29,Clinicians: Join our efforts to #FightFlu by sharing graphics and messages included in @CDCFlu’s HCP #FightFlu Toolkit across your social media accounts: https://t.co/6x9Mac9vXV. https://t.co/iwl1oG461U,"['fightflu', 'fightflu']"
2020-09-28,"Catching a flight? Keep these key times in mind for when to stay 6 feet apart from others at the airport. Remember to take other steps too, such as wearing a mask throughout your trip and washing your hands often. Learn more: https://t.co/tUTWHJ7JHr. https://t.co/gbrgeQsUtl",[]
2020-09-28,Getting a #fluvaccine is more important than ever – and the best protection from #flu this winter. Protect yourself and your loved ones. Learn more about flu vaccine benefits: https://t.co/NjYVj923Zq. https://t.co/r9kwVQLX6k,"['fluvaccine', 'flu']"
2020-09-28,"Laboratory professionals: Assess your knowledge of potential biothreat agents you may encounter during routine laboratory work-ups of blood, bodily fluids, and other specimens with CDC's Biothreat Preparedness Training: https://t.co/gh6ic6vrM9. https://t.co/uJNCtzKWI5",[]
2020-09-28,A new @CDCMMWR shows rates of #COVID19 among adolescents ages 12–17 were twice that of children ages 5–11. Read the full report: https://t.co/YqeKiQkXhp. https://t.co/zIeQXanopo,['covid19']
2020-09-28,"CDC collaborates with partners to prevent &amp; control #rabies around the world. Learn how CDC is working to eliminate human deaths from dog-transmitted rabies by 2030. #Zeroby30: https://t.co/xIEYL2MxeC #WorldRabiesDay

@RabiesAlliance @OIEAnimalHealth @APHL @MissionRabies @PAHOWHO https://t.co/6eANOagjJB","['rabies', 'zeroby30', 'worldrabiesday']"
2020-09-28,"The latest CDC #COVIDView report shows that adults 65 and older and adults ages 50 – 64 have the highest cumulative #COVID19-associated hospitalization rates, followed by adults ages 18 – 49, children ages 0 – 4, and children ages 5 – 17: https://t.co/DmfPOAPMjW. https://t.co/vZn7droqu7","['covidview', 'covid19']"
2020-09-27,"#WearAMask in public to help slow the spread of COVID-19, but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If you’re not wearing your mask properly, #COVID19 particles can spread. 

Learn more: https://t.co/iOQv5OMdKA. https://t.co/Y0EBFhoGID","['wearamask', 'covid19']"
2020-09-27,"Holidays are an essential part of #faith for millions of Americans. If you gather in person, #WearAMask, wash your hands, stay at least 6 feet apart, &amp; bring your own worship materials. https://t.co/MmHlQuEqWc https://t.co/5MdNT0Gmxe","['faith', 'wearamask']"
2020-09-26,"#WearAMask to help slow the spread of #COVID19. When removing your mask, handle only the ear loops or ties, and fold the outside corners together. Be careful not to touch your eyes, nose, or mouth, and wash your hands after removing.  

Learn more: https://t.co/iOQv5OMdKA. https://t.co/AZ9HL5F6By","['wearamask', 'covid19']"
2020-09-26,"If you have a child with special healthcare needs, you and your family can prepare ahead of an emergency event by developing a written emergency care plan and practicing that plan. Get started with our emergency kit checklists: https://t.co/RZEyvb1yLO. #PrepYourHealth https://t.co/FVAu3TkJgV",['prepyourhealth']
2020-09-25,"As of September 21, national forecasts predict 3,400 to 7,400 new #COVID19 deaths will be reported during the week ending October 17. These forecasts predict 214,000 to 226,000 total COVID-19 deaths in the US by October 17. More: https://t.co/Ft6cgmaMPX https://t.co/ODHv6Z4h5p",['covid19']
2020-09-25,"The latest CDC #COVIDView report shows that the percentage of people testing positive for #COVID19 continued to decline nationally. However, three regions (Central, Mountain, and Pacific Northwest) saw increases in this percentage: https://t.co/zP4VYlo0Pb. https://t.co/KnlcyeuiSD","['covidview', 'covid19']"
2020-09-25,"School administrators: Learn more about the indicators you can use to prepare, plan, and respond to #COVID19. For each indicator, we provide benchmarks for lowest to highest COVID-19 risks for school operations. Learn more: https://t.co/Wytp7O8Wgx. https://t.co/JVHTadrccQ",['covid19']
