date,tweet,hashtags
2020-10-07,"HPV is one of the most common sexually transmitted infections. Some HPV infections cause anal and genital warts while others can lead to cervical, mouth, throat, anal, and penile cancer. Get vaccinated and join the fight against HPV. #CanadaVsHPV #HPVPW20
https://t.co/yJJYXP8hok https://t.co/eTpmQpm3yf","['canadavshpv', 'hpvpw20']"
2020-10-07,Text messages promoting #COVIDAlert were sent to certain Quebec residents in English only by certain cell phone companies. We have asked them to correct the situation.,['covidalert']
2020-10-06,"Are you in a province or territory that hasn't onboarded the #COVIDAlert app yet? Download it today so when your province is on board, you will be too! https://t.co/FEi5wmCn3r
#COVID19 https://t.co/GUsXmpfawu","['covidalert', 'covid19']"
2020-10-06,"Did you know vaccines help lower your risk of infection? They work with the body’s natural defenses to develop immunity to disease. 

Learn how vaccines work here: 
https://t.co/uUSeACRK9x https://t.co/VZJR6YRWdj",[]
2020-10-06,"October is #AutismAwarenessMonth. Are you looking for credible, evidence-based information on autism? Visit @aidecanada to access online resources and find programs and supports in your area: https://t.co/1h7BwmMhoZ https://t.co/WKbhccskpN",['autismawarenessmonth']
2020-10-06,"@Abaconnor @ServiceCanada_E (2/2) Health Canada will not make a decision on whether to authorize this or any other vaccine until it has received the necessary evidence to support its safety, effectiveness and quality.",[]
2020-10-06,"@Abaconnor @ServiceCanada_E (1/2) Hi, thank you for your message. Health Canada will be doing a rolling review of AstraZeneca's vaccine data to make sure it meets the Department's rigorous safety and efficacy requirements.",[]
2020-10-06,LIVE: Federal ministers and health officials provide #COVID19 update https://t.co/XsyJdtpopb,['covid19']
2020-10-06,"An adverse reaction is a harmful and unintended #SideEffect to a health product. If you think you have experienced an adverse reaction, report it to #HealthCanada. Your report can help make these products safer for all Canadians. https://t.co/j0n5MgZLir https://t.co/9iTFrgKKFY","['sideeffect', 'healthcanada']"
2020-10-06,"@_stephcee @Canada (2/2) Some travellers are exempt from the Mandatory Isolation Order. To learn more about who is exempt, please visit:  https://t.co/ZggI7GcrRi",[]
2020-10-06,"@_stephcee @Canada (1/2) Please note that the ArriveCAN App does not enquire about citizenship. It will ask you for the travel document type you are using, including the document number and country of issuance.",[]
2020-10-06,Use the #cannabis calculator to help you stay within the legal public possession limit. #legalcannabis https://t.co/1XOklTbo9I https://t.co/fgyM33K3rg,"['cannabis', 'legalcannabis']"
2020-10-05,"The #COVIDAlert app has launched in #Quebec. Get notified if you've been exposed to #COVID19 and protect your community.
Download it today. 📲
Apple: https://t.co/DPZbvOHPi9
Android: https://t.co/EiIKn0Sa3A https://t.co/588c9NuQlg","['covidalert', 'quebec', 'covid19']"
2020-10-05,"Are you pregnant or planning a pregnancy? Changes in your immune system during pregnancy could lead to serious complications from the #flu. The #flushot is safe and recommended for expecting moms. 
https://t.co/FPS3Hl19fN https://t.co/WJhZyMJSmN","['flu', 'flushot']"
2020-10-05,"(3/3) There are 138 analytical testing licence holders in Canada. Last week, we issued 1 new analytical testing licence. #CDNCannabisReg 
https://t.co/GoZP3r1jWW",['cdncannabisreg']
2020-10-05,"(2/3) Last week, we issued 2 new research licences. We have issued a total of 358 #cannabis research licences in Canada. #CDNCannabisReg","['cannabis', 'cdncannabisreg']"
2020-10-05,"(1/3) There are now 496 #CannabisLicence holders in Canada. Last week, we approved 10 new licence holders. #CDNCannabisReg 
https://t.co/rdT9K0tJU9 https://t.co/2HVby9RKhk","['cannabislicence', 'cdncannabisreg']"
2020-10-05,"Heading out? Consider using a reusable #mask instead of a disposable one! Not only can they help reduce the spread of #COVID19, they can help minimize your impact on the #environment. More: https://t.co/30NukQkOIz https://t.co/oAZeYxldwm","['mask', 'covid19', 'environment']"
2020-10-05,"@guramritpal_Dr Hi, Since the app first launched, 800 people have voluntarily input their one-time key to notify others around them after testing positivefor COVID-19.",[]
2020-10-05,"@JWMW2020 (2/2) If you test positive for COVID-19, you're encouraged, but not required, to input the one-time key provided by a healthcare authority to alert those who may have been in close proximity to you. This can help keep your family, friends, and neighbours safe.",[]
2020-10-05,"@JWMW2020 (1/2) Hi, Downloading the app is voluntary for all Canadians. You can uninstall the app or turn off the Bluetooth functionality at any time.",[]
2020-10-05,"@philpellat @GouvCanSante @ErinlashipleyS You are correct. Specifically, for iPhones, this means any model that is newer than an iPhone 6. The most recent software updates for iOS must be installed – iOS 13.5.",[]
2020-10-05,"@minuenn Hi, For more information on COVID-10 for Government of Canada employees, please visit: https://t.co/Pxn2kjfqnz",[]
2020-10-05,"As Thanksgiving approaches, remember that how you choose to celebrate affects others. Consider planning online gatherings or doing other low-risk activities to help limit the spread of #COVID19. https://t.co/bX8lZxvWlQ https://t.co/x9n2YQgKfx",['covid19']
2020-10-05,"Taking care of yourself includes #MentalHealth as well as physical health, especially during #COVID19. This #WorldMentalHealthDay, take the time to do something positive for your mental health. Learn more: https://t.co/bNJCricR0Z https://t.co/uB5lAtMRJp","['mentalhealth', 'covid19', 'worldmentalhealthday']"
2020-10-05,"#Breastfeeding is important for the health of mothers and babies, and helps protect against infections and diseases. Learn more about breastfeeding so you can help support a new mother: 
https://t.co/uKbFTNTWqh #BreastfeedingWeek https://t.co/YsszlwaKJH","['breastfeeding', 'breastfeedingweek']"
2020-10-04,"#RECALL of unauthorized biologic eye drop, Regener-Eyes Ophthalmic Solution because it may pose serious risks to health #medsafety https://t.co/pWxMUbbF6O","['recall', 'medsafety']"
2020-10-04,"Curious about updated #COVID19 risk guidelines? Here’s a quick list of activities:

✅ Picnics, BBQs, camping

🚫 Bars, gyms, crowded travel

For more information: https://t.co/PptDXJ348d https://t.co/3IPsvRgRfx",['covid19']
2020-10-03,Getting ready to do some renovating or landscaping during the #COVID-19 pandemic? Protect yourself from injury and hearing loss with these tips: https://t.co/AVUdkptX4v #backyardsafety #DIYsafety https://t.co/3Z1vhQm4LQ,"['covid', 'backyardsafety', 'diysafety']"
2020-10-02,"To better protect Canadians against unintentional ingestion of #handsanitizer, Health Canada has released new packaging and warning requirements for products in food or beverage containers. Find out more: https://t.co/1lne1uXHnf https://t.co/G6u1fnQNv2",['handsanitizer']
2020-10-02,The Government of #Canada continues to take action in collaboration with partners across the country to respond to the #overdosecrisis. Learn more about how these measures are supporting people at risk of overdose during the #COVID19 outbreak: https://t.co/taZpdd4d3j https://t.co/ExnO7x5EME,"['canada', 'overdosecrisis', 'covid19']"
2020-10-02,"Get ready #PrinceEdwardIsland and #NovaScotia! Download the #COVIDAlert app today so when your province comes on board, you will too: https://t.co/1yRmeIQd63 #COVID19 https://t.co/7NEkAcPw8o","['princeedwardisland', 'novascotia', 'covidalert', 'covid19']"
2020-10-02,"New data is helping to build a better understanding of the relationship between opioid-related harms and mental health. This new analysis will inform initiatives to address the opioid #overdosecrisis in #Canada.
Read the brief report: 
https://t.co/39ngozWpjP https://t.co/gxWwrB3Ctk","['overdosecrisis', 'canada']"
2020-10-02,"Cooking more often is a great way for you and your kids to develop healthy eating habits. What are you cooking with your family tonight? https://t.co/pzGhvXfe3K
#CanadasFoodGuide https://t.co/qxvyPDCVL8",['canadasfoodguide']
2020-10-02,"Today, numerous Jewish Canadians start the celebration of #Sukkot. To stay safer, gather with your consistent in-person bubble and follow local public health advice. If going out, consult: https://t.co/ON2HpGrMNw https://t.co/q1Iqb6Khoh",['sukkot']
2020-10-02,"#COVIDAlert, Canada's exposure notification app, is now available in #Manitoba. People who test positive for #COVID19 receive a one-time key to be entered into the app. Do your part, download it today.

Apple: https://t.co/1QlCgWnBNO
Android: https://t.co/gAznwoTd4z https://t.co/6sAnZTIy8f","['covidalert', 'manitoba', 'covid19']"
2020-10-02,"Today is World No Alcohol Day. Though widely accepted in society, drinking #alcohol can lead to short- and long-term risks. Learn more on reducing the risk when consuming alcohol: https://t.co/jj7oyswDBD https://t.co/ZdU4UTjGBd",['alcohol']
2020-10-02,"Today, Health Canada received its first submission for authorization for a #COVID19 vaccine. The Department will be reviewing the company’s data to make sure it meets our high standards for safety, efficacy and quality. https://t.co/kmkfWuccS4 https://t.co/o7A5bdREmz",['covid19']
2020-10-02,"#PHAC is teaming up with Canada’s video game industry to raise awareness about the #COVID19 public health measures youth and young adults (aged 13 to 29) can take to help #CrushCOVID this fall. Learn more: https://t.co/tVw7gcMhvG
@ESACanada https://t.co/tonO3gO1VT","['phac', 'covid19', 'crushcovid']"
2020-10-01,"DYK? #Wildfire smoke can affect communities thousands of kilometers away. 

Find out more about the health impact of wildfire smoke at: https://t.co/vzUxqMg0r4 https://t.co/gU1yR6IA5h",['wildfire']
2020-10-01,"Travelling to Canada and want to save time at the border? A dedicated lane is now available for #ArriveCAN App or website users at Calgary International Airport  @FlyYYC ✈
Download #ArriveCAN now:
https://t.co/TrrK4tIvg0
@CanBorder https://t.co/EgKOx2t2Mi","['arrivecan', 'arrivecan']"
2020-10-01,"#Manitoba - protect your community by downloading the #COVIDAlert exposure notification app. You will receive an alert if you've been exposed to a user who has entered their diagnosis into the app.

Available on Apple: https://t.co/Jc3FCWL3RM
and Android: https://t.co/b2h0vdjjcm https://t.co/pZ3NbZpw2a","['manitoba', 'covidalert']"
2020-10-01,FINAL UPDATE: #Salmonella illness reporting linked to this outbreak has significantly decreased over the last 3 weeks. The outbreak appears to be over and the investigation has been closed. Onions imported from the U.S. are no longer under investigation https://t.co/SiHuKlbWO5 https://t.co/FfDamYLzBG,['salmonella']
2020-10-01,"Oct 1-7 is Breastfeeding Week in Canada and this year’s theme is “Support Breastfeeding for a Healthier Planet”.  #Breastfeeding benefits your baby, you and for the environment. For more great reasons to breastfeed: https://t.co/d7LdhYxJM7
#BreastfeedingWeek https://t.co/RLtQ9Lfb7V","['breastfeeding', 'breastfeedingweek']"
2020-10-01,"From January 1 to March 31, 2020, 77% of accidental opioid-related deaths involved #fentanyl. Fentanyl is a very potent opioid pain reliever and is also found in street drugs. A few grains can be enough to kill you. See the latest national data: https://t.co/8uiRcVQADr https://t.co/UZ56rfADlI",['fentanyl']
2020-10-01,#ADVISORY: Have you purchased Zytec Germ Buster #handsanitizer? Make sure the product you have isn’t a counterfeit version of the licensed product. Find out more: https://t.co/n5KdMc2cs1,"['advisory', 'handsanitizer']"
2020-10-01,"Wondering which activities carry a low or high risk of #COVID19? 

Check out our factsheet to learn how to assess your risk of exposure to #COVID19 and to see examples of low-, medium- and high-risk activities. https://t.co/2Y3oFqThZW https://t.co/SftgqQmK6Z","['covid19', 'covid19']"
2020-10-01,"Travelling to Canada and want to save time at the border? A dedicated lane is now available @TorontoPearson for those who have submitted their info via the #ArriveCAN App or website ✈
Download #ArriveCAN now: https://t.co/FfTRjzg8bu
@CanBorder https://t.co/juSgBEbNOk","['arrivecan', 'arrivecan']"
2020-10-01,"#RECALL Hanamint Swivel Rockers, Club Swivel Rockers and Club Swivel Gliders recalled due to Fall Hazard https://t.co/N2niNMzqVK",['recall']
2020-10-01,"The #COVIDAlert app is now available in #Manitoba. Get notified if you've been exposed to another app user with #COVID19 who has entered their diagnosis into the app.

Download it today.

Apple: https://t.co/yRHuGIfWLw
Android: https://t.co/kWFy41VeJA https://t.co/0gTbhni32h","['covidalert', 'manitoba', 'covid19']"
2020-10-01,Do you feed your dog pig ear treats? Paws Up! and Western Family brands of pig ear dog treats sold at Canadian Tire and Save-On-Foods are linked to #Salmonella illnesses. Do not feed these products to your dog. More advice:  https://t.co/Z0cMnWlNmL https://t.co/F1VNZnkEjN,['salmonella']
2020-10-01,"Travelling to Canada and want to save time at the border? A dedicated lane is now available at @yvrairport  for those who have submitted their info via the #ArriveCAN App or website ✈
Download #ArriveCAN now:
https://t.co/TulZlEdlEb
@CanBorder https://t.co/WHNoBCbb1a","['arrivecan', 'arrivecan']"
2020-10-01,"Good health adds years to life. Older people are an integral part of families and communities and strengthen our society. This #NationalSeniorsDay, learn more about what you can do to make healthy ageing choices: https://t.co/m3AjYT7Glr https://t.co/crgUfxblct",['nationalseniorsday']
2020-09-30,"Join the 3 million Canadians already using #COVIDAlert, the national exposure notification app. 📲 The more people that use the app, the more we can keep our communities safe. Download it today: https://t.co/1KcWEY00gV
#COVID19 https://t.co/8FIoFW0ez0","['covidalert', 'covid19']"
2020-09-30,"New data: 1,067 hospitalizations related to #opioid poisonings occurred between January 1 and March 31, 2020, in #Canada. Learn more about opioids and how to reduce risks of overdoses: https://t.co/7hYTWv5K24 https://t.co/PoJxJFqLIY","['opioid', 'canada']"
2020-09-30,"#ADVISORY : Allergan Inc. withdraws its drug #Fibristal, widely prescribed to women with #uterinefibroids, from the Canadian market due to the risk of serious liver injury  https://t.co/F8EDlFne4H
#medsafety","['advisory', 'fibristal', 'uterinefibroids', 'medsafety']"
2020-09-30,"It’s #BackToSchool season, and that means #fluseason is just around the corner! Help stop the spread of germs. Remind kids to follow public health measures, and practice good hygiene. https://t.co/ak2CnDjeoi\ https://t.co/RwwhOcFLV0","['backtoschool', 'fluseason']"
2020-09-30,Good job Canada. 🇨🇦 The #COVIDAlert exposure notification app has been downloaded 3 million times! Keep doing your part to reduce the spread of #COVID19. 📱 Download the app today: https://t.co/OxZa3xvxco https://t.co/xXc4mVSluS,"['covidalert', 'covid19']"
2020-09-30,"Between January 1 and March 31, 2020, 1,018 people died of opioid-related overdoses in #Canada.
96% of these deaths were accidental.
Learn more about the updated national data: https://t.co/S22LqIBkHa 
#DontUseAlone #NaloxoneSavesLives #EndTheStigma https://t.co/KBQTuUIwqB","['canada', 'dontusealone', 'naloxonesaveslives', 'endthestigma']"
2020-09-30,#RECALL Various Petzl low-stretch kernmantle ropes recalled due to possible fall hazard https://t.co/SfhPDQpHdc,['recall']
2020-09-30,"No #shoes on in the house! Leaving your shoes at the door stops the spread of potentially dangerous substances in your #home.

For more on a #HealthyHome: https://t.co/1eyeWtF0Qq https://t.co/k99a8UXpYw","['shoes', 'home', 'healthyhome']"
2020-09-30,NEW OUTBREAK: There are 8 cases of #Salmonella Typhimurium illness linked to contact with pig ear dog treats. Three individuals were hospitalized and one person has died. Do not feed your dog any Paws Up! or Western Family brands of pig ear dog treats.   https://t.co/ENXHuwSRfV https://t.co/KwJAWrkQhB,['salmonella']
2020-09-29,#Advisory Update: Recall of certain hand sanitizers that may pose health risks https://t.co/SfBMr0630M,['advisory']
2020-09-29,"It can be hard to know where to turn for information about #vaccines. We’re here to help!

➡️ Vaccines are safe 
➡️ #VaccinesWork
➡️ #VaccinesSaveLives

Get the facts: https://t.co/S4sJfDPYCz https://t.co/OZ9Y9OlnKy","['vaccines', 'vaccineswork', 'vaccinessavelives']"
2020-09-29,"#Ticks are active anytime the temperature is above freezing.  Prevention is important. Always do a full body tick check on yourself, your family, pets and gear after being outdoors. https://t.co/CrkRsT3Ehz #TickSmart https://t.co/Ar3epicgeu","['ticks', 'ticksmart']"
2020-09-29,LIVE: Federal ministers and health officials provide update on the response to COVID-19 https://t.co/CtoCNz7NeJ,[]
2020-09-29,Today is #WorldHeartDay! ❤️  Taking care of your #heart is important to stay #healthy. Learn more about how you can reduce your risk of #heartdisease : https://t.co/cCvwDjIE9f https://t.co/kynwXR3giy,"['worldheartday', 'heart', 'healthy', 'heartdisease']"
2020-09-29,"@OlgaPena Hi, If you are experiencing issues with the COVIDAlert app, you can contact us directly at: hc.AlerteCOVIDAlert.sc@canada.ca",[]
2020-09-29,"@CHeartsTrees @OlgaPena Hi, If you are experiencing issues with the COVIDAlert app, you can contact us directly at: hc.AlerteCOVIDAlert.sc@canada.ca",[]
2020-09-29,"@OlgaPena @CHeartsTrees Hi, If you are experiencing issues with the COVIDAlert app, you can contact us directly at: hc.AlerteCOVIDAlert.sc@canada.ca",[]
2020-09-29,"@shabanaranee Hi, we suggest you contact the local Health Authority for the province you are currently in. You can find their coordinates here: https://t.co/KVgmN0JN8P",[]
2020-09-29,"Did you know that cooking is one of the largest sources of air pollution in your home? Liu Sun wants you to remember to turn on your kitchen fan!

Read more on the Science of Health blog!
https://t.co/Syszu0vrwo https://t.co/bVkWLOslRg",[]
2020-09-28,"Want to stay updated on #COVID19 ?
Check out #COVIDTrends to have instant access to COVID-19 cases and deaths in your region from the last 14 days. Learn more: https://t.co/EW8j9WUYaK https://t.co/Fz7HjszL2V","['covid19', 'covidtrends']"
2020-09-28,"(3/3) There are 137 analytical testing licence holders in Canada. https://t.co/EGN75xO0uO
#CDNCannabisReg",['cdncannabisreg']
2020-09-28,"(2/3) Last week, we issued 1 new research licence. We have issued a total of 356 #cannabis research licences in Canada. #CDNCannabisReg","['cannabis', 'cdncannabisreg']"
2020-09-28,"(1/3) There are now 486 #CannabisLicence holders in Canada. Last week, we approved 7 new licence holders.
https://t.co/JvHsE3bXTa
#CDNCannabisReg https://t.co/2T8zUgeyI7","['cannabislicence', 'cdncannabisreg']"
2020-09-28,"Vaccinating your #pet helps to keep them, you and your household safe from #rabies found in wild animals in Canada. End rabies: collaborate, vaccinate! More:  https://t.co/AuKCMgaJbh 
#WorldRabiesDay https://t.co/nUFFEiFV9z","['pet', 'rabies', 'worldrabiesday']"
2020-09-27,"Having dinner in the backyard during #COVID-19? When using outdoor torches, keep them away from anything flammable and put them out when you call it a night.

Get more tips: https://t.co/3NV4RWqwtd #backyardsafety #firesafety https://t.co/fCMOnQNpmR","['covid', 'backyardsafety', 'firesafety']"
2020-09-26,"Gardening during #COVID19? Safety equipment like safety glasses, work boots, gloves, and ear protection can help reduce the risk of injury when gardening and mowing the lawn. 

More tips: https://t.co/nXslou6cgc #backyardsafety #gardening https://t.co/RmUFK94CdO","['covid19', 'backyardsafety', 'gardening']"
2020-09-25,#RECALL Norwex Lysere Advanced Antioxidant mouthwash recalled due to potential microbial contamination  https://t.co/GqFtZ8K18S,['recall']
2020-09-25,"The Dementia Community Investment is looking for evidence-based, virtual, community-based projects that help address the challenges of #COVID19 and contribute to the wellbeing of those living with #dementia and caregivers. 

Learn more: https://t.co/t9Ljyjd8rv https://t.co/RBo8t2pK2u","['covid19', 'dementia']"
2020-09-25,"For the latest research on health promotion, chronic disease prevention and the #COVID19 pandemic in Canada, look to the #HPCDP Journal’s rapid release series, available online now. Learn more: https://t.co/RWlbUz2LAW https://t.co/79V3pKBOo2","['covid19', 'hpcdp']"
2020-09-25,Not everyone who feels sick will see a Dr or get tested. The FluWatchers program aims to get data from these individuals to get a better sense of flu-like illness in the community. Sign up to be a #FluWatcher. https://t.co/AeDwPS2rAp https://t.co/vaABLjxdsS,['fluwatcher']
2020-09-25,Interested in #cannabishealthproducts ? Health Canada has published a summary of a consultation it held with Canadians last summer on the potential market for non-prescription health products containing cannabis. Find out more: https://t.co/Q6WEljYnfV https://t.co/XfPnLPq5nj,['cannabishealthproducts']
2020-09-25,"We are dedicated to protecting Canadians from #COVID19. We must trust in #science to lead the fight until a safe and effective vaccine becomes available. Until then, we must keep our guard up.  

Details: https://t.co/wkH2tvglK2 #ThroneSpeech https://t.co/WW3D6omxp6","['covid19', 'science', 'thronespeech']"
2020-09-25,#RECALL: Do you have any Norwex Lysere Advanced Antioxidant mouthwash? Find out about the recall and what to do: https://t.co/GZKyznbCtd https://t.co/mkfZ2dNWVr,['recall']
2020-09-25,"@JoBlakely42 Currently, the app can be used on Apple or Android phones released within the past 5 years. The most recent software updates for iOS must be installed (iOS 13.5). Android phones must be running Android version 6 or later.
For more info:
https://t.co/9gGjO5jzsm",[]
2020-09-25,"@rob_wright4 Currently, the app can be used on Apple or Android phones released within the past 5 years. The most recent software updates for iOS must be installed (iOS 13.5). Android phones must be running Android version 6 or later.
For more info:
https://t.co/9gGjO5jzsm",[]
2020-09-25,"Become a #FluWatcher and help us track the #flu and #COVID19. It’s fast and anonymous! Sign up today here:
https://t.co/ZtFVxqYLNK https://t.co/rKu2O1sBQz","['fluwatcher', 'flu', 'covid19']"
2020-09-25,"#Recall of MAR-Diltiazem CD, a drug used to treat #angina and #hypertension https://t.co/hzSYhzTphi","['recall', 'angina', 'hypertension']"
2020-09-25,"Avoid the red!

Stay safe and protect yourself, your family and your community from #COVID19.

-Continue #PhysicalDistancing
-Keep within your #SocialBubble
-Avoid high-risk activities

Learn more: https://t.co/WZqUlfaVIA https://t.co/OWkBvs1ngu","['covid19', 'physicaldistancing', 'socialbubble']"
2020-09-25,#ICYMI – We’re inviting interested parties to submit a proposal to develop innovative community-based projects to support #mentalhealth of Black LGBTQI+ Canadians. Visit: https://t.co/pdMLvmMAfN #BlackCanadians https://t.co/TC2i6inKfZ,"['icymi', 'mentalhealth', 'blackcanadians']"
2020-09-25,"Substance use and the #COVID19 pandemic: a conceptual model on how they intersect? Learn more through the #HPCDP Journal’s rapid release series, available online now. https://t.co/y2SsYVDmHz https://t.co/1ZInA4JU6E","['covid19', 'hpcdp']"
2020-09-24,"Science Literacy Week is about making science accessible to everyone! Read inspiring stories from women who are passionate about science in Canadian STEM Femmes! #SciLit
https://t.co/CmHH5ktl9H https://t.co/RlkGebT8Ck",['scilit']
