id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1316804061354749957,1316804061354749957,2020-10-15 15:12:07 Atlantic Daylight Time,2020-10-15,15:12:07,-0300,146569971,cdcgov,CDC,,"Cleaning hands often, wearing a mask that covers your nose &amp; mouth, &amp; staying 6 ft from others are ways to slow the spread of #COVID19. Men, younger adults, &amp; ppl less concerned about COVID-19 are less likely to clean hands after touching public surfaces. https://t.co/maoT8nGkUI https://t.co/NcqKRm9m6q",en,[],['http://bit.ly/6941a3'],['https://pbs.twimg.com/media/EkY6UH8WsAApeQx.jpg'],37,183,316,['covid19'],[],https://twitter.com/CDCgov/status/1316804061354749957,,,1,https://pbs.twimg.com/media/EkY6UH8WsAApeQx.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316789703081943042,1316789703081943042,2020-10-15 14:15:04 Atlantic Daylight Time,2020-10-15,14:15:04,-0300,146569971,cdcgov,CDC,,"After a recreational ice hockey game in Florida, 14 players were infected with the virus that causes #COVID19. COVID-19 can spread during indoor sporting activities where intense physical activity is occurring. Learn more: https://t.co/N69JkXQJ8U. https://t.co/2fnDDFOX7q",en,[],['http://bit.ly/MMWR101520'],['https://pbs.twimg.com/media/EkYtQVBXgAA11u-.jpg'],47,220,260,['covid19'],[],https://twitter.com/CDCgov/status/1316789703081943042,,,1,https://pbs.twimg.com/media/EkYtQVBXgAA11u-.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316774618213109766,1316774618213109766,2020-10-15 13:15:08 Atlantic Daylight Time,2020-10-15,13:15:08,-0300,146569971,cdcgov,CDC,,CDC reported the 189th pediatric flu death of the 2019-20 #flu season this week. This marks a new record high for pediatric flu deaths during a regular flu season. The death occurred the week ending Jan. 25 but was reported to CDC last week: https://t.co/D35T4QXxa5. https://t.co/pTziNrqD1M,en,[],['https://bit.ly/3nWJgtw'],['https://pbs.twimg.com/media/EkYfiS2XkAEAH2I.jpg'],12,71,105,['flu'],[],https://twitter.com/CDCgov/status/1316774618213109766,,,1,https://pbs.twimg.com/media/EkYfiS2XkAEAH2I.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316769048680714250,1316769048680714250,2020-10-15 12:53:00 Atlantic Daylight Time,2020-10-15,12:53:00,-0300,146569971,cdcgov,CDC,,"Handwashing is one of the most effective ways to slow the spread of #COVID19 and other illnesses, such as flu. Keep your hands clean. It only takes 20 seconds and 5 easy steps—wet, lather, scrub, rinse, and dry. More: https://t.co/biibAU5Xhg.

#HandHygieneForAll #KeepHandsClean https://t.co/kyzSryLabk",en,[],['https://bit.ly/36O64Wh'],[],17,206,302,"['covid19', 'handhygieneforall', 'keephandsclean']",[],https://twitter.com/CDCgov/status/1316769048680714250,,,1,https://pbs.twimg.com/media/EkYEcRuXYAM0nVL.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316508573422227456,1316508570561716225,2020-10-14 19:37:58 Atlantic Daylight Time,2020-10-14,19:37:58,-0300,146569971,cdcgov,CDC,,"As of October 14, the 7-day moving average of #COVID19 cases nationwide was 50,181, compared to 43,852 in the previous 7 days. That’s a 14% increase in new cases. Learn more about COVID-19 trends: https://t.co/YT7LKio43C https://t.co/jHTEMTZ5Op",en,[],['https://bit.ly/3k2YJpC'],['https://pbs.twimg.com/media/EkUtYH_WkAEMZfG.jpg'],31,86,114,['covid19'],[],https://twitter.com/CDCgov/status/1316508573422227456,,,1,https://pbs.twimg.com/media/EkUtYH_WkAEMZfG.jpg,,,,,,,"{'user_id': '146569971', 'username': 'CDCgov'}",,,,
1316508570561716225,1316508570561716225,2020-10-14 19:37:57 Atlantic Daylight Time,2020-10-14,19:37:57,-0300,146569971,cdcgov,CDC,,"U.S. #COVID19 cases continue to increase, with 359,835 new cases reported in the last week. Take steps to prepare for an outbreak in your community. Cover your coughs and sneezes. Wear a mask, wash your hands, stay 6 feet apart. Learn more: https://t.co/1nMYQAjpSq https://t.co/XkpJ5NGhl7",en,[],['https://bit.ly/3n2jyUd'],['https://pbs.twimg.com/media/EkUtSdcXYAALVjs.jpg'],104,364,466,['covid19'],[],https://twitter.com/CDCgov/status/1316508570561716225,,,1,https://pbs.twimg.com/media/EkUtSdcXYAALVjs.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316483999716519938,1304114432608530432,2020-10-14 18:00:19 Atlantic Daylight Time,2020-10-14,18:00:19,-0300,146569971,cdcgov,CDC,,CDC guidance says that wearing a mask is meant to protect other people in case the mask wearer has #COVID19. Much evidence shows wearing masks in public reduces transmission by blocking exhaled respiratory droplets.,en,[],[],[],23,109,248,['covid19'],[],https://twitter.com/CDCgov/status/1316483999716519938,,,0,,,,,,,,"{'user_id': '146569971', 'username': 'CDCgov'}",,,,
1316483998030364672,1304114432608530432,2020-10-14 18:00:18 Atlantic Daylight Time,2020-10-14,18:00:18,-0300,146569971,cdcgov,CDC,,"People w/ and w/o #COVID19 had high levels of mask use in public. Even for those who always wear a mask, there are activities where masks can’t be worn, like eating or drinking. People w/ COVID-19 were more likely to have eaten in a restaurant.",en,[],[],[],15,88,187,['covid19'],[],https://twitter.com/CDCgov/status/1316483998030364672,,,0,,,,,,,,"{'user_id': '146569971', 'username': 'CDCgov'}",,,,
1316483997061517314,1304114432608530432,2020-10-14 18:00:18 Atlantic Daylight Time,2020-10-14,18:00:18,-0300,146569971,cdcgov,CDC,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. https://t.co/8PtI7W6KG5",en,['cdcmmwr'],['http://bit.ly/MMWR91020b'],[],7,61,97,['covid19'],[],https://twitter.com/CDCgov/status/1316483997061517314,,,0,,,,,,,,"{'user_id': '146569971', 'username': 'CDCgov'}",,,,
1316466313754279936,1316466313754279936,2020-10-14 16:50:02 Atlantic Daylight Time,2020-10-14,16:50:02,-0300,146569971,cdcgov,CDC,,October is Domestic Violence Awareness Month. Promoting respectful and healthy relationship skills can help prevent intimate partner violence. Learn more: https://t.co/4XK1mPzsee. #DVAM2020 https://t.co/TkGOCppidB,en,[],['http://go.usa.gov/xfp8H'],['https://pbs.twimg.com/media/EkUHIoIXcAAA-WP.jpg'],9,94,122,['dvam2020'],[],https://twitter.com/CDCgov/status/1316466313754279936,,,1,https://pbs.twimg.com/media/EkUHIoIXcAAA-WP.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316455001934491650,1316455001934491650,2020-10-14 16:05:05 Atlantic Daylight Time,2020-10-14,16:05:05,-0300,146569971,cdcgov,CDC,,"Do you remember the last thing you touched with your hands? Dirty hands can spread germs from other people or surfaces and make you sick when you touch your eyes, nose and mouth. Make handwashing with soap and water a healthy habit. https://t.co/SO8z3QSpfe. 
#KeepHandsClean https://t.co/tn9MkUad0k",en,[],['https://go.usa.gov/xV9TP'],['https://pbs.twimg.com/media/EkT82FJWoAEQ5oB.jpg'],13,77,128,['keephandsclean'],[],https://twitter.com/CDCgov/status/1316455001934491650,,,1,https://pbs.twimg.com/media/EkT82FJWoAEQ5oB.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316446433004974080,1316446433004974080,2020-10-14 15:31:02 Atlantic Daylight Time,2020-10-14,15:31:02,-0300,146569971,cdcgov,CDC,,"A cross-section of health care, government, &amp; business leaders discusses #COVID19 Road to Recovery during a virtual symposium, Oct. 14-15. Everbridge’s free event features 50 experts, including CDC’s Dr. Nancy Messonnier &amp; Dr. Jay Butler. Register at https://t.co/S4FqliAdil. https://t.co/HoMAigvG4U",en,[],['https://bit.ly/2SVrWqA'],['https://pbs.twimg.com/media/EkT1DZ7WkAAGUoL.jpg'],10,34,53,['covid19'],[],https://twitter.com/CDCgov/status/1316446433004974080,,,1,https://pbs.twimg.com/media/EkT1DZ7WkAAGUoL.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316431072020762624,1316431072020762624,2020-10-14 14:30:00 Atlantic Daylight Time,2020-10-14,14:30:00,-0300,146569971,cdcgov,CDC,,Do you know how #vaccines help babies fight infections? Vaccines help train your baby’s immune system to help prevent disease. Learn more about childhood vaccinations and making the vaccine decision: https://t.co/6OXNkDH6bT. https://t.co/70JIkdFxIw,en,[],['https://bit.ly/3175zTJ'],[],33,165,290,['vaccines'],[],https://twitter.com/CDCgov/status/1316431072020762624,,,1,https://pbs.twimg.com/media/EkS7cMKX0AA7ZoY.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316416485150126087,1316416485150126087,2020-10-14 13:32:02 Atlantic Daylight Time,2020-10-14,13:32:02,-0300,146569971,cdcgov,CDC,,"Attend the next CDC Partner Update call, Monday, Oct. 19, at 3pm ET via Zoom. Topic: Campus Guidebook – Slow the Spread at US Colleges and Universities.
Register: https://t.co/TM1MgKvCG9.
#health #college https://t.co/jMZptAOJ1D",en,[],['https://bit.ly/3iDNDpL'],['https://pbs.twimg.com/media/EkTZ0KIXYAIwftt.jpg'],2,21,40,"['health', 'college']",[],https://twitter.com/CDCgov/status/1316416485150126087,,,1,https://pbs.twimg.com/media/EkTZ0KIXYAIwftt.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316409438916489216,1316409438916489216,2020-10-14 13:04:02 Atlantic Daylight Time,2020-10-14,13:04:02,-0300,146569971,cdcgov,CDC,,The new National Action Plan to combat #AntibioticResistance charges CDC with decreasing healthcare-associated AR infections by 20% &amp; community-acquired AR infections by 10% by 2025. See how we’ll get there: https://t.co/wrTNMM5OWE. #OneHealth,en,[],['http://bit.ly/2A9uGYv'],[],6,31,67,"['antibioticresistance', 'onehealth']",[],https://twitter.com/CDCgov/status/1316409438916489216,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1316117514376577024,1316117514376577024,2020-10-13 17:44:02 Atlantic Daylight Time,2020-10-13,17:44:02,-0300,146569971,cdcgov,CDC,,"FREE resources for disaster planning from CDC and the American Mosquito Control Association. Check out the latest JAMCA publication on mosquito control before, during, and after a disaster: https://t.co/J0W36JkeqH.
@AMCATweets https://t.co/n47ua9p2hb",en,['amcatweets'],['https://bit.ly/2SQrie5'],['https://pbs.twimg.com/media/EkPJ5yDXYAEpuu0.jpg'],5,46,113,[],[],https://twitter.com/CDCgov/status/1316117514376577024,,,1,https://pbs.twimg.com/media/EkPJ5yDXYAEpuu0.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316113492668289024,1316113492668289024,2020-10-13 17:28:03 Atlantic Daylight Time,2020-10-13,17:28:03,-0300,146569971,cdcgov,CDC,,"We’re celebrating Health Literacy Month. We’re using webinars, virtual panel discussions and book clubs, and more. Check out our resources or share yours. What are you doing this month? https://t.co/fB0olwCzSW #HealthLiteracyMonth https://t.co/xEyef5xCrH",en,[],['https://bit.ly/2SPeJjl'],['https://pbs.twimg.com/media/EkPGPx5WsAEGdjl.jpg'],5,41,63,['healthliteracymonth'],[],https://twitter.com/CDCgov/status/1316113492668289024,,,1,https://pbs.twimg.com/media/EkPGPx5WsAEGdjl.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316100400387424256,1316100400387424256,2020-10-13 16:36:02 Atlantic Daylight Time,2020-10-13,16:36:02,-0300,146569971,cdcgov,CDC,,What’s behind E. coli outbreaks linked to leafy greens? Listen to CDC epidemiologist Katherine Marshall share lessons learned from 10 years of investigating E. coli outbreaks linked to leafy greens: https://t.co/XfgeAoIGa5. https://t.co/oqxOXgPhRa,en,[],['https://bit.ly/3cxYksv'],['https://pbs.twimg.com/media/EkO6Vq8XkAEwvC4.jpg'],8,43,92,[],[],https://twitter.com/CDCgov/status/1316100400387424256,,,1,https://pbs.twimg.com/media/EkO6Vq8XkAEwvC4.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316083815450923010,1316083815450923010,2020-10-13 15:30:07 Atlantic Daylight Time,2020-10-13,15:30:07,-0300,146569971,cdcgov,CDC,,CDC has made major strides against #AntibioticResistance—including 18% fewer deaths from resistant infections since 2013. The new National Action Plan highlights our next steps in the fight against AR. See it here: https://t.co/impYK2RNfm. https://t.co/xaNEr98Qqe,en,[],['https://bit.ly/3cc7bjj'],['https://pbs.twimg.com/media/EkOrQVAWkAUrsU_.jpg'],7,38,107,['antibioticresistance'],[],https://twitter.com/CDCgov/status/1316083815450923010,,,1,https://pbs.twimg.com/media/EkOrQVAWkAUrsU_.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316075489715462145,1316075489715462145,2020-10-13 14:57:02 Atlantic Daylight Time,2020-10-13,14:57:02,-0300,146569971,cdcgov,CDC,,"Thank you contact tracers! 
Learn more about #COVID19 contact tracing: https://t.co/VhTAoZTOxV. https://t.co/BszR0wkND5",en,[],['https://bit.ly/305JVPd'],['https://pbs.twimg.com/media/EkOjrrFXcAEf0pw.jpg'],19,70,161,['covid19'],[],https://twitter.com/CDCgov/status/1316075489715462145,,,1,https://pbs.twimg.com/media/EkOjrrFXcAEf0pw.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316060390120394752,1316060390120394752,2020-10-13 13:57:02 Atlantic Daylight Time,2020-10-13,13:57:02,-0300,146569971,cdcgov,CDC,,"Handwashing is one of the best ways to protect yourself, your friends, and your family from getting sick. Learn how you should wash your hands to stay healthy &amp; when it is most important: https://t.co/XKevxiMEjR. https://t.co/MhOuvHIfyj",en,[],['https://go.usa.gov/xEnje'],['https://pbs.twimg.com/media/EkOV8p_XgAEE2_S.jpg'],20,201,286,[],[],https://twitter.com/CDCgov/status/1316060390120394752,,,1,https://pbs.twimg.com/media/EkOV8p_XgAEE2_S.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316047819434790913,1316047819434790913,2020-10-13 13:07:05 Atlantic Daylight Time,2020-10-13,13:07:05,-0300,146569971,cdcgov,CDC,,The latest CDC #COVIDView report shows that racial and ethnic minorities continue to be hospitalized for #COVID19 at rates more than 4 times higher than Whites. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/CJAbdA2msB,en,[],['https://bit.ly/2ViFflZ'],['https://pbs.twimg.com/media/EkOKhFqX0AA1Js2.jpg'],20,102,116,"['covidview', 'covid19']",[],https://twitter.com/CDCgov/status/1316047819434790913,,,1,https://pbs.twimg.com/media/EkOKhFqX0AA1Js2.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316033461862494211,1316033461862494211,2020-10-13 12:10:02 Atlantic Daylight Time,2020-10-13,12:10:02,-0300,146569971,cdcgov,CDC,,"#DomesticViolenceAwarenessMonth is especially important for those experiencing violence during the #COVID19 pandemic. If you or a loved one feel afraid for your safety, resources like the @NDVH can help.
Visit #HowRightNow: https://t.co/fbWKNoG7tW.

(supported by @CDCFound) https://t.co/41AB3Mov1e",en,"['ndvh', 'cdcfound']",['https://bit.ly/35XTofi'],['https://pbs.twimg.com/media/EkN9dT7XkAANQpQ.jpg'],8,123,121,"['domesticviolenceawarenessmonth', 'covid19', 'howrightnow']",[],https://twitter.com/CDCgov/status/1316033461862494211,,,1,https://pbs.twimg.com/media/EkN9dT7XkAANQpQ.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315720147303309313,1315720147303309313,2020-10-12 15:25:02 Atlantic Daylight Time,2020-10-12,15:25:02,-0300,146569971,cdcgov,CDC,,ICYMI: The first CDC weekly flu surveillance report for the 2020-21 #fluseason was posted on Friday. Keep up with the spread of flu in the U.S. with #FluView: https://t.co/s9XLYIzBXD. https://t.co/rTtvgtbn3p,en,[],['https://bit.ly/2AfIS02'],['https://pbs.twimg.com/media/EkJgf_iWoAAJROZ.jpg'],19,99,146,"['fluseason', 'fluview']",[],https://twitter.com/CDCgov/status/1315720147303309313,,,1,https://pbs.twimg.com/media/EkJgf_iWoAAJROZ.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315706054764900355,1315706054764900355,2020-10-12 14:29:02 Atlantic Daylight Time,2020-10-12,14:29:02,-0300,146569971,cdcgov,CDC,,"U.S. homes built before 1978 likely have some lead-based paint. If your home was built before 1978 and you’re doing home renovation activities, find a qualified professional to safely remove cracked and peeling paint: https://t.co/wx8j3LaqIu. https://t.co/tUJhWkBRpW",en,[],['https://bit.ly/3cmaGUj'],['https://pbs.twimg.com/media/EkJTru9XcAEpqxx.jpg'],5,51,94,[],[],https://twitter.com/CDCgov/status/1315706054764900355,,,1,https://pbs.twimg.com/media/EkJTru9XcAEpqxx.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315685437017653255,1315685437017653255,2020-10-12 13:07:07 Atlantic Daylight Time,2020-10-12,13:07:07,-0300,146569971,cdcgov,CDC,,"Stay safe after a storm. Use safe water for personal hygiene, and wash your hands with soap and water to reduce the spread of germs. https://t.co/R2KJLLz1J7 #Delta https://t.co/fF2CwomFL7",en,[],['https://go.usa.gov/xVZga'],['https://pbs.twimg.com/media/EkJA7gGX0AE_klW.jpg'],12,91,212,['delta'],[],https://twitter.com/CDCgov/status/1315685437017653255,,,1,https://pbs.twimg.com/media/EkJA7gGX0AE_klW.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315352472261726210,1315352472261726210,2020-10-11 15:04:02 Atlantic Daylight Time,2020-10-11,15:04:02,-0300,146569971,cdcgov,CDC,,"Have you lost power? Unopened, full freezers will keep food safe for 48 hours during power outage; 24 hours if half-full. https://t.co/9xnw6DNgzy #Delta https://t.co/bQ4yqGU8Ng",en,[],['https://go.usa.gov/xfXaS'],['https://pbs.twimg.com/media/EkESGZuWsAQb2B8.png'],12,125,253,['delta'],[],https://twitter.com/CDCgov/status/1315352472261726210,,,1,https://pbs.twimg.com/media/EkESGZuWsAQb2B8.png,,,,,,,"{'user_id': None, 'username': None}",,,,
1315334354311278593,1315334354311278593,2020-10-11 13:52:02 Atlantic Daylight Time,2020-10-11,13:52:02,-0300,146569971,cdcgov,CDC,,"#WearAMask in public to help slow the spread of COVID-19 but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If you’re not wearing your mask properly, #COVID19 particles can spread. 

Learn more: https://t.co/iOQv5OMdKA. https://t.co/4RLC9rAeX7",en,[],['https://bit.ly/30QOzQF'],['https://pbs.twimg.com/media/EkEBn4KWAAAcTPn.jpg'],218,1058,1599,"['wearamask', 'covid19']",[],https://twitter.com/CDCgov/status/1315334354311278593,,,1,https://pbs.twimg.com/media/EkEBn4KWAAAcTPn.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315024562824843271,1315024562824843271,2020-10-10 17:21:02 Atlantic Daylight Time,2020-10-10,17:21:02,-0300,146569971,cdcgov,CDC,,"Prevent #COpoisoning. Always run gas-powered generators outside, at least 20 feet away from any window, door, or vent. https://t.co/Wa0JaYSNCL #Delta https://t.co/s66TxDd0RR",en,[],['https://bit.ly/2pobEI0'],['https://pbs.twimg.com/media/Ej_n3pYWkAE_jZg.jpg'],6,61,110,"['copoisoning', 'delta']",[],https://twitter.com/CDCgov/status/1315024562824843271,,,1,https://pbs.twimg.com/media/Ej_n3pYWkAE_jZg.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1314989161770881024,1314989161770881024,2020-10-10 15:00:22 Atlantic Daylight Time,2020-10-10,15:00:22,-0300,146569971,cdcgov,CDC,,"5-4-3-2-1: Taking a few minutes to follow these simple prompts can help you in a challenging moment.
This #WorldMentalHealthDay find more ways to cope with stress by visiting #HowRightNow: https://t.co/9iUPk5DZ6H. (supported by @CDCFound) https://t.co/08RQs22i5u",en,['cdcfound'],['https://bit.ly/2ZWUunA'],['https://pbs.twimg.com/tweet_video_thumb/Ej_Hq2DXYAA4CrW.jpg'],12,79,154,"['worldmentalhealthday', 'howrightnow']",[],https://twitter.com/CDCgov/status/1314989161770881024,,,1,https://pbs.twimg.com/tweet_video_thumb/Ej_Hq2DXYAA4CrW.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1314956354784768000,1314956354784768000,2020-10-10 12:50:00 Atlantic Daylight Time,2020-10-10,12:50:00,-0300,146569971,cdcgov,CDC,,"#Flood waters may pose risks, including drowning, injuries, and hazards from chemicals, sewage, or bacteria that may be in the water. Learn how to stay safe: https://t.co/EngwFlxVoD. #Delta https://t.co/Nyhjl8HayF",en,[],['https://bit.ly/2dM0N8E'],[],15,67,148,"['flood', 'delta']",[],https://twitter.com/CDCgov/status/1314956354784768000,,,1,https://pbs.twimg.com/media/Edyd4XCWAAIJU77.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
