id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1316850099956396033,1316850099956396033,2020-10-15 18:15:04 Atlantic Daylight Time,2020-10-15,18:15:04,-0300,36375825,govcanhealth,Health Canada and PHAC,,#ADVISORY: #Benzocaine products should not be used in children under two years of age because they may cause a serious blood condition called methemoglobinemia https://t.co/1KM7PTXJKJ  #medsafety #MetHb #teething,en,[],['http://ow.ly/9OSw50BTMnd'],[],0,11,13,"['advisory', 'benzocaine', 'medsafety', 'methb', 'teething']",[],https://twitter.com/GovCanHealth/status/1316850099956396033,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1316846386156130304,1316846386156130304,2020-10-15 18:00:18 Atlantic Daylight Time,2020-10-15,18:00:18,-0300,36375825,govcanhealth,Health Canada and PHAC,,FINAL UPDATE: #Salmonella illness reporting linked to this outbreak has significantly decreased over the last 4 weeks. The outbreak appears to be over and the investigation has been closed. Peaches imported from the U.S. are no longer under investigation. https://t.co/TIr5wgDpUQ https://t.co/0rcs0fu7vj,en,[],['http://ow.ly/YYNS50BTJtt'],['https://pbs.twimg.com/media/EkZgz0RXsAEHhx7.jpg'],2,6,10,['salmonella'],[],https://twitter.com/GovCanHealth/status/1316846386156130304,,,1,https://pbs.twimg.com/media/EkZgz0RXsAEHhx7.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316831289539006472,1316831289539006472,2020-10-15 17:00:19 Atlantic Daylight Time,2020-10-15,17:00:19,-0300,36375825,govcanhealth,Health Canada and PHAC,,Just released: the October issue of the #PHAC #HPCDP Journal. Read the Journal here: https://t.co/PldPxDsWqj https://t.co/vOq58kJpsv,en,[],['http://ow.ly/eJjQ50BTFrz'],['https://pbs.twimg.com/media/EkZTFGcWoAAyncu.png'],1,3,8,"['phac', 'hpcdp']",[],https://twitter.com/GovCanHealth/status/1316831289539006472,,,1,https://pbs.twimg.com/media/EkZTFGcWoAAyncu.png,,,,,,,"{'user_id': None, 'username': None}",,,,
1316816396823732227,1316816396823732227,2020-10-15 16:01:08 Atlantic Daylight Time,2020-10-15,16:01:08,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Do you eat shellfish, like raw oysters? There is an ongoing Vibrio #outbreak linked to shellfish harvested from eastern coastal waters. It’s a reminder that you can get sick from eating raw or undercooked shellfish. Follow safe food handling tips: https://t.co/SS13VRwfce https://t.co/9tZVgN8Avx",en,[],['http://ow.ly/Mm2Q50BSJLa'],['https://pbs.twimg.com/media/EkZFiNiWsAcFjc-.jpg'],1,5,2,['outbreak'],[],https://twitter.com/GovCanHealth/status/1316816396823732227,,,1,https://pbs.twimg.com/media/EkZFiNiWsAcFjc-.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316802838136270850,1316499091619221505,2020-10-15 15:07:16 Atlantic Daylight Time,2020-10-15,15:07:16,-0300,36375825,govcanhealth,Health Canada and PHAC,,"@Spearacanoe Hi. The advice applies to all shellfish coming from eastern coastal waters, including lobster. The public health notice will be updated as the investigation evolves.",en,['spearacanoe'],[],[],0,0,0,[],[],https://twitter.com/GovCanHealth/status/1316802838136270850,,,0,,,,,,,,"{'user_id': '1059730836', 'username': 'Spearacanoe'}",,,,
1316801455941201921,1316801455941201921,2020-10-15 15:01:46 Atlantic Daylight Time,2020-10-15,15:01:46,-0300,36375825,govcanhealth,Health Canada and PHAC,,Do you know the proper handwashing technique? Washing your hands is proven to remove bacteria and viruses like the flu from your hands. Learn more: https://t.co/TJ1f4sYqKG #GlobalHandwashingDay https://t.co/wpbBybRiGJ,en,[],['http://ow.ly/Ak3U50BRnHi'],['https://pbs.twimg.com/media/EkY38d9XsAcrEVn.jpg'],1,34,39,['globalhandwashingday'],[],https://twitter.com/GovCanHealth/status/1316801455941201921,,,1,https://pbs.twimg.com/media/EkY38d9XsAcrEVn.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316786352084615169,1316786352084615169,2020-10-15 14:01:45 Atlantic Daylight Time,2020-10-15,14:01:45,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Travellers to Canada can now apply for a temporary leave from mandatory quarantine to care for a loved one for compassionate reasons. 

Learn more about eligibility requirements: https://t.co/1GOZqfH9If https://t.co/lmjbel4yz1",en,[],['http://ow.ly/Bpge50BOBrf'],['https://pbs.twimg.com/media/EkYqNTDXgAAzT1u.jpg'],14,13,68,[],[],https://twitter.com/GovCanHealth/status/1316786352084615169,,,1,https://pbs.twimg.com/media/EkYqNTDXgAAzT1u.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316771121543491587,1316771121543491587,2020-10-15 13:01:14 Atlantic Daylight Time,2020-10-15,13:01:14,-0300,36375825,govcanhealth,Health Canada and PHAC,,"The #COVIDAlert app has launched in #NovaScotia. Get notified if you've been exposed to #COVID19 and protect your community. 
Download it today:
Apple: https://t.co/yCnJl9F7zT
Android: https://t.co/OWUBhy9PXQ https://t.co/MlMm4ouHKD",en,[],"['http://ow.ly/sW4W50BSBax', 'http://ow.ly/DWQK50BSBay']",['https://pbs.twimg.com/media/EkYcW2NXYAU1O6z.jpg'],2,32,37,"['covidalert', 'novascotia', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316771121543491587,,,1,https://pbs.twimg.com/media/EkYcW2NXYAU1O6z.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316740902208012288,1316740902208012288,2020-10-15 11:01:09 Atlantic Daylight Time,2020-10-15,11:01:09,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Pharmacy technicians are on the #frontlines, ensuring medication access and safety for Canadians during #COVID19. Let’s show our thanks! #RxTechDay https://t.co/qmunmsu2yc",en,[],[],['https://pbs.twimg.com/media/EkYA31kWkAAruf3.jpg'],1,12,23,"['frontlines', 'covid19', 'rxtechday']",[],https://twitter.com/GovCanHealth/status/1316740902208012288,,,1,https://pbs.twimg.com/media/EkYA31kWkAAruf3.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316726162605965313,1316726162605965313,2020-10-15 10:02:35 Atlantic Daylight Time,2020-10-15,10:02:35,-0300,36375825,govcanhealth,Health Canada and PHAC,,"#BeatPollution and use/wash/reuse a reusable #mask to prevent the spread of #COVID19. More:
https://t.co/GgBAp6Skrc https://t.co/JcmL1NA4sI",en,[],['http://ow.ly/Ymxy50BHSin'],['https://pbs.twimg.com/media/EkXzd4QWsAAfXCS.jpg'],3,32,27,"['beatpollution', 'mask', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316726162605965313,,,1,https://pbs.twimg.com/media/EkXzd4QWsAAfXCS.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316499091619221505,1316499091619221505,2020-10-14 19:00:17 Atlantic Daylight Time,2020-10-14,19:00:17,-0300,36375825,govcanhealth,Health Canada and PHAC,,"NEW OUTBREAK: Twenty-one confirmed cases of Vibrio infections linked to shellfish, mainly raw oysters, harvested from eastern coastal waters. Avoid eating raw or undercooked shellfish. Always cook it thoroughly before eating or serving.  More info: https://t.co/gKBgKfDvw5 https://t.co/ePW2DA8XdF",en,[],['http://ow.ly/LGlS50BSJHq'],['https://pbs.twimg.com/media/EkUk8nfXcAAlu_l.jpg'],4,35,19,[],[],https://twitter.com/GovCanHealth/status/1316499091619221505,,,1,https://pbs.twimg.com/media/EkUk8nfXcAAlu_l.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316484017504608258,1316484017504608258,2020-10-14 18:00:23 Atlantic Daylight Time,2020-10-14,18:00:23,-0300,36375825,govcanhealth,Health Canada and PHAC,,"The #COVIDAlert app now has over 4.3 million downloads, 7 provinces on board and 1,486 one-time keys entered. Find out more about the app usage:
https://t.co/3hasCpzKHl
#COVID19 https://t.co/1W4ZfXTxB9",en,[],['http://ow.ly/dN5c50BSAfX'],['https://pbs.twimg.com/media/EkUXPNUXgAEh4Dt.jpg'],5,34,51,"['covidalert', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316484017504608258,,,1,https://pbs.twimg.com/media/EkUXPNUXgAEh4Dt.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316468897399418880,1316468897399418880,2020-10-14 17:00:18 Atlantic Daylight Time,2020-10-14,17:00:18,-0300,36375825,govcanhealth,Health Canada and PHAC,,"The #ArriveCAN app and website provide an easy and secure way for travellers to Canada to submit COVID-related info:
      •Submit your contact and travel info and quarantine plan
      •Take a #COVID19 symptom self-assessment 
https://t.co/S3hzWPxoZ0 https://t.co/scxWV9cBus",en,[],['http://ow.ly/thLV50BSB00'],['https://pbs.twimg.com/media/EkUJfFFX0AAiC6D.jpg'],21,22,103,"['arrivecan', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316468897399418880,,,1,https://pbs.twimg.com/media/EkUJfFFX0AAiC6D.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316438737744728066,1316438737744728066,2020-10-14 15:00:27 Atlantic Daylight Time,2020-10-14,15:00:27,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Now that we entered into the Fall cooler weather, it is more important than ever to follow public health measures to prevent the spread of the #COVID19. Learn more: https://t.co/N9EL8XEgQt
#collectivegoal https://t.co/y5RqIQUS5w",en,[],['http://ow.ly/xC0X50BSsdO'],['https://pbs.twimg.com/media/EkTuDeYXgAA5Z-n.jpg'],10,35,57,"['covid19', 'collectivegoal']",[],https://twitter.com/GovCanHealth/status/1316438737744728066,,,1,https://pbs.twimg.com/media/EkTuDeYXgAA5Z-n.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316379018162319363,1316379018162319363,2020-10-14 11:03:09 Atlantic Daylight Time,2020-10-14,11:03:09,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Thanks for your feedback for the development of proposed new regulations for #supervisedconsumption sites and services. Today is the last day to participate in the consultation. https://t.co/vvI6WBHgz9 
#harmreduction #overdosecrisis #CanadaGazette https://t.co/FTtCk1QBaX",en,[],['http://ow.ly/CirM50B2N4A'],['https://pbs.twimg.com/media/EkS3vZYWkAEQYxS.jpg'],2,8,8,"['supervisedconsumption', 'harmreduction', 'overdosecrisis', 'canadagazette']",[],https://twitter.com/GovCanHealth/status/1316379018162319363,,,1,https://pbs.twimg.com/media/EkS3vZYWkAEQYxS.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316363731257917441,1316363731257917441,2020-10-14 10:02:25 Atlantic Daylight Time,2020-10-14,10:02:25,-0300,36375825,govcanhealth,Health Canada and PHAC,,"The #COVIDAlert app lets users in #PrinceEdwardIsland, who test positive for #COVID19, notify those they may have come in contact with. Do your part, download it today:
Apple: https://t.co/u8RgQSaPtl
Android: https://t.co/LAudp0Wo00 https://t.co/nMH3TEQHBm",en,[],"['http://ow.ly/jCp550BNve9', 'http://ow.ly/mNDB50BNvea']",['https://pbs.twimg.com/media/EkSp1mkXgAgSfDp.jpg'],4,15,15,"['covidalert', 'princeedwardisland', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316363731257917441,,,1,https://pbs.twimg.com/media/EkSp1mkXgAgSfDp.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316121836221075457,1316121836221075457,2020-10-13 18:01:12 Atlantic Daylight Time,2020-10-13,18:01:12,-0300,36375825,govcanhealth,Health Canada and PHAC,,"The #COVIDAlert app grew from 3 million to 4 million downloads in just one week! Let's keep it going Canada! Download it here: https://t.co/SYb9FLQD9e
#COVID19 https://t.co/JJh5evxci5",en,[],['http://ow.ly/pYhW50BOlQj'],['https://pbs.twimg.com/media/EkPN1cOXgAA0rRW.jpg'],5,52,57,"['covidalert', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316121836221075457,,,1,https://pbs.twimg.com/media/EkPN1cOXgAA0rRW.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316105834590605314,1316105832191479808,2020-10-13 16:57:37 Atlantic Daylight Time,2020-10-13,16:57:37,-0300,36375825,govcanhealth,Health Canada and PHAC,,"(3/3) There are 138 analytical testing licence holders in Canada. #CDNCannabisReg 
https://t.co/cFKMXryBcA",en,[],['http://ow.ly/P7bc50BRyBx'],[],0,0,1,['cdncannabisreg'],[],https://twitter.com/GovCanHealth/status/1316105834590605314,,,0,,,,,,,,"{'user_id': '36375825', 'username': 'GovCanHealth'}",,,,
1316105833613266944,1316105832191479808,2020-10-13 16:57:37 Atlantic Daylight Time,2020-10-13,16:57:37,-0300,36375825,govcanhealth,Health Canada and PHAC,,"(2/3) Last week, we issued 1 new research licence. We have issued a total of 359 #cannabis research licences in Canada. #CDNCannabisReg",en,[],[],[],1,0,3,"['cannabis', 'cdncannabisreg']",[],https://twitter.com/GovCanHealth/status/1316105833613266944,,,0,,,,,,,,"{'user_id': '36375825', 'username': 'GovCanHealth'}",,,,
1316105832191479808,1316105832191479808,2020-10-13 16:57:37 Atlantic Daylight Time,2020-10-13,16:57:37,-0300,36375825,govcanhealth,Health Canada and PHAC,,"(1/3) There are now 505 #CannabisLicence holders in Canada. Last week, we approved 9 new licence holders.
#CDNCannabisReg 
https://t.co/q6E7xyBonH https://t.co/PfJowT6EME",en,[],['http://ow.ly/VZVE50BRyvf'],['https://pbs.twimg.com/media/EkO-3FRXgAAT6Gr.jpg'],1,1,1,"['cannabislicence', 'cdncannabisreg']",[],https://twitter.com/GovCanHealth/status/1316105832191479808,,,1,https://pbs.twimg.com/media/EkO-3FRXgAAT6Gr.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316091436526456835,1316091436526456835,2020-10-13 16:00:24 Atlantic Daylight Time,2020-10-13,16:00:24,-0300,36375825,govcanhealth,Health Canada and PHAC,,#ADVISORY: Certain hand sanitizers are being recalled because they may pose health risks: https://t.co/NiVjbT0sIX,en,[],['http://ow.ly/Nbog50BRrxO'],[],2,52,39,['advisory'],[],https://twitter.com/GovCanHealth/status/1316091436526456835,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1316082680962920453,1314760532151463936,2020-10-13 15:25:37 Atlantic Daylight Time,2020-10-13,15:25:37,-0300,36375825,govcanhealth,Health Canada and PHAC,,"@AryamanDoctor Hi, the latest travel advisory for the USA can be found here:
https://t.co/l49UsjGPeP",en,['aryamandoctor'],['https://travel.gc.ca/destinations/united-states'],[],0,0,0,[],[],https://twitter.com/GovCanHealth/status/1316082680962920453,,,0,,,,,,,,"{'user_id': '153405338', 'username': 'AryamanDoctor'}",,,,
1316077205294927874,1316077205294927874,2020-10-13 15:03:51 Atlantic Daylight Time,2020-10-13,15:03:51,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Have questions about vaccines? Learn how vaccines work and why they are needed.

https://t.co/w2qbPoByPP https://t.co/ctqhwNESwf",en,[],['http://ow.ly/qJF950BDvvq'],[],4,14,13,[],[],https://twitter.com/GovCanHealth/status/1316077205294927874,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1316077126429421570/pu/img/Km01FACwMkjyfxNF.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316061731156897795,1316061731156897795,2020-10-13 14:02:22 Atlantic Daylight Time,2020-10-13,14:02:22,-0300,36375825,govcanhealth,Health Canada and PHAC,,We all need to do our part to keep new case numbers low within our communities. Check out our helpful tool to learn which personal and social activities come with a higher risk and get tips on how to #GoOutSafe and reduce your risk of #COVID19. https://t.co/JXa3LExIFM https://t.co/Ku7GSOgzIh,en,[],['http://ow.ly/vyiH50Bv1Si'],['https://pbs.twimg.com/media/EkOXK31XkAAp6CO.jpg'],17,69,79,"['gooutsafe', 'covid19']",[],https://twitter.com/GovCanHealth/status/1316061731156897795,,,1,https://pbs.twimg.com/media/EkOXK31XkAAp6CO.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1316016406069039104,1316016406069039104,2020-10-13 11:02:16 Atlantic Daylight Time,2020-10-13,11:02:16,-0300,36375825,govcanhealth,Health Canada and PHAC,,"It’s #flu season, again! Get ahead of the game and plan to get your flu shot as soon as it becomes available in your area. https://t.co/qXq7TCPTkJ https://t.co/YfYlGan2sV",en,[],['http://ow.ly/Pfl550BLmsh'],['https://pbs.twimg.com/media/EkNt8h2U8AIyDCl.jpg'],4,23,32,['flu'],[],https://twitter.com/GovCanHealth/status/1316016406069039104,,,1,https://pbs.twimg.com/media/EkNt8h2U8AIyDCl.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315985996094353408,1315985996094353408,2020-10-13 09:01:25 Atlantic Daylight Time,2020-10-13,09:01:25,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Did you know that 1 in 8 women are expected to develop #breastcancer in their lifetime? Learn how you can lower your risk of developing this disease: 
https://t.co/W3vJtERNgu
#BreastCancerAwarenessMonth https://t.co/TGApLTbWIg",en,[],['http://ow.ly/suEo50BOIOU'],['https://pbs.twimg.com/media/EkNSSgQWAAAbpKd.jpg'],9,24,27,"['breastcancer', 'breastcancerawarenessmonth']",[],https://twitter.com/GovCanHealth/status/1315985996094353408,,,1,https://pbs.twimg.com/media/EkNSSgQWAAAbpKd.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315804639145664512,1315804639145664512,2020-10-12 21:00:47 Atlantic Daylight Time,2020-10-12,21:00:47,-0300,36375825,govcanhealth,Health Canada and PHAC,,#COVIDAlertFact: ✔️ #COVIDAlert is secure. The app is built with strong privacy protection and uses random encrypted codes to alert you if you have been exposed. Learn more and download it today: https://t.co/LXJ2gLLidk https://t.co/0CeAqvGeYQ,en,[],['http://ow.ly/tucU50BL10d'],['https://pbs.twimg.com/media/EkKtWLpXgAArDq8.jpg'],5,33,34,"['covidalertfact', 'covidalert']",[],https://twitter.com/GovCanHealth/status/1315804639145664512,,,1,https://pbs.twimg.com/media/EkKtWLpXgAArDq8.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315729206597292032,1315729206597292032,2020-10-12 16:01:02 Atlantic Daylight Time,2020-10-12,16:01:02,-0300,36375825,govcanhealth,Health Canada and PHAC,,Heading home for study week? Minimize your risk of contracting or spreading #COVID19 by downloading COVID Alert and check out the other digital tools to help you stay healthy: https://t.co/bsx0qp2ZvL https://t.co/iv8SodY5vF,en,[],['http://ow.ly/PQqm50BOGq3'],['https://pbs.twimg.com/media/EkJovWKXsAM86_K.jpg'],3,3,12,['covid19'],[],https://twitter.com/GovCanHealth/status/1315729206597292032,,,1,https://pbs.twimg.com/media/EkJovWKXsAM86_K.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315714170990530560,1315714170990530560,2020-10-12 15:01:17 Atlantic Daylight Time,2020-10-12,15:01:17,-0300,36375825,govcanhealth,Health Canada and PHAC,,"#Acetaminophen is found in over 600 different over-the-counter and prescription medications. Taking more than the maximum recommended daily dose can cause liver damage, so be careful if you’re taking multiple medications. https://t.co/qKdCLBElsr https://t.co/fcMaaSFN0N",en,[],['http://ow.ly/AoeF50BMlAq'],['https://pbs.twimg.com/media/EkJbENPWAAIU8qv.jpg'],3,26,33,['acetaminophen'],[],https://twitter.com/GovCanHealth/status/1315714170990530560,,,1,https://pbs.twimg.com/media/EkJbENPWAAIU8qv.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315684078667128832,1315684078667128832,2020-10-12 13:01:43 Atlantic Daylight Time,2020-10-12,13:01:43,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Let's get the 4 million downloads on the #COVIDAlert app even higher! 📱 The more people using the app, the better. 

Download it today: https://t.co/2Cfa67Vgvk
#COVID19 https://t.co/rAC8c45Yj9",en,[],['http://ow.ly/GU8E50BOkag'],['https://pbs.twimg.com/media/EkI_snHX0AE-8NC.jpg'],11,33,44,"['covidalert', 'covid19']",[],https://twitter.com/GovCanHealth/status/1315684078667128832,,,1,https://pbs.twimg.com/media/EkI_snHX0AE-8NC.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315668952324988929,1315668952324988929,2020-10-12 12:01:36 Atlantic Daylight Time,2020-10-12,12:01:36,-0300,36375825,govcanhealth,Health Canada and PHAC,,"Did you know that 6 million Canadians over the age of 15 have reported living with arthritis? For this #WorldArthritisDay, PHAC has published new factsheets for four types of arthritis. Learn more: https://t.co/a7yycIG7aG https://t.co/m7XkKkL7M8",en,[],['http://ow.ly/JTB250BOM14'],['https://pbs.twimg.com/media/EkIx8IBX0AIexrC.jpg'],1,6,12,['worldarthritisday'],[],https://twitter.com/GovCanHealth/status/1315668952324988929,,,1,https://pbs.twimg.com/media/EkIx8IBX0AIexrC.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
